K5PCV5I.PV;K5PCV6I.PV
94.22297;94.30943
94.22292;94.6299
94.22286;94.38219
94.22271;94.31307
94.22266;94.30302
94.22266;94.41213
94.22255;94.53401
94.22255;94.54411
94.22245;94.37943
94.2224;94.37614
94.22229;94.30917
94.22229;94.34755
94.22214;94.20187
94.22198;94.35464
94.22198;94.41016
94.22177;94.54099
94.22172;94.52
94.22166;94.35938
94.22157;94.39156
94.22146;94.27224
94.22131;94.3088
94.22094;94.62484
94.22078;94.42516
94.22078;94.41354
94.22068;94.32094
94.22057;94.53969
94.22047;94.36536
94.22011;94.36203
94.22005;94.45338
94.21969;94.30458
94.21969;94.52666
94.21953;94.21068
94.21948;94.46302
94.21927;94.48797
94.21927;94.53167
94.21922;94.46724
94.21922;94.51125
94.2189;94.33073
94.21885;94.26198
94.2188;94.51312
94.21875;94.4251
94.21864;94.35302
94.21859;94.32589
94.21833;94.63464
94.21833;94.21052
94.21823;94.42203
94.21823;94.36833
94.21818;94.37891
94.21812;94.35948
94.21792;94.44146
94.21776;94.22463
94.2177;94.51979
94.21766;94.36282
94.21735;94.43021
94.21724;94.50953
94.21703;94.63005
94.21703;94.35766
94.21698;94.43011
94.21698;94.5089
94.21687;94.37964
94.21667;94.42724
94.21656;94.26542
94.21651;94.43594
94.2162;94.4586
94.21615;94.35505
94.21609;94.4476
94.21584;94.33198
94.21578;94.42932
94.21578;94.42521
94.21562;94.32755
94.21562;94.33063
94.21531;94.47995
94.2151;94.45896
94.2151;94.23063
94.21505;94.36333
94.21495;94.39651
94.21495;94.40787
94.2149;94.22099
94.2149;94.24255
94.2149;94.22495
94.2149;94.41605
94.2149;94.45771
94.21484;94.41865
94.21484;94.46682
94.21479;94.22063
94.21468;94.21729
94.21442;94.44901
94.21438;94.32619
94.21438;94.32198
94.21422;94.4476
94.21391;94.33021
94.21391;94.22385
94.21385;94.41917
94.2137;94.49073
94.21365;94.43839
94.21359;94.22562
94.21349;94.21469
94.21344;94.43182
94.21339;94.45255
94.21333;94.41797
94.21323;94.41994
94.21317;94.22271
94.21307;94.62338
94.21307;94.5024
94.21307;94.50542
94.21297;94.20943
94.21271;94.4087
94.21265;94.4349
94.21265;94.41766
94.21265;94.21359
94.21265;94.44531
94.21265;94.45359
94.2125;94.50615
94.21245;94.50463
94.21234;94.34235
94.21229;94.46021
94.21224;94.23036
94.21214;94.40755
94.21203;94.37666
94.21198;94.37979
94.21172;94.24709
94.21167;94.39922
94.21167;94.2201
94.21166;94.43037
94.21162;94.32859
94.21162;94.25282
94.21156;94.21464
94.21146;94.21745
94.21146;94.22109
94.2114;94.39344
94.21136;94.50427
94.2112;94.2175
94.2111;94.23505
94.2111;94.45781
94.21104;94.21416
94.21099;94.45292
94.21099;94.42583
94.21094;94.32651
94.21088;94.22813
94.21088;94.45515
94.21088;94.53083
94.21083;94.33208
94.21068;94.43021
94.21062;94.45235
94.21057;94.33542
94.21057;94.24239
94.21052;94.33245
94.21052;94.4976
94.21052;94.21088
94.21052;94.24667
94.21046;94.33594
94.21042;94.38823
94.21042;94.22755
94.21037;94.49922
94.21031;94.21818
94.21021;94.21302
94.21016;94.6201
94.21005;94.32641
94.20985;94.39536
94.20974;94.34156
94.20969;94.46104
94.20959;94.42359
94.20953;94.23484
94.20943;94.42744
94.20937;94.46531
94.20932;94.21698
94.20911;94.32735
94.20911;94.3886
94.20911;94.22734
94.20901;94.21599
94.20901;94.22755
94.20896;94.50703
94.20896;94.50266
94.20896;94.5038
94.20895;94.44209
94.20875;94.38969
94.20875;94.37599
94.20875;94.50745
94.20865;94.36494
94.20854;94.51006
94.20854;94.22896
94.20849;94.50448
94.20838;94.41932
94.20828;94.2449
94.20818;94.21255
94.20818;94.44771
94.20786;94.21287
94.20786;94.23583
94.2076;94.22573
94.20755;94.25552
94.20755;94.21625
94.2075;94.33089
94.2075;94.37151
94.2074;94.38969
94.20734;94.38036
94.20734;94.50656
94.20729;94.48869
94.20729;94.50797
94.20724;94.36781
94.20718;94.32531
94.20718;94.46323
94.20708;94.2374
94.20703;94.49088
94.20698;94.44907
94.20692;94.22005
94.20677;94.2337
94.20677;94.50162
94.20661;94.50964
94.20657;94.47578
94.20651;94.49615
94.20641;94.36703
94.20641;94.44859
94.20635;94.38792
94.20625;94.45979
94.20594;94.21141
94.20594;94.23177
94.20573;94.39198
94.20567;94.41036
94.20563;94.23073
94.20552;94.34708
94.20552;94.38073
94.20547;94.49432
94.20541;94.22063
94.20541;94.45667
94.20536;94.6161
94.20531;94.235
94.20521;94.37515
94.20515;94.45182
94.20511;94.48959
94.2051;94.23917
94.20484;94.49438
94.20484;94.2163
94.20484;94.23229
94.20479;94.36026
94.20474;94.36568
94.20474;94.51063
94.20453;94.22698
94.20443;94.21797
94.20438;94.62281
94.20438;94.21625
94.20438;94.24
94.20432;94.38505
94.20432;94.2275
94.20427;94.27511
94.20406;94.46416
94.20406;94.49744
94.20401;94.24104
94.20396;94.23458
94.20375;94.49578
94.2037;94.21474
94.20359;94.45344
94.20344;94.24084
94.20344;94.49005
94.20338;94.39021
94.20338;94.21969
94.20338;94.23349
94.20333;94.49521
94.20323;94.22765
94.20313;94.24901
94.20307;94.24146
94.20296;94.35198
94.20292;94.23515
94.20292;94.2238
94.20276;94.36375
94.20276;94.485
94.20255;94.38885
94.20255;94.23146
94.2025;94.23412
94.2025;94.22485
94.20239;94.3549
94.20239;94.49136
94.20229;94.39552
94.20229;94.47672
94.20208;94.21589
94.20203;94.39046
94.20203;94.22406
94.20193;94.38084
94.20182;94.39042
94.20177;94.60875
94.20177;94.22354
94.20172;94.39099
94.20172;94.21781
94.20167;94.36479
94.20146;94.34869
94.20141;94.25802
94.20141;94.2263
94.20135;94.46287
94.2013;94.22115
94.20125;94.47599
94.20125;94.23672
94.20119;94.39917
94.20119;94.22391
94.20119;94.21625
94.20104;94.44849
94.20068;94.20703
94.20047;94.22839
94.20042;94.38849
94.20036;94.23109
94.20021;94.22932
94.20005;94.49677
94.19995;94.23338
94.19974;94.21615
94.19964;94.39505
94.19953;94.20677
94.19938;94.23187
94.19933;94.34454
94.19911;94.21005
94.19907;94.35432
94.19901;94.22489
94.19896;94.22286
94.1988;94.35954
94.1987;94.37141
94.19859;94.39713
94.19859;94.23297
94.19859;94.22791
94.19839;94.46729
94.19839;94.48099
94.19833;94.22771
94.19813;94.39584
94.19807;94.24271
94.19791;94.22646
94.19781;94.34859
94.1975;94.35703
94.19745;94.61948
94.19745;94.24187
94.19745;94.22375
94.19734;94.3925
94.19719;94.22974
94.19714;94.23016
94.19708;94.39558
94.19708;94.2226
94.19677;94.23026
94.19646;94.22203
94.19646;94.23474
94.1964;94.35854
94.19636;94.36245
94.1963;94.2388
94.19625;94.35646
94.19604;94.49031
94.19594;94.47797
94.19594;94.22932
94.19578;94.23193
94.19563;94.22401
94.19557;94.61724
94.19526;94.27406
94.19516;94.23515
94.19505;94.23115
94.19489;94.23454
94.19485;94.61906
94.19469;94.35036
94.19453;94.22943
94.19453;94.46792
94.19437;94.35057
94.19427;94.50979
94.19422;94.35954
94.19422;94.21781
94.19417;94.28693
94.19417;94.22708
94.19386;94.23349
94.19354;94.25307
94.19334;94.23255
94.19328;94.23338
94.19328;94.24958
94.19323;94.22542
94.1926;94.36312
94.19245;94.23635
94.19229;94.50615
94.19229;94.51938
94.19224;94.2325
94.19187;94.23323
94.19172;94.22708
94.19167;94.23812
94.19161;94.51656
94.19151;94.23099
94.19141;94.26844
94.19141;94.22844
94.19099;94.23005
94.19089;94.50677
94.19083;94.50625
94.19078;94.52531
94.19067;94.23203
94.19047;94.22443
94.19041;94.51791
94.19041;94.49948
94.19032;94.22932
94.19021;94.24844
94.19016;94.24963
94.19006;94.22943
94.19006;94.46156
94.19006;94.66084
94.18995;94.21328
94.1899;94.22901
94.1899;94.21484
94.18984;94.24599
94.18964;94.50359
94.18958;94.22192
94.18953;94.24224
94.18942;94.23656
94.18927;94.23682
94.18922;94.50823
94.18912;94.4637
94.18896;94.2425
94.18896;94.47896
94.1889;94.22802
94.1887;94.61745
94.18864;94.24797
94.18859;94.24281
94.18859;94.46807
94.18822;94.50912
94.18813;94.4662
94.18807;94.4876
94.18797;94.47662
94.18776;94.24901
94.18776;94.21709
94.18776;94.51234
94.18765;94.46068
94.18765;94.49834
94.18761;94.23286
94.1875;94.2449
94.18745;94.47688
94.18734;94.19427
94.18729;94.46542
94.18724;94.23802
94.18719;94.50203
94.18713;94.22339
94.18713;94.20599
94.18708;94.62427
94.18703;94.2126
94.18703;94.20453
94.18703;94.66448
94.18698;94.23421
94.18698;94.63641
94.18693;94.2439
94.18677;94.46864
94.18667;94.23167
94.18656;94.45844
94.18656;94.64073
94.18651;94.47339
94.18645;94.25984
94.18636;94.4576
94.18599;94.47859
94.18594;94.4623
94.18588;94.23599
94.18588;94.20318
94.18584;94.24578
94.18568;94.50385
94.18557;94.22255
94.18557;94.22437
94.18557;94.65662
94.18552;94.21833
94.18552;94.2289
94.18552;94.20323
94.18542;94.22
94.18536;94.67151
94.18531;94.47218
94.18521;94.21391
94.18521;94.50516
94.1851;94.23792
94.18494;94.63521
94.1849;94.50625
94.18484;94.24245
94.18484;94.24698
94.18468;94.24635
94.18464;94.24
94.18464;94.50829
94.18453;94.23318
94.18443;94.24224
94.18437;94.25099
94.18437;94.25078
94.18437;94.23885
94.18437;94.2024
94.18433;94.24078
94.18427;94.26969
94.18422;94.50787
94.18401;94.46615
94.18385;94.22547
94.18375;94.61162
94.1837;94.24625
94.1837;94.63599
94.18359;94.26485
94.18339;94.59989
94.18328;94.46219
94.18323;94.24182
94.18323;94.63567
94.18307;94.2336
94.18307;94.63536
94.18302;94.23037
94.18302;94.65958
94.18297;94.2664
94.18297;94.24469
94.18291;94.22323
94.18276;94.6701
94.18266;94.2599
94.1824;94.26391
94.1824;94.6349
94.18224;94.50833
94.18224;94.5323
94.18219;94.20875
94.18214;94.66177
94.18214;94.66531
94.18208;94.66552
94.18208;94.66141
94.18198;94.22896
94.18198;94.66286
94.18192;94.23484
94.18188;94.60786
94.18172;94.66276
94.18166;94.62693
94.18156;94.23828
94.18156;94.62719
94.18125;94.61844
94.1812;94.50042
94.18114;94.20386
94.18109;94.2213
94.18104;94.21495
94.18099;94.67714
94.18094;94.67328
94.18089;94.27235
94.18083;94.63042
94.18073;94.5463
94.18068;94.66448
94.18057;94.51771
94.18057;94.66666
94.18037;94.65922
94.18031;94.67365
94.18021;94.54536
94.18015;94.66235
94.18011;94.66443
94.18005;94.50151
94.18;94.55292
94.17995;94.23338
94.17989;94.49427
94.17984;94.54995
94.17979;94.20901
94.17979;94.55542
94.17979;94.66969
94.17969;94.54526
94.17958;94.67687
94.17958;94.65302
94.17953;94.23209
94.17953;94.21781
94.17937;94.22359
94.17927;94.20479
94.17886;94.20412
94.17886;94.49974
94.17875;94.66495
94.17875;94.63911
94.17864;94.2388
94.17838;94.23948
94.17838;94.45766
94.17838;94.64323
94.17833;94.63167
94.17828;94.53729
94.17823;94.46062
94.17823;94.50547
94.17823;94.54469
94.17823;94.61641
94.17818;94.45969
94.17812;94.6275
94.17807;94.21339
94.17802;94.24985
94.17802;94.61735
94.17781;94.50693
94.17781;94.67505
94.1774;94.53495
94.17724;94.65604
94.17719;94.53729
94.17709;94.22005
94.17698;94.65614
94.17698;94.63297
94.17693;94.64182
94.17687;94.54453
94.17683;94.20667
94.17672;94.65031
94.17667;94.21208
94.17651;94.25021
94.17646;94.66797
94.1763;94.51813
94.1763;94.54859
94.1763;94.65135
94.1762;94.61453
94.17609;94.21698
94.17599;94.61896
94.17589;94.60031
94.17589;94.22031
94.17563;94.65682
94.17558;94.54916
94.17552;94.65214
94.17536;94.64479
94.17531;94.55537
94.17526;94.60989
94.17526;94.63932
94.17516;94.20802
94.1751;94.20729
94.1751;94.65516
94.17484;94.21193
94.17484;94.64901
94.17474;94.46151
94.17469;94.64198
94.17464;94.63396
94.17464;94.65
94.17458;94.21245
94.17458;94.6612
94.17453;94.66219
94.17448;94.67287
94.17432;94.2287
94.17416;94.66338
94.17412;94.41766
94.17412;94.6162
94.17411;94.55203
94.17411;94.66328
94.17406;94.26891
94.17396;94.66266
94.1739;94.46359
94.1739;94.63245
94.17385;94.56625
94.1737;94.27974
94.17365;94.55875
94.17359;94.20354
94.17354;94.65125
94.17349;94.6663
94.17344;94.65708
94.17344;94.65083
94.17339;94.63734
94.17339;94.64912
94.17339;94.63401
94.17339;94.62083
94.17333;94.55338
94.17328;94.56187
94.17323;94.655
94.17297;94.21479
94.17297;94.56484
94.17287;94.21156
94.17287;94.23594
94.17265;94.64256
94.17261;94.2663
94.17261;94.44187
94.1725;94.66531
94.17229;94.21625
94.17229;94.43677
94.17224;94.21239
94.17219;94.65521
94.17213;94.27911
94.17213;94.64433
94.17213;94.65781
94.17208;94.23542
94.17208;94.41672
94.17208;94.6601
94.17203;94.58734
94.17198;94.65359
94.17188;94.20885
94.17188;94.28078
94.17188;94.67287
94.17188;94.65031
94.17182;94.65958
94.17177;94.22078
94.17172;94.27609
94.17172;94.66609
94.17172;94.6575
94.17172;94.62625
94.17171;94.22214
94.17171;94.22599
94.17167;94.6513
94.17156;94.65927
94.17146;94.59084
94.1713;94.65078
94.1712;94.60771
94.17115;94.20708
94.1711;94.44974
94.17104;94.64745
94.17099;94.6213
94.17094;94.55307
94.17094;94.63609
94.17084;94.60088
94.17083;94.5463
94.17078;94.65646
94.17052;94.64182
94.17042;94.2675
94.17042;94.42812
94.17042;94.56599
94.17042;94.60552
94.17042;94.65708
94.17031;94.56464
94.17031;94.64203
94.17026;94.66797
94.17021;94.22927
94.17016;94.62682
94.1701;94.21052
94.1701;94.53359
94.17005;94.23594
94.17005;94.66016
94.17;94.65115
94.16994;94.22656
94.16985;94.22198
94.16985;94.56219
94.16985;94.6576
94.16979;94.66276
94.16974;94.61339
94.16974;94.6074
94.16974;94.63464
94.16963;94.3801
94.16959;94.65833
94.16948;94.5901
94.16948;94.55604
94.16948;94.56328
94.16937;94.20625
94.16933;94.60495
94.16917;94.27401
94.16917;94.64276
94.16911;94.23802
94.16906;94.22724
94.16906;94.65662
94.16906;94.63969
94.16906;94.65911
94.16901;94.59594
94.16901;94.59557
94.16901;94.64807
94.16891;94.58854
94.1688;94.66453
94.16854;94.21886
94.16839;94.62312
94.16828;94.25625
94.16823;94.60828
94.16817;94.22385
94.16813;94.65276
94.16812;94.59948
94.16808;94.27615
94.16802;94.60604
94.16802;94.65656
94.16786;94.2774
94.16786;94.66714
94.16782;94.27823
94.16782;94.6613
94.16776;94.64584
94.16771;94.5751
94.16766;94.28464
94.16766;94.6313
94.16755;94.22849
94.16755;94.22542
94.16755;94.61984
94.1674;94.23292
94.1674;94.62
94.16734;94.59615
94.16734;94.6063
94.16729;94.22942
94.16719;94.2201
94.16708;94.57073
94.16708;94.60661
94.16703;94.56604
94.16703;94.65859
94.16698;94.21807
94.16693;94.62511
94.16692;94.22459
94.16688;94.66292
94.16682;94.23943
94.16682;94.65604
94.16677;94.22474
94.16677;94.20495
94.16677;94.2924
94.16677;94.6664
94.16677;94.65422
94.16672;94.27344
94.16672;94.27641
94.16666;94.6375
94.16656;94.63073
94.16651;94.56776
94.16646;94.23432
94.16646;94.22969
94.16646;94.6086
94.1664;94.23067
94.1664;94.24818
94.16635;94.21542
94.16635;94.67062
94.16631;94.65651
94.16625;94.20443
94.16625;94.59505
94.1662;94.23875
94.1662;94.57531
94.1662;94.60229
94.1662;94.59557
94.16605;94.4087
94.16604;94.5588
94.16599;94.2224
94.16594;94.61833
94.16589;94.23448
94.16589;94.22771
94.16589;94.60432
94.16583;94.56886
94.16583;94.59641
94.16578;94.61031
94.16573;94.56318
94.16568;94.66036
94.16563;94.60339
94.16552;94.66937
94.16547;94.27078
94.16547;94.5713
94.16537;94.5988
94.16521;94.25917
94.16515;94.27771
94.16511;94.22474
94.16511;94.60219
94.16505;94.56906
94.16505;94.62724
94.16484;94.24062
94.16479;94.23109
94.16463;94.23052
94.16463;94.23489
94.16463;94.58609
94.16448;94.21416
94.16448;94.22078
94.16448;94.57713
94.16438;94.61734
94.16432;94.62193
94.16427;94.5924
94.16422;94.22109
94.16422;94.63583
94.16422;94.53573
94.16417;94.2213
94.16417;94.56438
94.16417;94.61292
94.16412;94.2224
94.16406;94.28838
94.16406;94.60297
94.16406;94.60172
94.16406;94.59412
94.16406;94.61057
94.16401;94.23552
94.16401;94.56364
94.16401;94.59875
94.16386;94.21667
94.16386;94.59859
94.16364;94.62959
94.16354;94.24625
94.16354;94.42141
94.16349;94.23937
94.16344;94.25443
94.16334;94.56844
94.16334;94.62349
94.16323;94.60156
94.16318;94.60552
94.16318;94.61354
94.16312;94.24114
94.16312;94.62964
94.16312;94.53416
94.16307;94.21719
94.16302;94.26115
94.16302;94.22964
94.16297;94.2261
94.16297;94.58146
94.16292;94.22693
94.16292;94.5988
94.16292;94.61011
94.16286;94.59239
94.16281;94.59657
94.16276;94.58323
94.16276;94.60547
94.16261;94.24386
94.16255;94.21849
94.16255;94.63088
94.16235;94.24
94.16235;94.60339
94.16229;94.21318
94.16229;94.2439
94.16224;94.27172
94.16224;94.25317
94.16219;94.22015
94.16219;94.27885
94.16219;94.66875
94.16214;94.58006
94.16213;94.26021
94.16209;94.22166
94.16203;94.24656
94.16203;94.22771
94.16203;94.62771
94.16193;94.21802
94.16172;94.25938
94.16172;94.66537
94.16167;94.21385
94.16167;94.24396
94.16167;94.28
94.16167;94.60578
94.16161;94.25151
94.16161;94.27666
94.16161;94.57052
94.16161;94.60646
94.16161;94.54021
94.16156;94.36
94.16146;94.21651
94.16146;94.59953
94.16141;94.23052
94.1613;94.61625
94.16109;94.22646
94.16104;94.22354
94.16104;94.57109
94.16093;94.21437
94.16093;94.36156
94.16089;94.22505
94.16084;94.22422
94.16084;94.53781
94.16084;94.53584
94.16078;94.53265
94.16073;94.30771
94.16068;94.22318
94.16068;94.56323
94.16068;94.58693
94.16062;94.23625
94.16062;94.35474
94.16062;94.60146
94.16058;94.26968
94.16058;94.5714
94.16052;94.59286
94.16047;94.22531
94.16047;94.62719
94.16042;94.2289
94.16042;94.28683
94.16042;94.59953
94.16036;94.26667
94.16036;94.59276
94.16021;94.60156
94.16016;94.63422
94.16005;94.5974
94.16005;94.54385
94.15995;94.58063
94.15995;94.61698
94.15994;94.55964
94.15979;94.22042
94.15979;94.6037
94.15974;94.58427
94.15974;94.24927
94.15974;94.2874
94.15974;94.4127
94.15974;94.62375
94.15974;94.55537
94.15969;94.36625
94.15964;94.27885
94.15964;94.29245
94.15964;94.54396
94.15958;94.2413
94.15958;94.56229
94.15953;94.21313
94.15948;94.23453
94.15948;94.63364
94.15942;94.22193
94.15942;94.25385
94.15938;94.21995
94.15932;94.62599
94.15927;94.20995
94.15927;94.60078
94.15922;94.59375
94.15916;94.24354
94.15916;94.56344
94.15916;94.58385
94.15916;94.56609
94.15911;94.24557
94.15911;94.57635
94.15907;94.36146
94.15907;94.52843
94.15896;94.60193
94.15896;94.6012
94.15896;94.62032
94.15896;94.55422
94.15891;94.24443
94.15875;94.5501
94.15859;94.28599
94.15859;94.36651
94.15859;94.60229
94.15849;94.23229
94.15849;94.24104
94.15849;94.54677
94.15844;94.62036
94.15833;94.23484
94.15833;94.53448
94.15828;94.6062
94.15823;94.24396
94.15823;94.59812
94.15818;94.24406
94.15818;94.60088
94.15818;94.60886
94.15817;94.61833
94.15813;94.30036
94.15813;94.62609
94.15807;94.23151
94.15807;94.23297
94.15807;94.23021
94.15807;94.255
94.15807;94.28646
94.15797;94.21558
94.15791;94.23244
94.15791;94.60558
94.15781;94.28609
94.15781;94.30828
94.15776;94.22276
94.15776;94.60786
94.15776;94.61969
94.15776;94.53599
94.15771;94.22562
94.15771;94.24094
94.15765;94.61547
94.1576;94.36359
94.1576;94.54614
94.1575;94.24578
94.1575;94.60516
94.1575;94.61682
94.15745;94.28729
94.15745;94.54505
94.15745;94.53886
94.15739;94.62443
94.1573;94.33656
94.15724;94.21411
94.15724;94.5563
94.15719;94.61614
94.15719;94.54823
94.15719;94.54125
94.15708;94.59922
94.15703;94.31354
94.15703;94.61042
94.15698;94.22552
94.15698;94.29161
94.15697;94.61578
94.15693;94.6002
94.15688;94.58031
94.15682;94.29375
94.15677;94.24479
94.15672;94.22203
94.15667;94.60443
94.15656;94.2512
94.15656;94.61588
94.15656;94.64068
94.15651;94.29453
94.15651;94.59823
94.15651;94.6349
94.15646;94.62146
94.1564;94.22011
94.1564;94.59484
94.1564;94.54531
94.15636;94.36047
94.1563;94.2514
94.1562;94.60313
94.1562;94.61229
94.1562;94.60667
94.15614;94.31453
94.1561;94.60667
94.15604;94.40896
94.15599;94.60406
94.15599;94.54401
94.15594;94.24438
94.15594;94.28646
94.15583;94.21724
94.15583;94.60953
94.15578;94.27412
94.15573;94.58755
94.15568;94.60193
94.15557;94.29198
94.15552;94.23901
94.15547;94.29459
94.15547;94.62036
94.15542;94.23453
94.15542;94.36448
94.15542;94.63026
94.15542;94.56255
94.15536;94.60562
94.15536;94.59594
94.15536;94.58552
94.15531;94.21948
94.15531;94.24427
94.15526;94.54328
94.1552;94.24651
94.1552;94.54672
94.15511;94.6149
94.15511;94.54073
94.15505;94.61115
94.15505;94.59235
94.155;94.61
94.1549;94.62609
94.15474;94.2875
94.15463;94.5976
94.15453;94.29422
94.15453;94.61343
94.15453;94.58984
94.15453;94.54729
94.15443;94.22354
94.15443;94.55959
94.15437;94.53532
94.15432;94.40536
94.15432;94.61396
94.15427;94.36146
94.15417;94.28276
94.15411;94.60401
94.15406;94.60567
94.15401;94.27578
94.15396;94.30474
94.15396;94.55006
94.15391;94.34692
94.15391;94.60661
94.15375;94.61636
94.15375;94.54573
94.15365;94.60667
94.15365;94.5462
94.15359;94.5463
94.15354;94.61396
94.15349;94.30083
94.15349;94.55922
94.15343;94.24562
94.15343;94.32818
94.15343;94.5302
94.15323;94.64594
94.15323;94.54818
94.15318;94.22927
94.15318;94.29135
94.15318;94.60104
94.15302;94.28761
94.15302;94.62036
94.15302;94.54562
94.15302;94.55791
94.15297;94.59812
94.15292;94.24557
94.15286;94.36912
94.1526;94.30463
94.1525;94.58979
94.15245;94.37672
94.15234;94.5414
94.15214;94.35234
94.15214;94.3614
94.15213;94.40942
94.15208;94.54671
94.15203;94.55505
94.15198;94.35448
94.15188;94.55614
94.15187;94.61073
94.15187;94.53396
94.15177;94.5799
94.15177;94.53922
94.15166;94.22625
94.15166;94.41453
94.15161;94.32687
94.15161;94.64693
94.15157;94.58052
94.15157;94.52589
94.15151;94.40385
94.15146;94.55406
94.15141;94.55724
94.15135;94.29354
94.15131;94.28755
94.15104;94.54672
94.15099;94.62198
94.15083;94.61505
94.15083;94.5449
94.15078;94.60355
94.15078;94.60615
94.15078;94.60281
94.15073;94.33396
94.15073;94.53104
94.15063;94.59682
94.15057;94.61401
94.1501;94.22312
94.15005;94.56
94.14995;94.59974
94.14989;94.5962
94.14989;94.5938
94.14984;94.40229
94.14984;94.63292
94.1498;94.60844
94.14979;94.56355
94.14958;94.35583
94.14948;94.59583
94.14948;94.52526
94.14943;94.5737
94.14932;94.56276
94.14912;94.38349
94.14912;94.40312
94.14912;94.56167
94.14901;94.41172
94.14885;94.28531
94.14875;94.33531
94.1487;94.32875
94.1487;94.54359
94.1487;94.56589
94.14859;94.54354
94.14818;94.52047
94.14812;94.56709
94.14802;94.5599
94.14792;94.37193
94.14781;94.29547
94.14771;94.53838
94.14761;94.56901
94.14755;94.63985
94.14755;94.55614
94.14745;94.52229
94.14739;94.40781
94.14735;94.56073
94.14729;94.61698
94.14724;94.35984
94.14693;94.52146
94.14682;94.40588
94.14682;94.49292
94.14677;94.35318
94.14677;94.5063
94.14672;94.51776
94.14667;94.39682
94.14656;94.57
94.14656;94.51901
94.14651;94.58308
94.14635;94.54516
94.1463;94.54636
94.1463;94.49042
94.1461;94.54437
94.14604;94.32136
94.14594;94.285
94.14584;94.62339
94.14584;94.63948
94.14578;94.36719
94.14547;94.55766
94.14531;94.57833
94.14531;94.55109
94.14521;94.63058
94.14516;94.57656
94.14516;94.35656
94.14505;94.50568
94.145;94.31031
94.145;94.53083
94.14495;94.57505
94.14495;94.4974
94.14494;94.54573
94.1449;94.36177
94.14479;94.49464
94.14469;94.4951
94.14468;94.49724
94.14468;94.50625
94.14464;94.57391
94.14458;94.5312
94.14453;94.36614
94.14453;94.53745
94.14448;94.55953
94.14448;94.53385
94.14433;94.48943
94.14433;94.53036
94.14427;94.55817
94.14422;94.49261
94.14385;94.5099
94.1438;94.51521
94.1437;94.51859
94.14359;94.5788
94.14344;94.50177
94.14333;94.35516
94.14333;94.54588
94.14328;94.51495
94.14328;94.49339
94.14323;94.52688
94.14318;94.53182
94.14313;94.5749
94.14313;94.4938
94.14307;94.32645
94.14291;94.52209
94.14287;94.49656
94.14281;94.29323
94.14281;94.57313
94.14276;94.32578
94.14271;94.49599
94.14265;94.36041
94.14256;94.52135
94.14255;94.54302
94.1425;94.5512
94.14245;94.52989
94.1424;94.23093
94.1424;94.635
94.1424;94.53833
94.1423;94.34104
94.14224;94.53912
94.14219;94.58427
94.14214;94.27958
94.14214;94.51177
94.14203;94.36427
94.14203;94.6424
94.14203;94.55776
94.14198;94.52338
94.14198;94.52615
94.14193;94.23172
94.14188;94.29198
94.14188;94.53484
94.14182;94.54276
94.14156;94.55666
94.14151;94.28609
94.14151;94.26823
94.14151;94.5412
94.14151;94.49422
94.14146;94.22573
94.14146;94.53891
94.1414;94.53625
94.14136;94.56875
94.14136;94.3625
94.14136;94.58312
94.14136;94.54708
94.14114;94.53136
94.14114;94.4938
94.14109;94.57391
94.14104;94.5
94.14094;94.52489
94.14094;94.53287
94.14088;94.34698
94.14088;94.57442
94.14088;94.52567
94.14088;94.49099
94.14083;94.34281
94.14073;94.31599
94.14068;94.27073
94.14068;94.27135
94.14068;94.27443
94.14068;94.58073
94.14068;94.51339
94.14057;94.24182
94.14057;94.53219
94.14052;94.34594
94.14052;94.5349
94.14047;94.28719
94.14042;94.27922
94.14042;94.28833
94.14042;94.23552
94.14042;94.25536
94.14042;94.53255
94.14037;94.54818
94.14037;94.51698
94.14037;94.50755
94.14021;94.28573
94.14016;94.5899
94.14005;94.47922
94.14;94.28136
94.14;94.35646
94.1399;94.54161
94.13985;94.52583
94.13974;94.53833
94.13969;94.28031
94.13969;94.34448
94.13959;94.28302
94.13958;94.5738
94.13953;94.55412
94.13943;94.5238
94.13937;94.27932
94.13937;94.23865
94.13927;94.28156
94.13927;94.52641
94.13922;94.35047
94.13911;94.29063
94.13911;94.53068
94.13896;94.28281
94.13885;94.48666
94.13885;94.4825
94.1388;94.48817
94.13875;94.49651
94.13875;94.53943
94.13865;94.55453
94.1386;94.53615
94.13854;94.28323
94.13849;94.50375
94.13844;94.3186
94.13844;94.53291
94.13839;94.5038
94.13838;94.30266
94.13838;94.31974
94.13834;94.2863
94.13834;94.37093
94.13834;94.53391
94.13828;94.28646
94.13828;94.30646
94.13828;94.51942
94.13823;94.32031
94.13802;94.57599
94.13781;94.62766
94.13776;94.3226
94.13771;94.49162
94.13771;94.53948
94.13771;94.53172
94.13766;94.35729
94.1376;94.30791
94.1376;94.53136
94.1376;94.49599
94.1376;94.49854
94.1376;94.52682
94.1376;94.52438
94.13755;94.58156
94.13755;94.49474
94.1375;94.28755
94.1375;94.50266
94.1375;94.53505
94.1374;94.26172
94.1374;94.63979
94.1374;94.5187
94.13734;94.56239
94.13734;94.50109
94.13724;94.28276
94.13724;94.29359
94.13718;94.5263
94.13714;94.27209
94.13714;94.37115
94.13713;94.54198
94.13703;94.29615
94.13698;94.53641
94.13692;94.27276
94.13692;94.54005
94.13688;94.48489
94.13683;94.27297
