K5PC5CH.OP;K5PCV5I.PV;K5T4.PV;K5T18_2.PV;K5PC6CH.OP;K5T9_2.PV;K5PCV6I.PV;K5T10_1.PV;K5T10_2.PV
23.03292;94.45151;108.4073;69.48167;36.62073;24.7899;94.39844;77.37614;90.95386
31.05052;96.39114;108.4071;72.55917;42.52349;21.90969;96.97713;51.86552;89.07969
22.72891;94.47735;108.4048;69.86083;36.18568;27.08479;94.8625;76.725;91.33583
31.03615;96.66526;108.4048;72.36792;42.59135;21.82448;97.02869;51.9901;89.47
26.18656;94.50573;108.4035;70.21396;38.92927;30.63792;94.69349;89.52687;91.75198
22.87859;94.49563;108.4029;69.99125;36.16193;27.64333;94.86588;76.82208;91.43667
22.86724;94.47323;108.402;70.00521;36.14776;27.06208;94.81438;77.05229;91.83958
22.78078;94.47599;108.4018;70.35709;36.13844;27.6849;94.82687;77.23021;91.90479
22.94016;94.45943;108.3944;69.63333;36.87026;24.36271;94.41115;77.46146;91.07677
26.11255;94.51437;108.3941;69.95104;38.75031;25.68115;94.67224;89.09865;91.77229
26.27839;94.50969;108.3913;70.435;38.92005;29.93302;94.73089;89.77906;91.80782
23.07115;94.44026;108.3902;70.34937;36.19344;27.05812;94.84745;73.00864;91.39886
31.73818;96.64516;108.3884;72.97354;43.16724;22.96812;97.03713;52.05677;89.46344
31.2901;96.36792;108.388;71.98959;42.45979;21.24406;96.8188;51.14292;88.88198
24.72276;94.47787;108.3879;71.45375;37.38479;26.77;94.78651;89.29365;92.11667
26.15786;94.4789;108.3877;70.66084;38.93026;29.935;94.62791;89.55458;91.73646
22.79177;94.48302;108.3873;70.40396;36.16979;26.43073;94.86359;77.1474;91.9826
22.65187;94.46687;108.3866;69.85042;36.1111;28.31344;94.7837;77.04063;91.64281
31.17104;96.68916;108.3864;72.28958;42.48463;21.23313;97.02573;51.98354;89.39448
28.80266;96.57271;108.3861;75.83875;41.18839;23.63802;97.09963;54.34906;90.39313
31.11875;96.61208;108.386;72.78;42.5562;22.38771;97.03245;52.20562;89.62479
26.21672;94.50938;108.3853;70.26063;38.99396;30.23865;94.71037;89.41719;91.64875
26.18667;94.48896;108.385;70.72021;38.88917;29.50604;94.62479;89.31125;91.53042
30.01479;96.66604;108.3843;71.905;41.78807;22.58542;97.03984;52.20365;89.39427
22.71396;94.47083;108.3841;69.90166;36.13318;28.01458;94.80094;77.10938;91.82313
28.88365;96.57281;108.3822;75.93146;41.18542;24.48948;97.09953;54.22083;90.2475
29.51458;94.45416;108.382;73.91854;42.3376;25.30604;94.78724;77.75052;91.81406
22.98193;94.44349;108.3818;70.28667;36.18161;27.25979;94.85188;74.81563;91.29667
22.59656;94.47584;108.3812;69.86625;36.16604;27.1374;94.88786;76.66698;91.44052
26.53875;94.51474;108.3798;70.35229;38.94604;30.05448;94.67615;89.35896;91.69656
22.85359;94.49187;108.3792;70.54292;36.19505;28.18469;94.85136;77.30031;92.05083
26.22292;94.49474;108.3778;70.56083;38.885;28.59406;94.61849;89.49906;91.57854
24.73156;94.46584;108.3747;71.41583;37.34063;27.49583;94.69901;88.78989;91.77615
22.72911;94.46136;108.3732;69.49771;36.08568;27.36479;94.73443;76.39906;91.27042
22.86432;94.4862;108.3731;70.35646;36.14203;27.96938;94.83427;77.11573;91.85594
31.13115;96.38802;108.3724;71.72021;42.42297;21.52021;96.97568;51.54229;88.84219
22.86427;94.48792;108.3714;70.49667;36.14604;27.83187;94.84792;77.06104;91.76823
26.01213;94.49583;108.3712;70.06292;38.90766;27.76708;94.66875;88.71593;90.75042
31.18333;96.69016;108.3705;72.14291;42.58526;22.28948;97.02891;51.93958;89.39219
22.75073;94.47041;108.3667;69.87146;36.17177;27.08844;94.88042;76.62344;91.31073
22.86437;94.45891;108.3652;70.1002;36.21859;27.42229;94.84016;76.62417;91.545
31.18958;96.3736;108.3645;71.94104;42.57578;21.55875;96.83089;51.12188;88.9276
28.90849;96.57224;108.3629;75.65542;41.20021;24.36875;97.09662;54.20771;90.25896
23.03099;94.44614;108.3627;70.39083;36.17656;27.1149;94.84187;72.64656;91.33125
22.88026;94.48812;108.3614;70.09333;36.13047;27.82261;94.8763;76.92156;91.50896
22.78797;94.49229;108.3597;70.27958;36.15891;27.60156;94.83146;77.03709;91.68729
22.84208;94.43995;108.3591;70.3725;36.17651;27.40583;94.84453;71.95708;91.29469
22.93099;94.44495;108.359;70.30688;36.16438;27.22781;94.85083;74.78167;91.28136
22.94932;94.45458;108.3584;70.08729;36.18589;27.57292;94.83755;76.62729;91.54073
24.68333;94.4875;108.3575;71.24917;37.37625;27.47396;94.77995;89.33427;92.105
23.14464;94.44745;108.3572;70.37;36.19765;26.95542;94.83719;72.85073;91.36614
27.17307;96.70958;108.3565;69.53167;39.65849;23.82438;96.45328;39.25261;90.31906
24.86984;94.49172;108.3558;71.34604;37.43771;28.16719;94.77661;89.33146;91.91959
31.0799;96.39838;108.3538;72.25229;42.48235;21.81187;96.97339;51.92021;89.05281
27.12714;96.69135;108.3516;69.63458;39.60729;24.58844;96.43052;39.86052;90.42729
22.85042;94.48854;108.3511;70.51375;36.16995;28.02677;94.84677;77.08552;91.77688
25.01885;94.47755;108.3509;71.12437;37.33912;27.53135;94.74141;88.92729;91.61906
22.71125;94.46974;108.3499;69.87334;36.17609;27.105;94.85864;76.76604;91.33646
28.8438;96.57136;108.3484;75.72583;41.20198;24.12625;97.09953;54.29187;90.27573
23.01333;94.48896;108.3482;70.24541;36.14417;28.05573;94.87109;77.10313;91.60906
22.84297;94.49187;108.3421;70.28709;36.13828;27.51;94.83459;77.04865;91.71031
22.81578;94.48521;108.3416;70.44708;36.14787;26.205;94.84119;77.19032;91.96396
23.01469;94.45797;108.3409;70.08604;36.21896;27.20052;94.84755;76.70552;91.48531
26.09333;94.48364;108.34;70.43291;38.91932;29.4749;94.66406;89.21156;91.26708
31.09297;96.37537;108.3382;72.58437;42.55469;22.44292;96.98401;51.78542;89.21323
28.78807;92.86104;108.3373;74.03146;40.86328;24.13052;94.61844;84.88344;89.75521
22.88338;94.49193;108.3353;70.04396;36.15828;27.8801;94.87714;76.95146;91.49781
31.69448;96.64906;108.3331;72.82916;43.19339;22.93011;97.03974;52.04125;89.32698
31.02714;96.37172;108.3305;72.31771;42.49156;22.51906;96.96761;51.68312;89.15761
26.08156;94.50276;108.3243;70.08916;38.89771;30.57198;94.68463;89.43042;91.67188
23.05713;94.49208;108.3241;70.67667;36.16484;28.10177;94.86641;77.31375;92.20458
29.28958;96.60547;108.3219;72.30125;41.18771;25.07688;97.07276;53.06;89.75354
22.92573;94.49042;108.3204;70.22583;36.15739;27.50229;94.86651;77.02875;91.53156
26.38656;94.50599;108.3201;70.52542;38.93412;30.67146;94.72;89.42209;91.72115
27.86828;94.49094;108.319;72.91458;40.71661;24.16302;94.83052;71.21521;90.5576
29.29349;96.63474;108.3185;72.46792;41.06948;22.90573;97.07739;52.50771;89.8225
23.19792;94.46422;108.318;71.07063;36.3001;28.15;94.8062;87.99792;91.52781
31.17125;96.37849;108.3175;72.55167;42.42422;22.69573;96.99088;51.8699;89.28584
26.11979;94.48198;108.3171;70.72729;38.91708;29.86146;94.62724;89.57542;91.69146
22.9288;94.44396;108.317;70.24687;36.21094;27.215;94.85589;74.91052;91.2951
22.90438;94.49104;108.3169;70.05959;36.18656;27.52167;94.88229;76.96136;91.50323
27.15922;96.73573;108.3166;69.32375;39.66203;23.39135;96.47942;38.13594;90.23323
22.82802;94.45078;108.3164;70.19229;36.20302;27.54333;94.84635;76.2301;91.35698
26.31479;94.49385;108.3139;70.54063;38.91609;28.42177;94.61443;89.46396;91.47406
22.66495;94.46886;108.3133;70.46375;36.1462;26.37958;94.83516;77.27895;91.98323
23.00479;94.44666;108.313;70.24438;36.19375;27.23385;94.85011;75.14208;91.36229
29.20057;96.61932;108.3124;72.18313;40.99604;22.73406;97.055;52.62;90.03407
22.97755;94.4511;108.3109;70.19125;36.18964;27.57115;94.85265;76.01563;91.38167
31.06359;96.62948;108.3107;72.73042;42.43344;22.14531;97.03375;52.15417;89.53886
22.50411;94.45875;108.3102;69.49854;36.10255;27.82031;94.7751;76.53729;91.30771
22.65714;94.47365;108.3073;70.01604;36.12224;28.60823;94.78974;77.1426;91.89271
22.67349;94.47021;108.3067;69.85812;36.18255;27.39469;94.86703;76.76708;91.40594
28.75875;96.61063;108.3051;71.91292;41.02443;22.96052;97.07021;52.89219;89.48854
22.92885;94.45187;108.3046;70.18437;36.17661;27.51188;94.85864;75.95261;91.35865
26.1663;94.50599;108.3028;70.58604;38.91667;29.82625;94.60396;88.92385;90.96656
30.5876;94.45198;108.3026;73.90459;42.97911;25.63938;94.79188;77.66635;91.77969
29.28156;96.62979;108.3022;72.865;41.09479;23.04396;97.07339;52.5201;89.87771
26.17526;94.51563;108.3021;70.55979;38.9412;28.95667;94.60302;89.14584;91.33916
27.23151;96.72516;108.3014;69.66187;39.64594;23.75927;96.4674;38.3651;90.35365
30.43786;94.44552;108.3001;74.04667;42.97036;25.25792;94.78807;77.61813;91.61958
22.67458;94.46422;108.3;69.69354;36.09656;27.92698;94.71932;76.54021;91.36698
22.6101;94.46651;108.2995;69.93604;36.12286;27.92521;94.79026;77.14812;91.85427
31.06958;96.36703;108.2966;71.62312;42.56297;21.44979;96.92823;51.27969;88.8776
25.9687;94.50739;108.2965;69.35833;38.82479;25.26448;94.67412;88.39135;90.5401
23.02323;94.48386;108.2964;70.51021;36.16625;28.41958;94.8361;77.19125;91.82833
24.99802;94.47234;108.2952;71.47771;37.32146;27.49198;94.71604;89.0675;92.06886
27.23333;96.69729;108.2951;69.45417;39.64286;24.21406;96.45541;39.38667;90.39125
31.26932;96.69318;108.2939;72.22958;42.66401;21.60333;97.02875;51.88625;89.29906
27.18109;96.79021;108.2932;69.83396;39.62167;22.77229;96.48109;39.87875;90.94646
22.91797;94.44395;108.2924;70.35979;36.18078;27.50031;94.85443;73.84354;91.35281
26.2812;94.5088;108.2909;70.37959;38.93344;30.86667;94.67219;89.39021;91.79844
29.61193;96.62406;108.2905;72.77708;41.29995;22.63073;97.06292;52.45469;89.8299
22.79719;94.4902;108.2904;70.21584;36.15511;27.96198;94.86938;77.07802;91.59823
26.87344;94.49458;108.2902;72.37292;39.91146;24.0074;94.8225;71.17687;90.53354
29.15906;96.60683;108.2872;72.525;41.17578;25.43052;97.07573;53.12625;89.86708
23.16937;94.46302;108.2871;71.02604;36.28938;28.05115;94.80161;88.03219;91.52531
30.62146;94.44568;108.2868;74.15708;43.07255;25.35375;94.79068;77.63177;91.60739
24.54083;94.48058;108.2867;71.5927;37.41177;27.16406;94.78505;89.30406;92.07313
26.37427;94.50459;108.2866;70.38563;38.94271;30.37469;94.67969;89.32291;91.64198
26.58849;94.50932;108.2853;70.15459;38.97026;30.29313;94.69323;89.33479;91.62437
26.31776;94.49125;108.2834;70.69125;38.89235;29.23396;94.62104;89.21177;91.4725
28.74911;96.57468;108.2826;75.7823;41.18844;23.96333;97.09547;54.28948;90.33521
22.88495;94.47813;108.2823;70.49521;36.12557;26.89344;94.82958;77.19417;92.0425
22.89135;94.4424;108.2814;70.39354;36.19594;27.50583;94.8526;73.71281;91.37031
31.11578;96.37344;108.2764;71.51271;42.45057;20.77521;96.76968;50.38385;88.05635
30.59219;94.4511;108.2757;74.13104;42.99437;25.85708;94.78276;77.58865;91.71729
30.80021;96.3651;108.274;71.92709;42.48615;21.90115;96.73823;50.2725;88.4875
22.72891;94.46224;108.2732;69.63854;36.10958;27.52521;94.70989;76.46458;91.3026
26.21234;94.5199;108.2727;70.5875;38.97354;29.49219;94.59615;89.20823;91.32886
30.98651;96.36224;108.2706;71.44521;42.29693;19.95781;96.83521;51.09958;88.65813
22.97021;94.43912;108.2703;70.26437;36.20536;27.3175;94.85989;75.08406;91.28146
26.36213;94.48911;108.2698;70.6325;38.96339;29.81323;94.63172;89.56219;91.54739
29.1274;96.62078;108.2676;72.64333;41.0513;24.31521;97.08807;52.87292;89.57719
23.00912;94.48412;108.2672;70.18875;36.15427;28.09573;94.88187;77.04916;91.56416
26.28125;94.49203;108.2667;70.68562;38.96917;29.1924;94.62161;89.21302;91.45135
26.52062;94.51104;108.2658;70.3225;38.98849;31.16625;94.69583;89.58854;91.7925
22.95797;94.46458;108.2655;70.1175;36.19068;27.41833;94.84583;76.33344;91.36844
22.79229;94.4838;108.2632;70.19708;36.14495;27.75438;94.88125;77.12365;91.69698
22.75948;94.48526;108.2627;70.15229;36.16714;27.22219;94.87714;77.02823;91.63698
25.99453;94.49234;108.2622;70.3325;38.97453;29.38042;94.65765;89.00864;91.05677
31.2276;96.58167;108.2619;73.06125;42.63573;22.90615;97.02135;52.28427;89.71125
24.92208;94.4737;108.2613;71.55521;37.31995;27.62625;94.7137;88.98656;91.98927
22.99182;94.46886;108.2606;71.03167;36.26682;27.99813;94.81615;87.92573;91.46958
31.66693;96.65656;108.2582;72.62146;43.09833;22.61125;97.03593;51.99792;89.14969
31.0462;96.37583;108.2555;72.21396;42.52568;21.20677;96.97974;51.72542;89.14896
22.63214;94.47083;108.2549;69.90521;36.14714;27.10531;94.88724;76.63677;91.44594
28.75162;96.57281;108.2545;75.65334;41.18875;23.83885;97.09979;54.32375;90.42031
25.84094;94.51063;108.2539;69.72771;38.71724;24.9824;94.67219;88.89906;91.50802
22.68932;94.47511;108.2525;69.82667;36.19396;27.72094;94.87198;76.78938;91.33406
30.93865;96.34651;108.2522;71.71146;42.40813;20.2301;96.66172;49.55354;88.22688
26.06729;94.49896;108.247;70.49979;38.92943;29.81656;94.60516;88.98073;91.05333
26.67849;94.50407;108.2446;70.63771;39.00573;31.21823;94.73323;89.92593;92.0225
25.97385;94.5162;108.2439;69.465;38.74969;24.46667;94.68588;88.69698;91.24292
31.13453;96.38536;108.2423;71.90562;42.59875;22.45854;97.01125;51.79646;89.10448
23.41589;94.48244;108.2418;70.86708;36.3088;27.63979;94.75109;88.44552;91.34209
22.6237;94.47089;108.2411;69.87041;36.12516;27.41323;94.79192;77.16937;91.88021
23.01677;94.44245;108.2396;70.37271;36.18651;27.2401;94.85641;73.22157;91.40844
30.56208;94.05364;108.2382;71.65792;42.48552;18.7625;94.25359;84.15177;88.53302
22.65781;94.48224;108.2376;70.46625;36.15109;28.91438;94.8151;77.3851;92.0525
22.82917;94.50005;108.2364;70.25833;36.13261;27.65187;94.88052;76.96833;91.67667
24.98568;94.48125;108.2346;71.4698;37.3339;26.71708;94.69791;88.82542;91.79813
31.13938;96.52427;108.2346;72.76938;42.47802;21.68771;97.00797;52.21427;89.62771
26.16859;94.4874;108.2337;70.62375;38.91417;28.78646;94.62203;89.19802;91.4349
23.37635;94.47859;108.233;70.825;36.32359;27.60438;94.7476;88.47625;91.30032
31.21385;96.365;108.233;72.50896;42.47662;21.94344;96.81969;51.24521;88.9801
23.15307;94.46068;108.2304;71.06167;36.25495;28.13885;94.76604;88.04646;91.5824
31.0838;96.695;108.2291;72.03729;42.44213;21.14052;97.02859;51.92583;89.39146
22.66203;94.45453;108.2284;69.65166;36.08906;27.30823;94.71635;76.49115;91.41448
23.07292;94.44334;108.2276;70.39729;36.18375;27.36417;94.85823;73.58344;91.37386
26.37974;94.51115;108.2266;70.55167;38.96245;29.30583;94.60943;89.25708;91.28125
26.26604;94.49567;108.2248;70.57562;38.96969;28.58823;94.63438;89.18625;91.34021
24.80839;94.46838;108.2241;71.29521;37.34474;28.19114;94.72297;89.02615;91.79469
22.98349;94.49589;108.2239;70.66021;36.15479;28.12708;94.85385;77.26125;92.11542
27.31292;96.75849;108.2231;69.66209;39.64312;24.0575;96.48631;37.33958;90.62187
22.70005;94.46844;108.2223;69.63417;36.07255;27.29521;94.73058;76.37823;91.2874
26.22818;94.49989;108.2197;70.33708;38.98901;29.4774;94.60828;89.20313;91.30625
29.16266;96.62312;108.2194;72.28416;41.09838;23.37354;97.05917;52.2799;89.88281
31.68302;96.66047;108.2188;72.54791;43.15073;22.70792;97.0387;52.02833;89.21239
23.41875;94.48521;108.2184;70.91666;36.3013;27.5399;94.7526;88.38906;91.30323
26.26719;94.51708;108.2156;70.5925;38.9499;29.94135;94.70781;89.42896;91.65177
26.30068;94.49229;108.2154;70.5798;38.8437;28.95375;94.64079;89.16073;91.33625
31.17188;96.37292;108.2154;72.35604;42.55812;22.53365;96.97896;51.80458;89.27823
22.55448;94.45417;108.215;69.49792;36.11578;28.04844;94.77521;76.565;91.3175
22.7199;94.45672;108.215;69.89083;36.08307;26.55083;94.78661;76.72656;91.67531
26.26516;94.51557;108.215;70.28291;38.95495;30.82583;94.67078;89.27438;91.60323
30.64412;94.44432;108.2135;74.16333;42.93594;25.68229;94.78448;77.5651;91.70208
22.78911;94.4712;108.2123;69.89562;36.16292;27.8225;94.79729;77.07156;91.83281
23.19135;94.46234;108.2122;71.05521;36.29458;27.98875;94.77896;88.02479;91.63718
31.06281;96.40401;108.212;72.04437;42.55474;21.52625;96.99021;51.63511;89.0726
24.79641;94.47334;108.2118;71.25021;37.31151;27.56812;94.69791;88.77073;91.83125
26.22042;94.47708;108.211;70.71542;38.93187;29.82156;94.63016;89.57833;91.67031
30.47182;96.68208;108.2108;72.73583;41.90984;22.23281;97.03411;52.17615;89.49521
26.01438;94.49709;108.2098;70.21625;38.91943;28.35417;94.66511;88.79031;90.90542
23.08463;94.47063;108.2097;71.01354;36.25995;28.07552;94.81812;87.87302;91.44552
26.16849;94.49141;108.2082;70.58437;38.9275;29.95229;94.63146;89.43771;91.52583
22.57286;94.45417;108.2076;69.49313;36.0775;27.65125;94.71849;76.40614;91.31386
26.13828;94.48943;108.2074;70.55605;38.94484;28.45885;94.61885;89.14;91.39146
26.16203;94.49213;108.2067;70.56895;38.93338;30.05667;94.63943;89.40958;91.4499
27.25573;96.67886;108.2066;69.74604;39.66438;23.23469;96.43443;40.22719;90.38521
22.6512;94.47969;108.2061;69.98917;36.14979;28.03479;94.81151;77.07;91.79958
26.22922;94.51031;108.2057;70.29146;39.02328;30.89927;94.67047;89.31125;91.63469
30.95859;96.35307;108.2045;71.97646;42.43026;21.29531;96.73854;50.51781;88.55135
22.91057;94.46958;108.203;70.50021;36.14406;26.595;94.83833;77.25938;92.01385
27.23865;96.73646;108.2004;69.56355;39.68385;24.2526;96.46979;38.30188;90.42844
22.94802;94.47791;108.1992;70.36459;36.15292;28.01063;94.82693;77.07813;91.80333
26.2338;94.50396;108.1967;70.73604;38.82302;27.93312;94.58797;88.8175;90.87428
26.48641;94.50912;108.1946;70.60229;38.86271;29.82323;94.60583;89.26573;91.43396
22.975;94.44828;108.1937;70.28083;36.20281;27.1901;94.84526;75.19198;91.41177
22.99162;94.49755;108.1927;70.22771;36.16406;27.70125;94.87276;76.97;91.62302
22.8613;94.48307;108.1924;69.92438;36.14302;28.08771;94.81786;77.13198;91.72958
30.95531;96.38724;108.1918;71.88396;42.43083;21.95896;96.99328;51.85344;89.15417
28.84531;96.57433;108.1906;75.85396;41.19479;23.69333;97.09932;54.32354;90.40417
22.44078;94.45953;108.1846;69.61105;36.08141;27.56802;94.75802;76.45583;91.33334
23.07182;94.46214;108.1833;70.04042;36.20531;27.49979;94.85114;76.66114;91.29542
23.00276;94.44427;108.1832;70.47396;36.18766;27.37083;94.85151;73.44302;91.36063
22.4162;94.4436;108.1804;69.56917;36.06578;27.54125;94.70959;76.48979;91.36739
27.25964;94.17031;108.1797;72.39438;39.73849;18.91844;94.64203;87.78344;91.25021
31.02333;96.53568;108.1774;72.66062;42.48526;21.66281;97.01922;52.13073;89.49709
26.53151;94.51224;108.177;70.34854;39.03318;30.875;94.70042;89.47469;91.74
22.88849;94.47365;108.1758;69.97646;36.155;27.07604;94.88412;76.65125;91.47969
24.99636;94.47495;108.1745;71.54333;37.32719;27.11177;94.7062;89.06208;92.08406
31.08255;96.56385;108.1745;72.72104;42.62406;22.57104;97.01323;52.1851;89.68916
30.96964;96.63479;108.171;72.74937;42.47844;21.85906;97.01583;52.06625;89.45198
22.88281;94.48271;108.1702;70.04604;36.16948;26.50698;94.88151;76.65813;91.44354
26.29792;94.48911;108.1696;70.55063;38.96646;28.74937;94.62891;89.22135;91.41334
30.85422;96.35958;108.1693;72.13625;42.40208;21.98333;96.9213;51.3549;88.84583
29.02406;96.59969;108.1686;72.77521;41.20146;25.43125;97.06989;53.26146;89.97157
26.04422;94.48;108.1669;70.71792;38.90922;29.72625;94.6189;89.51614;91.72208
26.51573;94.50766;108.1661;70.24355;38.98063;30.90896;94.6786;89.40177;91.73708
22.88208;94.49094;108.1654;70.20917;36.14818;27.555;94.87526;77.02094;91.5601
22.61234;94.46224;108.1619;69.57521;36.06937;27.37792;94.72161;76.43302;91.27344
22.59484;94.45844;108.1616;69.52209;36.0837;27.36167;94.73286;76.42886;91.37583
22.69198;94.47422;108.1609;69.87813;36.1899;27.19875;94.8675;76.69813;91.39584
22.52771;94.45005;108.1594;69.51708;36.10333;28.34021;94.7788;76.48229;91.30323
22.68328;94.46214;108.1593;69.89687;36.12734;27.76604;94.8001;77.19813;91.85729
29.28974;96.62354;108.1586;72.86708;40.97422;24.35438;97.07396;52.66114;89.76636
26.3651;94.50536;108.1579;70.25646;38.96443;30.44958;94.6849;89.28052;91.6124
22.90354;94.48682;108.1552;70.47166;36.16135;26.23302;94.83776;77.21052;91.84344
22.93333;94.44234;108.1544;70.35709;36.18031;27.47219;94.85505;73.93969;91.28396
22.63604;94.45182;108.1535;69.84834;36.08375;28.02635;94.79745;76.93167;91.65073
22.55547;94.47995;108.1534;69.94875;36.13766;27.87365;94.8214;77.11854;91.71979
31.1676;96.39073;108.1534;71.65542;42.61172;22.15802;96.97485;51.48;88.97625
29.0199;94.48026;108.1533;71.4775;41.06406;27.6951;94.48708;88.28906;89.9876
26.16031;94.49213;108.1526;70.57167;38.85276;28.99417;94.62333;89.23125;91.25459
22.62083;94.44964;108.1523;69.82271;36.07505;27.63156;94.77193;76.65177;91.45657
31.13578;96.38885;108.1523;71.64916;42.44755;22.14688;96.96474;51.50667;88.91844
22.67052;94.47172;108.1519;69.90271;36.16396;27.21594;94.87401;76.78927;91.38239
22.64104;94.46739;108.151;69.89063;36.14281;28.64573;94.78182;77.13802;91.85229
23.03677;94.45943;108.1494;71.03979;36.28339;27.98854;94.76927;87.98073;91.5724
31.20865;96.69515;108.1475;72.35354;42.62927;22.02042;97.02495;52.07823;89.4801
29.3724;96.6348;108.1472;72.72063;41.1063;22.87979;97.08073;52.55375;89.85354
22.60542;94.44542;108.1467;69.78458;36.08552;27.91302;94.77578;76.63281;91.39375
30.98766;96.57136;108.1465;72.78;42.63146;22.75344;97.01542;52.23312;89.65833
22.80734;94.48094;108.1457;70.49416;36.14073;27.85427;94.84854;77.1525;91.91625
29.99297;96.67359;108.1448;72.11625;41.79896;22.90958;97.03677;52.18094;89.44198
31.19755;96.38187;108.1441;72.43771;42.61047;21.63583;96.98896;51.84583;89.28354
22.70536;94.47166;108.144;70.00667;36.1712;26.74469;94.88287;76.66948;91.47208
23.25708;94.49031;108.1428;70.96291;36.30016;27.58708;94.74943;88.46073;91.5024
22.71406;94.47881;108.1389;69.97625;36.17182;28.11;94.81078;77.11073;91.77906
22.48979;94.46719;108.1363;69.8725;36.13411;28.56833;94.79052;77.17469;91.87813
37.34036;94.18745;108.1358;73.04188;49.08703;17.0149;94.47688;83.20458;87.84219
23.32766;94.48135;108.1352;70.70541;36.27432;27.73948;94.73943;88.45396;91.41334
31.21146;96.38563;108.134;72.53709;42.53307;22.62812;96.98573;51.91375;89.36343
22.87589;94.48458;108.1339;70.31355;36.14052;27.22177;94.83427;77.03104;91.72385
29.27896;96.62656;108.1316;72.36667;41.05177;24.07406;97.0714;53.05;89.76958
31.02557;96.37531;108.1314;71.33021;42.36026;20.73125;96.77537;50.41687;88.0927
31.15812;96.37093;108.1314;72.65188;42.57208;22.39583;96.98521;51.84917;89.30364
26.08781;94.49505;108.1311;70.36833;38.82896;28.30583;94.62964;89.14156;91.29552
31.11932;96.36979;108.131;72.16333;42.4562;21.56073;96.82276;51.19667;88.91489
26.09193;94.50463;108.1302;70.59104;38.90328;29.92802;94.60385;88.96313;91.03313
26.48458;94.51588;108.1293;70.65479;38.91922;29.04354;94.60776;89.21313;91.34781
22.79318;94.48412;108.1275;70.11896;36.19583;28.53052;94.82328;77.15875;91.75531
22.91833;94.47359;108.1248;70.48292;36.145;28.33271;94.85094;77.19688;91.85458
30.97703;96.36916;108.1246;71.46562;42.41026;21.52333;96.7575;50.29187;88.19625
23.06875;94.45151;108.123;70.40542;36.17656;27.08625;94.84021;68.8001;91.23438
26.28969;94.50828;108.123;70.59375;38.84985;28.58969;94.60563;89.09969;91.28146
22.88615;94.48203;108.121;70.41146;36.13719;28.06375;94.8338;77.12458;91.78948
31.00443;96.37067;108.1199;71.67625;42.45932;21.54385;96.72547;50.2049;88.4749
24.79193;94.47334;108.1185;71.40041;37.33094;27.28417;94.71177;89.0948;92.09458
31.0925;96.54807;108.1178;72.43188;42.6389;21.80802;97.01161;52.09802;89.54761
22.85984;94.49265;108.1164;70.10709;36.17724;27.77865;94.86922;76.99521;91.55052
22.52114;94.44813;108.1148;69.69271;36.06896;27.15479;94.71442;76.58708;91.46687
22.8262;94.48276;108.1143;70.63187;36.14276;28.09406;94.83131;77.12948;91.86104
26.17307;94.49318;108.1117;70.49021;38.94458;30.00406;94.65083;89.34521;91.35416
22.8975;94.45683;108.1104;70.15208;36.19542;27.40646;94.83328;76.51802;91.44781
30.26786;96.66719;108.1096;71.99521;41.84245;22.65865;97.03672;52.19979;89.37479
31.07224;96.39224;108.1094;72.50958;42.49224;21.93656;96.98193;51.82781;88.99771
30.99135;96.37244;108.1093;72.41959;42.49786;22.12864;96.97182;51.72313;89.18542
26.27922;94.50313;108.1082;70.30062;38.99349;30.64531;94.68349;89.30052;91.59625
31.23516;96.69469;108.1082;72.03167;42.51281;22.19104;97.02276;52.03542;89.3875
23.08307;94.45943;108.1075;71.03833;36.2488;27.65427;94.76573;88.02906;91.59125
22.53641;94.46438;108.1056;69.17542;36.05386;26.14552;94.66782;76.37229;91.01875
26.34214;94.51104;108.1055;70.43166;38.95828;30.53437;94.70515;89.43114;91.74219
27.17547;96.78661;108.1053;69.7075;39.66489;22.90937;96.48401;39.73417;90.86771
23.0024;94.48151;108.1051;70.07584;36.14969;28.2099;94.82713;77.13219;91.76865
23.4;94.46291;108.1039;70.67625;36.28448;26.71125;94.73656;88.015;91.35188
26.42802;94.49261;108.1026;70.38292;38.87761;29.41406;94.62672;89.19395;91.22604
31.08302;96.36614;108.1025;71.23021;42.4513;21.21437;96.75349;50.31198;88.23729
22.96182;94.49812;108.1023;70.09917;36.15979;27.50031;94.8724;76.87;91.44032
26.04667;94.49589;108.1001;70.57896;38.92776;29.89479;94.63891;89.50448;91.47604
22.92651;94.47734;108.0997;70.59541;36.16813;28.52156;94.83651;77.21458;91.90198
24.54135;94.48828;108.0987;71.17646;37.32161;27.80313;94.68833;88.49198;91.43948
26.02484;94.49401;108.0971;70.57771;38.94224;29.95656;94.64448;89.43656;91.44146
22.49323;94.47459;108.097;69.84834;36.14583;27.20948;94.88073;76.71073;91.28781
22.69854;94.47698;108.0966;70.49541;36.15323;27.06417;94.8299;77.19395;91.99146
23.42312;94.48917;108.0961;70.9052;36.30912;28.40885;94.72662;88.3226;91.44146
22.94849;94.48854;108.096;70.145;36.17422;27.58729;94.87854;77.0751;91.64365
22.68099;94.46234;108.0909;69.57458;36.0764;27.38979;94.71713;76.39094;91.23865
23.4801;94.48244;108.0901;70.64104;36.30932;27.5099;94.76177;88.40115;91.26781
31.03328;96.35453;108.0855;71.95521;42.36089;21.23812;96.73786;50.5151;88.51365
