K5T3.PV;K5TCV2I.PV;K5L2.PV
196.4817;28.91146;285.7201
196.2625;27.08901;285.7188
196.4423;28.92516;285.7181
196.599;28.91974;285.7142
200.095;29.45896;285.7135
196.7581;27.08917;285.7119
196.5906;28.91266;285.7112
197.4267;28.91651;285.7106
195.929;27.08781;285.7027
199.8179;15.72667;285.7024
196.3908;28.91786;285.7004
201.6473;32.24547;285.6988
201.1727;32.24484;285.6984
201.4417;32.24328;285.6942
200.2765;15.71005;285.6889
196.5188;28.92427;285.6879
196.7021;27.07599;285.6866
198.2415;28.27802;285.685
199.7933;15.72188;285.6843
196.2098;28.9225;285.6833
199.4539;29.45432;285.6823
200.6325;15.71641;285.6817
196.3346;28.91865;285.6787
196.5417;28.92422;285.6692
196.3496;27.09469;285.6673
198.6108;28.29062;285.6646
196.5506;28.93167;285.6624
196.6663;28.92005;285.662
196.8779;28.90995;285.6617
201.4077;32.24375;285.6617
201.65;32.24151;285.661
199.3327;29.45349;285.6581
196.7252;27.09484;285.6548
196.2131;28.91854;285.6545
201.4948;32.24854;285.6535
198.7083;15.71745;285.6492
196.3077;28.92016;285.6476
201.5052;30.62906;285.643
196.1898;28.92057;285.6417
200.469;15.71526;285.6387
196.1727;28.91755;285.6381
196.446;28.92052;285.6374
201.5194;32.23599;285.6345
196.6881;27.08693;285.6338
196.4908;28.91885;285.6292
196.7615;27.09162;285.6279
197.1631;27.08953;285.6269
200.3169;15.71469;285.6243
199.0371;15.72432;285.6243
197.8902;27.10406;285.6194
196.3608;27.09427;285.618
196.0075;28.92599;285.6131
196.7767;27.08562;285.6128
199.6083;29.44719;285.6075
196.5429;28.9225;285.6072
196.7331;28.93302;285.6072
201.4804;32.25073;285.6062
196.8575;27.0799;285.6056
196.2021;28.91917;285.6036
195.6429;27.09182;285.6036
196.5025;27.09177;285.601
196.7015;27.1001;285.6003
196.471;27.0849;285.5993
195.7629;27.08776;285.5957
201.7188;32.25312;285.5934
196.5935;27.09297;285.5931
196.4052;28.91427;285.5915
196.4565;28.92234;285.5908
195.6575;27.0962;285.5908
201.7075;32.25016;285.5885
196.1906;28.92021;285.5819
198.7773;15.71812;285.58
196.7171;28.92391;285.576
195.81;27.09547;285.5688
196.2442;28.92385;285.5659
196.5719;27.08786;285.5642
198.3131;28.28167;285.5642
196.6725;27.08786;285.5639
196.2702;28.92104;285.5629
196.3992;28.91552;285.562
196.1708;27.0924;285.562
196.965;27.09505;285.5613
198.8046;15.70557;285.5606
195.751;27.09438;285.56
196.9167;27.09328;285.558
197.0033;27.08349;285.5557
196.2452;28.92401;285.5554
198.3027;28.2862;285.5547
196.484;27.09818;285.5518
200.796;15.71682;285.5498
197.6319;27.09078;285.5485
200.329;15.72646;285.5459
196.5073;27.09156;285.5439
200.0815;29.45089;285.5439
196.2294;28.92562;285.5429
196.3983;28.91469;285.5399
196.7048;27.10156;285.538
196.4854;28.91792;285.5357
196.3906;28.9237;285.5337
197.7112;15.72125;285.5334
201.4065;32.24156;285.5327
196.1379;28.92875;285.5317
196.9662;27.09615;285.5308
196.0723;28.92453;285.5304
200.2765;15.72;285.5301
196.3431;27.08953;285.5281
198.364;28.29458;285.5268
196.4596;28.9237;285.5262
196.7796;27.08703;285.5252
200.6304;15.71906;285.5242
199.0217;15.71547;285.5212
197.6304;31.05344;285.5186
198.6563;15.70469;285.517
198.365;28.28422;285.513
196.4594;28.93203;285.5117
196.4552;27.09687;285.5117
196.2412;28.91755;285.5088
196.235;28.92349;285.5081
201.0583;32.25354;285.5062
199.7937;15.72182;285.5055
198.9773;15.71682;285.5052
197.9427;15.72115;285.5038
196.6317;28.91453;285.5032
198.2863;28.2876;285.4989
198.7906;15.71688;285.498
200.155;15.70958;285.4966
200.2415;15.71401;285.4963
197.6331;27.10172;285.495
196.74;28.91776;285.493
195.8087;27.08932;285.493
197.9071;15.71969;285.4921
196.2238;28.91604;285.4907
196.415;27.09297;285.4907
196.9256;28.91849;285.4878
196.4765;25.52672;285.4875
196.6473;28.92245;285.4861
200.2629;15.72042;285.4855
198.0808;15.70953;285.4852
201.4027;32.24839;285.4852
196.7721;28.91255;285.4832
196.4858;28.92995;285.4809
196.201;27.08891;285.4763
196.2242;28.9224;285.4756
200.0671;15.72427;285.4704
196.8167;27.09188;285.4661
196.9754;27.0812;285.4648
199.966;15.72656;285.4619
199.6048;15.73318;285.4615
198.8675;15.71245;285.4602
196.0175;27.08703;285.4589
201.5548;32.23995;285.4563
196.0769;28.91906;285.4556
196.8952;27.09198;285.4517
199.5927;29.45557;285.451
196.6544;27.08896;285.4464
196.0688;27.0874;285.4448
202.3419;33.07172;285.4445
196.9421;27.08766;285.4438
201.2723;32.25042;285.4438
196.925;28.9226;285.4425
196.1231;28.92406;285.4405
196.9544;27.09177;285.4402
196.4106;28.92443;285.4392
195.829;27.09224;285.435
196.7435;27.08573;285.4317
201.2296;32.24047;285.4317
199.0573;15.73135;285.4304
196.834;27.09083;285.4297
196.521;28.9213;285.4294
198.9075;15.71365;285.4268
196.6158;28.90828;285.4225
196.0621;28.91364;285.4221
196.1192;28.93031;285.4212
196.6492;27.08115;285.4205
201.6094;33.09047;285.4199
201.3279;32.25078;285.4163
196.1288;28.9212;285.4153
198.8308;14.24917;285.412
197.9031;28.28828;285.411
202.2515;33.07849;285.4107
198.3515;28.27484;285.4067
196.804;27.08865;285.4064
196.404;28.91438;285.4034
196.3152;28.92734;285.4034
199.1431;15.72776;285.4005
196.436;28.92177;285.3979
198.6142;16.44823;285.3946
196.0554;27.0901;285.392
196.8381;28.92005;285.3907
198.6096;15.70833;285.3893
196.2231;28.92302;285.3887
196.4408;28.92568;285.388
198.1733;28.28448;285.388
201.1879;32.25052;285.3871
197.5252;27.09391;285.3841
197.9856;28.28896;285.3838
196.3908;27.08443;285.3818
201.4919;32.24318;285.3811
196.2663;28.91719;285.3808
196.6848;28.9187;285.3769
196.5006;28.91578;285.3756
200.0994;15.72271;285.3752
196.8919;27.09641;285.3749
201.4094;32.25286;285.3719
196.8456;27.09151;285.3713
196.2579;28.92818;285.3661
198.8212;15.72531;285.3654
196.6198;28.91708;285.3631
200.4298;15.7224;285.3608
198.6354;15.71349;285.3582
196.8777;28.91969;285.3578
200.6208;15.72437;285.3542
195.7329;27.08807;285.3526
198.7577;15.70661;285.3523
196.2856;27.08583;285.3523
196.8723;27.09865;285.351
196.071;28.9138;285.35
198.4021;28.28083;285.35
201.4056;32.25052;285.3496
196.6152;28.91375;285.3493
196.4077;28.91745;285.3493
196.446;28.91615;285.348
196.2556;28.90828;285.3427
196.261;28.90698;285.3418
198.2021;28.27427;285.3405
199.0235;15.70505;285.3391
196.3548;27.87464;285.3382
196.4427;27.09406;285.3382
198.5673;15.70672;285.3372
195.8669;27.0851;285.3358
196.2394;28.92365;285.3355
196.4379;27.09682;285.3349
197.9846;15.70818;285.3346
197.914;15.71505;285.3339
196.4512;27.08599;285.3319
198.986;15.72219;285.3316
196.236;28.9174;285.33
200.4277;15.70938;285.3277
196.4048;28.92995;285.3253
198.1158;28.29698;285.3253
196.314;28.92932;285.3221
195.8273;27.08969;285.3217
201.964;33.07927;285.3217
196.3223;27.09875;285.3201
196.4535;27.09349;285.3185
201.4494;29.69281;285.3175
198.5523;15.70479;285.3148
200.4263;15.72052;285.3135
199.584;29.44662;285.3109
196.5292;28.9299;285.3099
201.4719;29.45037;285.3093
201.2538;29.44677;285.309
196.2948;28.92208;285.3073
201.3521;32.24042;285.3057
199.9346;15.72729;285.3037
196.0977;28.92599;285.303
201.3554;32.24521;285.3024
199.0385;15.71167;285.2988
196.0925;28.91823;285.2988
198.2017;15.72094;285.2968
196.82;27.08531;285.2965
196.8808;27.10328;285.2961
195.706;27.08703;285.2961
196.3275;28.92016;285.2958
196.6998;27.09266;285.2955
196.5594;27.10859;285.2929
196.4525;28.92234;285.2922
196.6146;27.08854;285.2906
196.6531;27.09104;285.2903
196.5035;28.91714;285.288
198.1517;15.70995;285.2876
196.4873;28.92422;285.286
196.7948;28.91906;285.2847
201.4515;32.24984;285.2834
199.1475;15.70917;285.2817
196.7363;28.91776;285.2798
199.0083;15.6263;285.2781
201.2813;32.24339;285.2775
195.8798;27.09635;285.2768
197.8165;27.0863;285.2745
196.77;28.92516;285.2742
196.4469;27.10172;285.2735
198.1181;28.28458;285.2732
196.6677;27.09125;285.2729
197.7085;27.09026;285.2725
201.4475;32.24385;285.266
200.3952;15.72922;285.264
196.0306;28.9175;285.264
196.2594;27.09552;285.2633
195.9238;27.09505;285.261
197.9898;15.72297;285.2601
198.2527;15.715;285.2591
201.6085;29.45292;285.2581
201.4531;32.24573;285.2571
201.6073;32.24323;285.2492
200.3558;15.71203;285.2466
201.4881;33.09109;285.2463
196.1658;28.91807;285.2453
197.1877;27.09063;285.2453
196.406;27.1651;285.2397
196.586;28.92063;285.2387
197.0027;27.09521;285.2387
196.3633;28.91583;285.2364
196.9229;27.09229;285.2351
196.735;27.09255;285.2269
196.3477;28.91813;285.2256
196.8919;27.09859;285.2204
195.7869;27.09312;285.2194
201.6012;33.08833;285.2187
197.8246;15.70922;285.2125
196.4083;27.08906;285.2125
196.2656;28.9151;285.2105
196.4642;28.9199;285.2102
196.2988;28.92031;285.2095
198.0642;15.71578;285.2059
199.3394;29.45474;285.2023
201.6062;32.24109;285.202
199.0542;15.71042;285.1981
198.2256;28.28833;285.1944
199.0673;15.71917;285.1935
196.6867;27.09932;285.1912
198.5875;15.7151;285.1905
196.794;27.09568;285.1905
196.9331;27.09484;285.1885
200.1958;15.71828;285.1876
196.0556;28.92073;285.1866
196.3321;28.91974;285.1846
196.6273;28.92865;285.1823
196.7365;27.0913;285.1823
196.6835;27.0999;285.1823
199.8027;15.72714;285.1767
198.0073;28.28792;285.1761
196.4046;28.92719;285.1741
196.526;28.93234;285.1718
198.3998;28.28469;285.1718
195.7337;27.1025;285.1708
197.6983;27.10568;285.1702
196.5321;28.91937;285.1669
196.4867;27.09833;285.1662
196.8127;27.09047;285.1659
196.7513;27.0899;285.1659
197.02;27.08849;285.157
196.6071;27.0824;285.156
201.2417;32.23901;285.1544
201.5671;32.24292;285.1528
199.9942;29.44682;285.1515
196.63;28.92026;285.1472
196.4487;27.09599;285.1462
196.309;28.92005;285.1459
197.9235;15.71172;285.1452
196.5731;27.09641;285.1416
198.9877;15.71604;285.1393
196.4592;28.91573;285.1344
196.1996;27.09302;285.1321
201.4252;32.24714;285.1311
196.3296;28.93026;285.1298
196.4952;28.91786;285.1285
196.3819;28.92089;285.1281
196.4744;28.92073;285.1265
196.2012;28.91844;285.1239
196.3965;28.92167;285.1236
198.8663;15.71427;285.1213
196.2652;28.93115;285.1209
196.6275;28.91401;285.1196
196.5073;27.0963;285.1163
196.2248;28.91745;285.1147
196.3219;28.90792;285.1137
198.7988;15.71411;285.1088
200.2873;15.71714;285.1085
199.9892;15.7225;285.1085
197.8306;15.71219;285.1068
196.5198;28.92547;285.1062
196.3073;28.91562;285.1055
197.7894;27.09927;285.1049
196.3727;28.92312;285.1026
196.3138;28.91344;285.1006
197.7092;28.2875;285.0996
201.4469;32.24917;285.0989
196.4142;28.93312;285.098
197.9942;28.28682;285.0966
202.055;33.07838;285.0966
196.7019;27.1076;285.0947
196.8175;27.10026;285.094
195.9679;27.08677;285.0937
196.7894;27.08458;285.0924
196.9852;27.06859;285.0917
197.1217;28.92385;285.0901
197.0169;28.91802;285.0891
197.0537;27.0887;285.0875
201.5225;32.73958;285.0858
196.8383;27.08927;285.0819
196.4588;28.92047;285.0783
199.3017;29.46224;285.0773
196.5379;28.91198;285.0766
196.4792;27.1026;285.0753
197.6183;27.08849;285.0743
196.3983;28.91292;285.0724
198.1387;28.28828;285.0721
198.3537;28.29141;285.0698
196.6075;28.91562;285.0685
196.3154;28.90995;285.0674
196.1883;28.92359;285.0671
196.6348;28.91984;285.0668
199.7296;29.4549;285.0665
196.4098;27.09089;285.0658
201.7629;32.25182;285.0658
198.3265;28.28786;285.0655
196.3352;27.09557;285.0645
196.425;28.90849;285.0609
196.36;27.08161;285.0593
199.6365;29.44766;285.056
196.5712;27.09224;285.055
197.7581;27.09698;285.0543
196.301;27.09708;285.0517
196.0933;27.09739;285.0511
198.3631;28.28333;285.0471
199.2219;29.4551;285.0468
200.5479;15.72838;285.0464
197.0275;28.9237;285.0458
195.9398;27.10021;285.0406
196.3381;28.92552;285.0376
196.7063;27.09333;285.0373
201.4438;32.24448;285.0346
196.4356;28.93344;285.0333
198.3829;28.27724;285.031
196.5206;27.08365;285.03
196.4563;28.91344;285.0277
196.949;27.09281;285.0277
198.1477;28.27521;285.0245
196.4931;27.09271;285.0238
196.2421;27.09297;285.0215
196.3079;28.9126;285.0202
196.2971;28.92729;285.0146
201.4383;32.24979;285.0146
195.8085;27.09016;285.0143
196.3404;27.10036;285.0123
196.7467;27.08688;285.0123
196.9723;27.08484;285.0103
199.0573;15.72057;285.0094
195.7896;27.10052;285.0091
198.3914;15.7013;285.0058
198.7883;16.44901;285.0015
196.4565;28.92115;285.0015
196.8392;27.09271;284.9982
199.5031;29.45557;284.9982
196.3946;28.91995;284.9966
196.8902;27.09234;284.9923
196.5038;28.91177;284.9851
196.66;28.91578;284.9841
200.3781;15.71708;284.9835
196.3642;28.92828;284.9818
195.8052;27.0888;284.9789
197.1625;27.08792;284.9753
198.7242;16.44443;284.9716
196.4331;28.92125;284.9687
196.6927;28.9251;284.9644
197.0458;27.0874;284.9612
196.2181;28.91932;284.9588
196.4588;27.08537;284.9582
196.6142;28.91453;284.9579
196.1962;28.91693;284.9579
196.3265;28.92339;284.9562
198.1785;15.71964;284.9516
196.3771;27.09042;284.9507
196.3788;28.92615;284.9503
196.2733;28.92005;284.9496
196.7937;28.92365;284.9467
196.6544;15.77073;284.9464
196.9173;27.08568;284.946
200.2433;15.71521;284.9438
196.5142;27.10703;284.9424
196.5923;28.92156;284.9369
196.2363;28.92411;284.9369
196.7479;28.92281;284.9355
196.5931;28.92135;284.9319
197.3594;27.09219;284.9283
198.1523;28.28219;284.9277
196.2096;27.08802;284.925
199.0052;29.45344;284.925
197.1235;27.0951;284.9241
197.0948;27.08901;284.9214
196.6875;28.92589;284.9204
196.9902;28.91589;284.9201
196.4698;28.9251;284.9195
197.5396;27.08;284.9191
198.2923;28.29713;284.9185
196.7287;28.91537;284.9159
196.4796;28.92594;284.9155
196.5671;28.91537;284.9152
198.1848;28.29526;284.9116
196.4094;28.91729;284.9086
200.2919;29.45313;284.9086
196.1069;28.91979;284.9083
196.6792;27.10328;284.9041
200.3079;15.72964;284.9018
196.411;28.91745;284.9011
196.6502;28.9224;284.9001
196.3935;27.09526;284.8965
196.9642;27.09828;284.8952
197.72;27.0926;284.8949
199.3508;29.45927;284.8906
196.6362;28.92193;284.8903
196.7773;27.09219;284.8903
196.0646;28.92693;284.8867
196.3244;27.10115;284.886
196.571;28.91344;284.8853
196.3587;28.91589;284.8837
196.8048;27.09776;284.8834
196.2225;28.92568;284.8831
198.0592;15.71302;284.8827
196.8023;27.0926;284.8824
198.9692;15.72641;284.8814
196.8469;28.92125;284.8814
196.7956;28.92401;284.8791
200.4794;15.72547;284.8755
196.6569;28.91354;284.8735
197.0077;27.10547;284.8712
196.3548;28.92844;284.8696
196.92;27.08901;284.8696
196.3258;27.0976;284.866
201.7831;33.08229;284.8657
196.2702;28.91828;284.8634
196.2473;27.09396;284.8624
198.1142;15.71917;284.8611
196.4906;27.09781;284.8607
197.5304;27.0949;284.8561
197.9658;15.61266;284.8558
197.1892;28.51036;284.8525
196.17;28.91318;284.8479
197.9654;28.27927;284.8466
196.2931;28.91307;284.8456
196.7625;27.10469;284.8447
196.4883;28.92943;284.8427
196.5302;28.92365;284.8423
196.5783;27.08813;284.8397
197.9088;15.71036;284.8368
196.7269;28.91542;284.8368
195.9644;27.09151;284.8338
201.3098;32.24031;284.8318
196.7667;28.92438;284.8305
198.2035;15.70693;284.8253
196.064;28.91854;284.8246
196.5125;27.09484;284.8243
196.9194;27.10063;284.8233
196.6317;28.91453;284.8191
196.2354;28.91432;284.8177
201.5817;32.25542;284.8155
197.8583;15.7062;284.8151
196.8006;27.0862;284.8115
196.7121;16.42536;284.8115
201.256;32.25583;284.8079
198.0258;28.28151;284.8033
196.7365;27.09453;284.7981
196.249;28.92427;284.7932
197.2804;28.91115;284.7908
198.3708;15.69943;284.7876
196.696;28.9076;284.7863
196.4627;25.52823;284.7863
196.2354;27.09078;284.7843
198.0852;28.28302;284.782
196.8683;28.91609;284.7816
198.2196;28.29042;284.7813
196.3315;27.08969;284.7787
201.1208;32.25114;284.7758
196.4158;25.51833;284.7758
196.5019;28.92677;284.7754
197.066;28.92193;284.7722
198.4631;16.43443;284.7715
199.185;15.70146;284.7711
196.4706;28.92495;284.7708
196.7156;27.08714;284.7692
196.2075;28.91984;284.763
196.256;28.93552;284.757
196.6965;28.92396;284.7564
202.28;33.07891;284.7531
197.1585;28.91865;284.7518
196.4333;27.09161;284.7515
198.141;28.27932;284.7452
196.8327;28.92026;284.7433
196.4312;27.08948;284.7433
196.4565;28.92073;284.7387
201.7729;32.25161;284.737
196.8869;28.91542;284.735
198.766;29.45037;284.7344
199.9673;29.45906;284.7338
195.8221;27.09635;284.7292
201.9985;33.07943;284.7272
197.4477;27.09792;284.7249
196.2431;28.91505;284.717
197.1094;28.92198;284.7151
196.1654;28.9174;284.7141
196.3494;28.91599;284.7137
196.8198;27.10339;284.7137
196.1396;27.09891;284.7131
198.3029;28.2799;284.7118
197.8198;15.71521;284.7101
196.1617;28.91344;284.7049
197.8562;15.70875;284.7036
196.1252;28.92609;284.7016
196.3825;28.91099;284.7009
197.794;15.72198;284.7
196.0929;28.92042;284.698
196.3635;27.09464;284.697
196.8933;27.09359;284.6944
197.1423;27.09766;284.6944
195.8115;27.09599;284.6914
196.846;27.09162;284.6898
201.686;32.24557;284.6888
201.5202;32.25375;284.6859
196.3831;28.91688;284.6776
196.3523;27.09146;284.6767
196.3744;28.91828;284.6747
196.2544;28.91937;284.6734
196.6785;28.92266;284.673
198.5548;16.44547;284.6724
196.6244;28.92917;284.6616
196.4721;28.92838;284.6602
196.6019;27.10474;284.6576
201.1996;32.24531;284.6524
196.709;27.09109;284.6517
196.7838;27.09568;284.6501
195.6698;27.0887;284.6494
198.0502;15.70438;284.6468
197.5027;27.08672;284.6461
197.6394;27.08964;284.6455
198.931;29.45578;284.6452
196.4312;28.91589;284.6448
199.4092;15.72568;284.6409
198.1396;28.28505;284.6399
198.164;15.71307;284.6373
201.2496;32.24229;284.6366
196.996;27.0849;284.6363
196.6225;28.92266;284.631
197.9121;15.70937;284.6265
196.4146;28.91906;284.6255
196.4704;28.92411;284.6252
197.2027;27.0926;284.6238
197.6279;27.09135;284.6225
196.3613;27.09266;284.6222
196.941;27.09401;284.6222
196.6987;27.08021;284.6215
196.6265;27.09844;284.6189
196.3098;28.92099;284.6156
195.9333;27.08411;284.6143
197.3206;30.4574;284.611
196.2856;28.92391;284.61
197.7331;27.10307;284.6097
196.1646;28.92448;284.6094
201.3517;33.0826;284.6031
199.8394;15.71182;284.6028
196.3375;28.92125;284.6025
197.0263;27.09682;284.592
196.911;27.07214;284.5874
196.7369;27.10062;284.5841
197.8702;15.71495;284.5831
198.4358;16.4363;284.5825
201.4558;32.25135;284.5799
196.8654;27.08693;284.5789
198.146;15.7026;284.5746
196.1817;28.92828;284.5743
196.1327;28.92109;284.5726
196.5296;27.08693;284.572
198.5102;16.44693;284.569
196.5079;28.91088;284.569
196.4698;28.9288;284.5681
197.1379;27.08849;284.5641
196.7056;27.08219;284.5625
201.3037;33.08937;284.5625
197.7948;15.71484;284.5615
196.1473;27.09917;284.5608
198.3412;28.28979;284.5595
198.2442;28.28089;284.5556
201.2083;32.24562;284.5546
198.1198;28.28271;284.5523
197.1177;27.08266;284.5467
197.0002;27.09135;284.5415
197.6848;27.10234;284.5356
199.2723;15.72349;284.5336
196.9679;27.08646;284.5329
196.0667;28.92411;284.5316
198.1062;15.71542;284.5306
196.4956;27.10344;284.5293
198.1246;16.43588;284.5277
196.5287;28.91427;284.5267
196.4221;27.09578;284.526
195.8615;27.08521;284.5251
196.8654;27.08833;284.5234
196.9217;27.09307;284.5198
198.154;15.71177;284.5156
197.9921;15.72365;284.5129
196.0619;27.09292;284.5129
196.8083;28.92359;284.5106
198.2779;28.28484;284.5083
197.9342;14.25193;284.5034
196.7063;27.09224;284.4955
198.9246;16.44073;284.4936
196.7492;28.92328;284.4903
198.7413;16.44552;284.4864
196.9883;27.09594;284.4857
197.7244;27.09443;284.4824
196.2431;28.92698;284.4801
198.2115;15.71141;284.4785
197.7421;27.09365;284.4749
196.2352;27.10026;284.4742
196.8163;28.9113;284.4722
196.4654;28.91984;284.469
198.3819;16.4424;284.4677
197.9181;27.08411;284.463
201.4817;32.24677;284.4591
199.0558;29.44536;284.4568
197.8204;27.08255;284.4565
198.6775;16.45109;284.4561
198.7742;29.45037;284.4503
199.031;29.46245;284.4493
196.8402;27.07562;284.4434
197.0194;28.91932;284.4414
197.9617;15.70156;284.4407
196.6192;28.91187;284.4407
196.2663;28.92391;284.4378
197.9069;15.71875;284.4322
196.3006;28.92234;284.4322
196.2065;28.92021;284.4302
196.5396;25.52448;284.4286
196.4137;28.92354;284.4243
198.97;29.45;284.424
196.7767;28.9175;284.4227
196.93;27.09932;284.4214
196.8931;27.10203;284.42
196.8429;27.08917;284.4184
198.665;15.70896;284.4161
197.3277;15.61568;284.4095
196.8658;27.0987;284.399
201.8131;33.0813;284.3987
196.784;28.92687;284.3984
197.17;27.08578;284.3958
196.744;27.0937;284.3918
196.4454;28.91865;284.3915
198.2217;15.71302;284.3892
196.0721;28.92292;284.3872
198.0929;16.40651;284.3872
196.3448;28.91333;284.3866
196.265;28.92307;284.3856
197.7269;15.70781;284.3836
196.9129;27.08792;284.3836
196.3748;28.92865;284.3833
