K5PC5CH.OP;K5PC6CH.OP;K5F3.PV;K5P5_1.PV;K5P5_2.PV
55.26578;66.33292;3082.078;-36.82109;-38.78437
55.52255;66.37614;3082.05;-38.15937;-40.24141
55.39229;66.39661;3082.032;-41.74766;-41.98047
55.91302;66.38734;3082.029;-41.49062;-42.35859
55.25901;66.37057;3082.011;-42.375;-40.66406
55.50005;66.42495;3082.008;-40.24688;-40.60859
55.4663;66.37589;3081.987;-40.56406;-40.10625
55.61422;66.34927;3081.986;-41.17266;-39.75625
55.67641;66.38714;3081.967;-42.13281;-41.175
55.39333;66.37344;3081.961;-37.49297;-36.6125
55.39995;66.41036;3081.935;-41.5211;-41.62422
55.57578;66.37563;3081.848;-38.63047;-39.67969
52.82802;63.50432;3081.836;-38.31797;-37.69922
56.2013;67.7299;3081.828;-38.59687;-38.64531
55.29802;66.37698;3081.683;-44.60156;-35.82813
56.39505;67.79422;3081.652;-40.40859;-39.36094
55.7599;66.40599;3081.638;-41.49141;-35.95703
55.54063;66.34474;3081.579;-39.90547;-39.32188
55.4826;66.37589;3081.563;-40.61719;-37.825
55.57833;66.44244;3081.558;-40.52813;-40.66719
55.45245;66.37411;3081.553;-40.01094;-38.4375
55.49792;66.30865;3081.548;-40.96328;-39.48125
55.56036;66.31094;3081.537;-36.29375;-40.90234
55.38427;66.3812;3081.536;-42.06641;-39.00625
56.3726;67.72276;3081.534;-41.72813;-41.36406
55.54083;66.36292;3081.509;-37.20391;-41.05703
55.36958;66.35687;3081.501;-43.59453;-40.09141
55.66563;66.36089;3081.47;-39.05312;-41.18828
55.43057;66.38333;3081.457;-39.35938;-42.71484
55.54724;66.37328;3081.454;-37.90937;-44.06719
55.20083;66.37177;3081.447;-39.14297;-38.89766
55.30047;66.32964;3081.438;-37.53906;-37.5125
55.30099;66.42401;3081.433;-42.15234;-41.51641
55.59589;66.4139;3081.343;-39.90313;-42.48594
55.52365;66.41937;3081.301;-39.46094;-38.47344
55.57964;66.41093;3081.259;-38.22734;-42.42656
55.56292;66.41032;3081.204;-41.03672;-39.15156
55.45599;66.35313;3081.189;-41.34141;-39.45391
55.49599;66.36729;3081.155;-41.19141;-40.02031
55.72313;66.46948;3081.135;-42.53437;-38.02734
55.42422;66.36052;3081.098;-42.65781;-41.01875
55.5825;66.41698;3080.995;-37.24922;-37.97422
55.51286;66.38042;3080.988;-39.31953;-38.24609
55.55729;66.37583;3080.988;-38.80391;-38.79922
55.48573;66.38375;3080.987;-38.63906;-40.19765
55.18641;66.37688;3080.95;-37.35703;-40.79844
55.7576;66.97662;3080.948;-42.29922;-42.17969
56.37599;67.77812;3080.928;-40.44062;-40.07734
55.73938;66.46047;3080.908;-39.22734;-42.16406
55.33511;66.39661;3080.802;-36.03437;-42.00625
55.56266;66.37589;3080.794;-41.7;-42.44531
55.59464;66.49818;3080.774;-39.04531;-37.27344
55.44917;66.40697;3080.773;-41.72187;-41.66953
55.4749;66.38115;3080.77;-42.43828;-38.98438
55.51609;66.46609;3080.769;-39.15547;-42.02031
55.57729;66.32474;3080.766;-37.71953;-38.46016
56.27505;67.15734;3080.71;-42.69062;-39.95781
55.65818;66.38167;3080.7;-38.12109;-42.81016
55.4574;66.37802;3080.699;-40.64141;-38.41953
55.3326;66.39578;3080.679;-39.05078;-45.22031
55.57255;66.34448;3080.649;-40.57969;-40.23438
55.625;66.40463;3080.642;-39.51719;-39.75
55.5901;66.37573;3080.629;-38.77734;-41.02031
55.42807;66.37693;3080.629;-40.47578;-41.90234
56.27489;67.79302;3080.627;-37.55156;-39.26172
56.25693;67.68229;3080.626;-36.16563;-40.5
55.49229;66.36219;3080.609;-40.92891;-40.68359
56.37943;67.8551;3080.575;-40.56562;-40.81562
55.52141;66.35912;3080.558;-38.27187;-39.04375
56.30938;67.7476;3080.55;-41.84063;-43.00781
55.32354;66.37161;3080.547;-39.04453;-41.13359
55.5299;66.45922;3080.536;-41.94375;-40.08828
55.60812;66.37927;3080.53;-41.15937;-40.15391
55.53005;66.40208;3080.524;-39.30781;-35.12578
56.47823;67.76151;3080.491;-39.01484;-35.35781
56.36255;67.7225;3080.416;-39.79688;-38.83594
55.58042;66.38515;3080.403;-41.13047;-39.58437
56.54515;67.78864;3080.321;-40.41328;-40.75078
55.22354;66.45683;3080.302;-41.38281;-39.05078
55.50693;66.38099;3080.27;-40.85781;-41.4375
55.41964;66.66542;3080.265;-38.70937;-35.98359
55.73146;66.38718;3080.258;-41.52969;-41.84531
55.53896;66.37984;3080.257;-39.39922;-38.36328
55.62693;66.39787;3080.25;-41.92656;-38.08203
55.57677;66.45583;3080.197;-38.78281;-39.00391
55.52141;66.39792;3080.16;-39.37031;-38.91797
55.06052;66.4237;3080.132;-38.88672;-42.40859
55.62943;66.32745;3080.118;-39.68203;-41.53516
55.5574;66.38515;3080.108;-37.47266;-42.88515
56.59443;67.7612;3080.102;-41.29922;-40.25391
55.51474;66.46906;3080.1;-36.0414;-36.75
55.62047;66.51557;3080.079;-38.40391;-42.65
55.51891;66.4087;3080.043;-44.16953;-39.96641
55.63547;66.39599;3079.977;-38.78125;-39.5375
55.61438;66.37719;3079.958;-43.44453;-38.35469
55.63005;66.41786;3079.902;-39.03125;-39.69141
55.23104;66.40594;3079.817;-40.89063;-40.61485
55.46766;66.38683;3079.81;-38.11953;-37.44219
55.50604;66.40005;3079.791;-40.26797;-37.55469
55.13906;66.38141;3079.76;-39.40625;-39.92578
55.34771;66.41573;3079.744;-37.25234;-39.66016
55.17641;66.3687;3079.738;-37.94375;-39.86094
55.55734;66.45865;3079.694;-39.70078;-39.98203
55.16354;66.37177;3079.689;-43.175;-38.48594
55.4076;66.36922;3079.636;-39.85078;-39.71328
52.8413;63.46427;3079.613;-42.01406;-41.55312
55.41823;66.4225;3079.55;-41.56016;-40.78125
56.36656;67.75703;3079.549;-40.30938;-41.11562
56.3937;67.79833;3079.539;-40.82969;-42.83047
52.74771;63.58302;3079.512;-40.53516;-40.42735
55.48906;66.49412;3079.512;-38.11953;-40.08516
56.52396;67.82307;3079.507;-39.88515;-38.36094
55.60552;66.37187;3079.485;-40.76563;-38.88906
55.49776;66.40292;3079.475;-41.30547;-40.36016
55.35167;66.37146;3079.453;-39.12969;-38.40625
55.38073;66.39302;3079.442;-39.94141;-39.35781
55.39495;66.3874;3079.43;-39.01953;-39.27187
55.6326;66.37854;3079.429;-40.25625;-38.01406
55.32245;66.37115;3079.423;-41.32109;-41.87734
55.57057;66.3937;3079.387;-41.84063;-41.29453
55.40469;66.35583;3079.364;-40.36094;-42.45234
55.65115;66.41849;3079.241;-39.225;-40.83125
55.15349;66.37292;3079.238;-39.36328;-41.05938
55.56953;66.39619;3079.222;-41.35781;-39.18359
55.60386;66.40995;3079.207;-38.52656;-46.075
55.6186;66.45089;3079.162;-42.0414;-39.78516
55.67026;66.43526;3079.16;-40.57578;-40.31562
55.57568;66.36115;3079.117;-38.21875;-39.10078
55.49057;66.36282;3079.088;-38.35781;-38.85859
55.52156;66.36255;3079.069;-40.39453;-42.54375
55.78458;66.56453;3079.043;-35.52187;-39.43594
55.71094;66.40485;3079.018;-39.86094;-38.97656
55.39781;66.37218;3079.014;-39.04297;-39.74766
55.55198;66.39031;3079.007;-38.85703;-37.78828
55.4588;66.46052;3079;-39.41094;-38.625
55.33672;66.33568;3078.975;-42.20078;-39.45703
55.37078;66.35969;3078.925;-38.83906;-41.14063
55.41047;66.39063;3078.899;-38.47813;-38.52422
55.51406;66.37787;3078.858;-41.59375;-40.90625
55.5837;66.36109;3078.847;-42.9;-43.70937
55.43495;66.43156;3078.8;-40.88359;-40.10938
55.69552;66.39214;3078.794;-40.26563;-41.03047
52.7113;63.53917;3078.777;-44.09141;-38.60547
55.50547;66.39615;3078.769;-39.3336;-38.12188
55.50333;66.38937;3078.737;-40.13047;-37.98906
55.25703;66.6225;3078.734;-38.21875;-38.9875
55.54688;66.47;3078.697;-39.18516;-39.23125
55.55443;66.36646;3078.66;-39.88515;-37.94062
55.40536;66.40765;3078.653;-38.43906;-40.32188
56.20187;67.57813;3078.648;-41.65078;-38.18438
55.72818;66.39422;3078.629;-35.88594;-38.46484
55.77422;66.38078;3078.622;-37.37969;-40.39453
55.31511;66.36818;3078.595;-38.8;-38.36875
55.42943;66.43151;3078.583;-38.69609;-40.40078
55.79083;66.39442;3078.581;-40.96875;-41.67188
55.46443;66.3951;3078.57;-40.19297;-39.21094
55.7249;66.37432;3078.545;-39.28516;-42.35234
55.35781;66.40229;3078.516;-37.71797;-39.71172
55.55995;66.40911;3078.413;-40.39687;-35.4375
55.43636;66.40797;3078.39;-40.37734;-41.86172
55.32484;66.37833;3078.376;-40.38906;-41.19453
55.52375;66.4575;3078.319;-37.24688;-40.63438
55.78318;66.36104;3078.302;-37.65078;-39.19609
55.62151;66.36459;3078.286;-41.42812;-38.73828
55.47432;66.32516;3078.272;-43.10938;-40.08984
55.62912;66.3938;3078.245;-39.00078;-40.1875
55.52271;66.39656;3078.227;-38.89453;-40.38906
55.3913;66.38333;3078.218;-43.66172;-39.09687
55.51667;66.38338;3078.211;-46.33672;-40.30235
55.12365;66.365;3078.205;-39.17422;-38.56641
56.50677;67.73766;3078.183;-39.63281;-40.29375
55.24505;66.39505;3078.108;-39.54531;-44.28984
55.52208;66.35823;3078.093;-43.07344;-37.96563
55.51729;66.34755;3078.075;-40.20781;-40.82109
55.37135;66.37714;3077.983;-40.92188;-42.31875
55.20687;66.36739;3077.961;-37.57813;-39.30469
55.50865;66.41239;3077.945;-42.60938;-41.03828
52.8412;63.55188;3077.895;-37.74609;-38.79688
55.4862;66.42235;3077.884;-37.9875;-40.59922
55.60219;66.45583;3077.87;-39.15625;-40.55469
55.4164;66.42146;3077.862;-35.81719;-40.03359
55.46328;66.40995;3077.848;-38.18125;-41.51328
55.07443;66.40099;3077.75;-39.48438;-37.10547
56.32229;67.13594;3077.736;-37.75938;-37.92969
55.74682;66.42141;3077.732;-40.96484;-40.49141
55.6112;66.40688;3077.709;-41.7875;-42.22422
54.66828;65.44276;3077.696;-39.44062;-39.98047
55.55214;66.46438;3077.671;-43.00391;-39.3125
55.35266;66.35698;3077.607;-41.70078;-39.5875
56.3424;67.70557;3077.517;-38.73125;-38.06953
55.44693;66.44515;3077.502;-39.13906;-35.64687
55.36656;66.38318;3077.486;-39.91563;-41.90781
56.26062;67.69885;3077.39;-41.47109;-40.00312
55.37083;66.40083;3077.374;-36.60859;-40.14297
55.22245;66.41573;3077.373;-40.47187;-37.66406
55.6;66.42146;3077.371;-37.75312;-38.89766
55.18172;66.34635;3077.317;-36.55235;-40.24844
55.40635;66.435;3077.315;-40.69141;-39.10859
55.69427;66.42229;3077.313;-39.6875;-38.56406
55.72469;66.35521;3077.216;-40.10859;-38.79063
55.44323;66.40385;3077.2;-37.88672;-41.225
55.47005;66.37312;3077.177;-42.95391;-39.28516
52.60771;63.53484;3077.161;-40.05938;-35.10625
55.41026;66.37756;3077.024;-42.91094;-40.54219
55.47443;66.37354;3076.992;-38.76328;-40.4
55.40818;66.39313;3076.976;-42.25938;-40.51484
55.46375;66.34599;3076.912;-41.46797;-41.87891
56.3362;67.72292;3076.886;-39.18516;-39.48828
56.54094;67.8287;3076.792;-38.18984;-37.96875
55.10245;66.38776;3076.747;-40.61797;-40.53828
55.43328;66.33537;3076.71;-39.20703;-39.35938
55.79703;66.45724;3076.7;-34.64219;-39.88594
55.3812;66.3988;3076.693;-39.05078;-41.09453
55.47479;66.39453;3076.625;-38.47969;-37.9
55.57828;66.36219;3076.617;-39.03906;-38.45937
55.43214;66.38073;3076.603;-36.73985;-41.64531
55.59031;66.4436;3076.588;-39.33437;-38.96875
55.1501;65.87933;3076.562;-40.31328;-39.42266
55.69011;66.40323;3076.554;-38.99844;-39.11172
55.52636;66.42396;3076.525;-40.90859;-39.95391
55.70026;66.3938;3076.523;-40.99844;-39.8336
55.41927;66.40907;3076.494;-40.47656;-41.63281
55.16792;66.37146;3076.462;-41.27344;-39.55156
55.55516;66.38281;3076.449;-38.54766;-42.61719
55.14755;66.38953;3076.414;-38.85469;-39.63438
55.38036;66.40896;3076.303;-40.45937;-38.41406
55.58505;66.37062;3076.3;-40.10938;-41.68438
55.73875;66.44896;3076.225;-40.59453;-38.72969
55.57125;66.48058;3076.182;-37.19531;-42.29219
55.44807;66.36885;3076.149;-38.81094;-40.58203
55.755;66.40797;3076.112;-40.48047;-39.92891
55.1186;66.40135;3076.104;-39.16875;-41.14141
55.54047;66.47859;3076.028;-36.19531;-39.42109
55.49339;66.39594;3076.014;-42.62891;-36.41797
55.61021;66.41318;3075.973;-42.13594;-38.55078
55.46917;66.42151;3075.901;-39.26719;-41.83594
55.6013;66.38141;3075.877;-40.70156;-40.52187
55.49005;66.33953;3075.828;-41;-39.31719
55.69307;66.41422;3075.815;-41.38906;-39.85313
55.43443;66.39906;3075.73;-41.24453;-37.38438
55.61177;66.38974;3075.614;-41.57734;-37.34219
55.33974;66.37599;3075.587;-38.77187;-43.47266
55.40531;66.39099;3075.573;-40.43125;-39.76563
55.41677;66.34828;3075.421;-40.97734;-39.92891
55.475;66.38917;3075.375;-42.43828;-38.58516
55.54521;66.38261;3075.279;-36.71328;-40.50156
55.44177;66.36453;3075.265;-41.5;-39.96641
55.48646;66.37302;3075.258;-43.16172;-37.25781
55.21922;66.35932;3075.225;-38.69765;-38.90234
55.58151;66.47385;3075.224;-37.99609;-38.86875
55.5724;66.37625;3075.166;-42.64141;-39.20391
55.65182;66.3875;3075.124;-35.70469;-41.39922
55.22255;66.35016;3075.078;-38.60625;-44.28125
55.29724;66.43896;3074.978;-40.88281;-38.93984
55.63307;66.38536;3074.958;-41.26797;-39.65078
56.23214;67.13349;3074.909;-37.99375;-41.82813
55.55536;66.38958;3074.882;-39.34219;-36.75
55.4737;66.42177;3074.881;-37.05391;-39.6375
55.32589;66.41969;3074.827;-40.00469;-40.00078
55.21792;66.42219;3074.802;-41.4789;-39.94062
55.63448;66.48933;3074.687;-36.49922;-39.54609
55.30953;66.39677;3074.659;-40.47031;-43.48281
55.5913;66.38255;3074.615;-38.60547;-40.99219
55.54911;66.27834;3074.583;-43.41016;-40.70078
55.43114;66.35438;3074.487;-39.41719;-41.12891
55.13906;66.44933;3074.434;-40.53359;-40.86485
53.11787;63.98427;3074.431;-40.18359;-43.44922
55.57109;66.4362;3074.427;-42.57031;-40.79844
55.50198;66.47573;3074.375;-40.54922;-42.42344
55.44224;66.44677;3074.303;-41.175;-39.55547
55.68193;66.39901;3074.295;-43.4375;-40.31172
55.39245;66.38578;3074.28;-39.97344;-40.18516
55.60724;66.37756;3074.273;-41.6664;-37.64375
55.57724;66.38364;3074.267;-38.24375;-41.29219
55.2599;66.34375;3074.19;-39.62266;-43.10547
53.14766;63.95917;3074.114;-41.3625;-39.6625
55.43568;66.36063;3074.072;-36.47656;-42.65547
53.13266;63.93781;3073.971;-37.47344;-43.58828
53.3137;63.94969;3073.951;-38.30547;-37.51563
55.50672;66.46484;3073.944;-41.01406;-40.6
55.38672;66.38797;3073.874;-42.07734;-40.2289
55.32964;66.40401;3073.842;-39.29219;-39.21328
55.43932;66.40729;3073.821;-36.87422;-38.74141
55.64724;66.40115;3073.733;-41.51484;-43.34141
55.50167;66.45557;3073.681;-40.94062;-38.65391
56.39849;67.79761;3073.653;-39.73906;-41.41016
55.48094;66.37453;3073.63;-39.72422;-39.67422
54.72964;65.47271;3073.567;-40.26641;-40.73828
55.37604;66.38276;3073.511;-39.49766;-37.33984
53.13391;63.94333;3073.469;-41.41953;-38.21875
55.37073;66.4064;3073.411;-39.9875;-38.81641
53.18469;63.95542;3073.384;-38.65703;-38.44609
55.50312;66.31469;3073.37;-43.20625;-41.09844
52.99287;63.93734;3073.347;-41.19141;-42.40391
55.80297;66.40208;3073.26;-43.39063;-41.67812
53.06167;63.98245;3073.144;-38.46641;-39.62734
55.37959;66.34906;3073.082;-41.87734;-38.25
53.24505;63.8637;3073.004;-40.6125;-40.73047
55.46401;66.41146;3072.98;-38.90703;-40.15156
55.65615;66.36614;3072.967;-40.21875;-40.60156
55.50807;66.37646;3072.933;-38.51563;-38.51484
55.26094;66.37115;3072.865;-42.65234;-35.60547
53.115;63.94271;3072.787;-41.02813;-38.58828
55.55964;66.36932;3072.787;-38.8961;-41.88515
53.06635;63.92104;3072.694;-42.74844;-39.1375
55.43292;66.42552;3072.648;-40.81719;-41.8625
55.54401;66.48427;3072.368;-37.50781;-37.60469
53.2287;63.94896;3072.302;-39.57891;-39.14063
55.48167;66.35828;3072.297;-36.83594;-40.78359
55.28073;66.39661;3072.275;-38.64453;-42.53281
53.14745;63.92417;3072.274;-38.56641;-40.39531
55.52167;66.36969;3072.16;-39.14531;-40.76719
53.0899;63.96552;3072.154;-40.57109;-36.2375
53.2187;63.96083;3072.147;-40.60547;-41.20469
55.57031;66.39265;3072.122;-44.82969;-40.34844
55.82203;66.97583;3072.114;-37.90234;-39.66797
55.43177;66.36896;3072.103;-38.92891;-40.16797
55.27417;66.34016;3072.093;-42.41953;-42.65391
55.34787;66.45417;3072.006;-39.15234;-37.94922
55.64932;66.4599;3072;-39.57031;-39.19922
55.33755;66.43984;3071.83;-40.07109;-43.13828
53.14292;63.925;3071.809;-40.00391;-39.90391
55.46307;66.33901;3071.757;-37.19922;-42.36172
55.28495;66.34297;3071.738;-40.52344;-39.54922
55.38515;66.42667;3071.438;-37.63906;-40.92812
55.46614;66.39359;3071.334;-39.50938;-40.07813
53.19828;63.94844;3071.318;-37.39063;-38.04922
55.27172;66.38849;3071.278;-40.53594;-38.24219
55.48672;66.38541;3071.258;-40.02344;-40.14141
53.28;63.98271;3071.241;-43.31641;-37.17812
55.64526;66.44662;3071.148;-41.54297;-40.26094
55.34328;66.34474;3071.135;-40.75234;-42.67735
55.60578;66.38416;3071.073;-38.13906;-39.94922
52.99854;63.95547;3071.071;-40.15078;-39.48906
55.18568;66.34156;3071.069;-38.28672;-42.71016
55.09943;66.38557;3071.053;-41.9875;-41.45781
53.10958;63.95573;3071.051;-40.46719;-37.69688
55.35495;66.37948;3071.012;-42.81953;-39.87812
53.22823;63.96927;3071.004;-42.77266;-37.78125
53.17453;63.97031;3070.998;-41.95156;-38.75078
53.15641;63.94526;3070.91;-40.27422;-40.30391
53.13693;63.95864;3070.804;-39.18438;-41.14297
55.3539;66.34635;3070.759;-39.87109;-36.82109
56.30239;67.79761;3070.683;-38.31406;-38.15937
55.26839;66.37885;3070.661;-38.39453;-41.74766
52.74479;63.53765;3070.442;-40.56094;-41.49062
53.26026;63.93661;3070.411;-39.67969;-42.375
55.57854;66.38177;3070.38;-38.87188;-40.24688
55.35844;66.37083;3070.349;-41.30703;-40.56406
55.44677;66.34766;3070.333;-41.4375;-41.17266
55.51771;66.39224;3070.326;-38.87578;-42.13281
52.86469;63.54;3070.272;-40.06641;-37.49297
55.36302;66.39761;3070.267;-41.91875;-41.5211
53.07714;63.92615;3070.256;-40.38203;-38.63047
55.09875;66.36547;3070.181;-38.23672;-38.31797
53.23859;63.97854;3070.174;-37.56562;-38.59687
52.57422;63.52677;3070.107;-42.17735;-44.60156
55.25734;66.31687;3070.084;-42.50156;-40.40859
56.37547;67.80505;3070.075;-36.23281;-41.49141
53.1974;63.97568;3069.982;-40.34687;-39.90547
55.34167;66.33041;3069.865;-40.34609;-40.61719
53.01437;63.94365;3069.86;-37.99844;-40.52813
53.21875;63.9538;3069.8;-39.39922;-40.01094
55.42615;66.34766;3069.764;-39.96953;-40.96328
53.26932;63.97047;3069.632;-38.68125;-36.29375
53.05219;63.9875;3069.52;-41.61875;-42.06641
53.08537;63.95182;3069.383;-40.31172;-41.72813
53.18349;63.96167;3069.383;-38.825;-37.20391
55.51948;66.33839;3069.359;-39.76015;-43.59453
55.15662;66.32552;3069.342;-38.5836;-39.05312
52.80359;63.52458;3069.327;-39.08516;-39.35938
56.3201;67.73422;3069.189;-41.14844;-37.90937
55.48115;66.41255;3069.168;-41.69922;-39.14297
53.06213;63.97688;3069.1;-42.74531;-37.53906
53.11505;63.93224;3069.023;-39.07109;-42.15234
56.23245;67.01006;3069.004;-40.97109;-39.90313
55.54333;66.37994;3068.948;-40.25859;-39.46094
55.58042;66.40625;3068.778;-40.10234;-38.22734
55.25172;66.36448;3068.769;-38.31562;-41.03672
52.81995;63.54156;3068.638;-37.89063;-41.34141
55.46953;66.38042;3068.629;-41.54766;-41.19141
55.79109;66.37474;3068.479;-39.08125;-42.53437
53.11943;63.96687;3068.397;-40.62344;-42.65781
53.06344;63.89292;3068.375;-39.17735;-37.24922
52.76292;63.5612;3068.343;-38.63984;-39.31953
55.6163;66.38229;3068.295;-40.13125;-38.80391
55.27146;66.42328;3068.242;-39.07422;-38.63906
55.09807;66.34115;3068.23;-41.47969;-37.35703
53.03672;63.91651;3068.032;-39.45234;-42.29922
55.80875;66.40677;3068.028;-38.97109;-40.44062
52.82885;63.89885;3068.019;-38.70156;-39.22734
55.42193;66.37797;3067.971;-41.59844;-36.03437
52.89115;63.51786;3067.937;-39.35703;-41.7
53.16589;63.98594;3067.867;-41.60313;-39.04531
53.11964;63.97031;3067.858;-41.44141;-41.72187
55.37516;66.22474;3067.856;-39.85781;-42.43828
55.24443;66.30849;3067.849;-39.72422;-39.15547
55.3676;66.3701;3067.745;-38.73594;-37.71953
55.61917;66.34985;3067.718;-38.575;-42.69062
53.19297;63.9375;3067.713;-40.33437;-38.12109
53.14162;63.95057;3067.67;-39.80703;-40.64141
55.28844;66.31136;3067.535;-40.24531;-39.05078
53.25807;63.93604;3067.527;-36.99297;-40.57969
55.34114;66.32396;3067.454;-42.01328;-39.51719
53.13208;63.93854;3067.323;-39.59922;-38.77734
52.8061;63.49703;3067.12;-41.11719;-40.47578
55.36042;66.36015;3067.072;-42.99766;-37.55156
55.34094;66.37698;3067.03;-41.99609;-36.16563
53.10313;63.97448;3066.996;-38.58594;-40.92891
54.90458;65.43078;3066.976;-41.33281;-40.56562
53.00859;63.93698;3066.938;-39.16563;-38.27187
56.42297;67.86912;3066.841;-42.87812;-41.84063
54.42339;65.44422;3066.835;-41.82265;-39.04453
53.07417;63.9826;3066.525;-43.29375;-41.94375
52.6337;63.56344;3066.45;-38.64531;-41.15937
52.82495;63.52573;3066.393;-39.96797;-39.30781
53.17219;63.96724;3066.37;-38.85469;-39.01484
53.2438;63.92234;3066.34;-42.54375;-39.79688
53.13375;63.93135;3066.216;-43.14844;-41.13047
53.11474;63.98458;3066.155;-39.64063;-40.41328
55.3387;66.36234;3066.124;-41.26719;-41.38281
55.20521;66.38156;3066.091;-37.72656;-40.85781
53.14235;63.94677;3066.064;-39.57109;-38.70937
53.05375;63.93979;3065.998;-40.83594;-41.52969
53.13042;63.98375;3065.866;-37.85313;-39.39922
52.68943;63.49641;3065.854;-38.02656;-41.92656
53.10688;63.97177;3065.786;-39.73672;-38.78281
53.09193;63.95318;3065.739;-39.36953;-39.37031
53.10625;63.95734;3065.633;-40.22187;-38.88672
53.08385;63.93974;3065.633;-39.60781;-39.68203
53.20479;63.95594;3065.602;-39.64766;-37.47266
53.30354;63.90776;3065.583;-41.3336;-41.29922
52.56276;63.49417;3065.542;-38.64531;-36.0414
56.24755;67.79531;3065.541;-37.03125;-38.40391
55.4301;66.36636;3065.499;-43.27344;-44.16953
55.49995;66.37349;3065.467;-41.09531;-38.78125
53.00042;63.9649;3065.405;-39.21016;-43.44453
55.375;66.38844;3065.4;-39.325;-39.03125
52.75338;63.5462;3065.216;-38.2875;-40.89063
53.1126;63.9826;3065.118;-39.7875;-38.11953
55.31688;66.38156;3065.074;-40.82109;-40.26797
55.1811;66.33469;3065.026;-37.89219;-39.40625
53.16766;63.92792;3065.024;-39.8125;-37.25234
52.90162;63.53755;3064.963;-38.58516;-37.94375
53.18068;63.96239;3064.923;-42.13672;-39.70078
55.28542;66.35989;3064.905;-41.91484;-43.175
53.14391;63.93823;3064.834;-40.2914;-39.85078
53.04693;63.9525;3064.79;-39.1875;-42.01406
52.90766;63.92266;3064.762;-42.76953;-41.56016
52.86057;63.5013;3064.614;-40.41484;-40.30938
53.13334;63.96286;3064.52;-40.84687;-40.82969
53.19828;63.91021;3064.517;-37.34219;-40.53516
55.35005;66.35229;3064.505;-37.53203;-38.11953
53.11948;63.93026;3064.481;-33.97266;-39.88515
55.2949;66.36604;3064.362;-40.04922;-40.76563
55.55906;66.31776;3064.31;-41.96406;-41.30547
53.0638;63.9176;3064.288;-38.9586;-39.12969
53.00979;63.94724;3064.288;-42.28672;-39.94141
52.66912;63.52287;3064.262;-38.09453;-39.01953
