K5PC5CH.OP;K5T5_2.PV;K5T18_1.PV;K5F3.PV
54.18302;754.8312;251.6706;3045.746
54.1199;754.188;251.6671;3053.208
54.24109;750.7854;251.6604;3048.752
54.0912;753.8573;251.5862;3042.19
55.49432;754.8719;251.5533;3082.883
54.00146;749.6297;251.5492;3040.328
54.13099;752.9813;251.5423;3042.394
54.05276;753.6307;251.5385;3039.82
55.54688;754.7188;251.52;3078.697
54.01135;751.8094;251.515;3040.077
55.54911;757.8812;251.4967;3090.2
55.57109;755.0948;251.489;3074.427
52.47526;746.0005;251.4773;2922.118
55.42943;756.2021;251.4602;3078.583
55.60578;757.1531;251.4348;3071.073
55.64526;752.2682;251.4215;3071.148
55.70198;758.5568;251.4131;3103.78
55.70479;761.2;251.4125;3098.763
54.24828;756.2635;251.4008;3046.748
55.57677;757.0458;251.4002;3082.76
55.73938;754.9885;251.3998;3080.908
53.98021;751.85;251.3988;3047.986
55.64932;754.4141;251.3865;3072
55.44693;755.0797;251.3819;3077.502
55.66646;759.6;251.3667;3100.632
55.45151;755.1609;251.3429;3054.07
55.15349;753.7198;251.3408;3079.238
55.4387;756.3229;251.3406;3083.26
55.48656;760.7615;251.3387;3095.58
55.54401;756.5807;251.3338;3072.368
55.47276;759.3026;251.3304;3090.473
55.52589;753.2807;251.3304;3056.836
54.12109;753.8443;251.329;3045.904
54.05771;753.0682;251.3229;3040.169
55.93177;758.8354;251.3204;3083.282
55.25021;753.0396;251.319;3059.74
55.51474;756.2245;251.3033;3080.1
55.40635;758.8052;251.3015;3077.315
55.55734;756.7932;251.2971;3079.694
55.62464;752.6193;251.29;3083.007
55.5299;756.7136;251.2725;3080.536
55.4737;756.4703;251.2708;3074.881
55.41927;752.7;251.2692;3076.494
55.46193;758.0646;251.2623;3083.652
55.51724;761.6266;251.2573;3095.594
55.26578;757.2813;251.2531;3082.078
55.73635;756.3958;251.2433;3084.549
55.06052;757.9146;251.2433;3080.132
54.10792;752.0989;251.2413;3043.105
55.42807;756.3109;251.2287;3080.629
52.47016;746.6521;251.2287;2943.043
55.79703;756.7662;251.2252;3076.7
55.18172;754.9828;251.2183;3077.317
55.55823;760.4235;251.2154;3103.512
55.1186;753.1786;251.2148;3076.104
55.33974;755.426;251.211;3075.587
55.45245;755.8156;251.2073;3081.553
55.54713;754.7;251.2069;3086.927
55.64135;760.3344;251.2067;3105.947
55.5901;759.1156;251.206;3080.629
55.51891;757.6661;251.2048;3080.043
55.53667;758.574;251.2033;3084.147
55.40526;754.9099;251.2017;3086.751
55.50198;757.0385;251.2017;3074.375
55.5175;757.301;251.2;3084.235
55.22562;757.2875;251.1996;3082.458
55.4625;758.1667;251.1985;3085.377
55.41677;758.4875;251.1981;3075.421
55.39057;756.5588;251.1948;3090.189
55.52375;755.262;251.1908;3078.319
55.50964;756.0203;251.1852;3084.163
55.55677;757.0354;251.1835;3085.918
55.55214;754.5115;251.1808;3077.671
55.51286;753.7542;251.1794;3080.988
55.55854;756.337;251.1754;3085.163
55.57677;750.8005;251.1723;3080.197
55.50333;753.2078;251.169;3078.737
55.36911;759.1083;251.165;3088.781
55.59464;757.3787;251.1623;3080.774
55.70026;757.6016;251.1604;3076.523
55.65818;754.1682;251.1565;3080.7
55.3987;759.1969;251.149;3082.785
55.4663;756.5438;251.1431;3081.987
54.16073;756.4969;251.1394;3050.99
55.51963;757.7922;251.1392;3086.392
55.50672;754.463;251.1356;3073.944
55.69011;759.3651;251.1304;3076.554
55.34729;755.5964;251.13;3084.073
54.09286;755.1583;251.126;3047.12
55.34787;752.5531;251.1229;3072.006
55.37427;755.4453;251.1135;3090.083
55.33672;755.3302;251.109;3078.975
55.15583;757.4255;251.106;3105.018
55.12365;756.5833;251.1035;3078.205
55.43214;755.111;251.1021;3076.603
54.11255;750.274;251.1021;3043.16
55.24505;754.3834;251.1019;3078.108
55.20687;753.2188;251.1013;3077.961
55.50693;757.0646;251.0983;3080.27
55.62047;755.9385;251.0956;3080.079
55.66563;756.2729;251.0946;3081.47
55.24672;755.4828;251.0877;3082.686
54.10766;754.4291;251.0875;3051.087
55.65615;757.6807;251.0833;3072.967
55.43177;753.9437;251.0825;3072.103
55.29724;757.8135;251.0813;3074.978
55.57125;755.6542;251.0762;3076.182
55.62693;758.2781;251.0725;3080.25
55.20969;757.0203;251.0702;3085.775
55.375;750.2224;251.0692;3065.4
55.50911;754.6802;251.066;3083.968
55.46443;754.4422;251.0617;3078.57
55.13906;755.7005;251.0612;3074.434
55.45922;759.7839;251.0577;3091.784
55.33167;758.7781;251.056;3086.05
55.74682;758.4011;251.0546;3077.732
55.55198;760.5115;251.0542;3079.007
54.03386;754.3135;251.05;3042.12
55.57672;754.8531;251.0494;3082.81
55.58151;756.3885;251.0477;3075.224
55.55969;758.9031;251.041;3105.5
55.33417;758.3406;251.04;3089.734
55.66193;757.3312;251.0398;3087.381
55.43005;757.5261;251.0396;3090.592
55.3913;754.949;251.0367;3078.218
55.50167;754.4849;251.0358;3073.681
55.67901;758.1172;251.0306;3084.465
55.60386;756.0927;251.0229;3079.207
55.31958;759.0385;251.0163;3086.305
55.3676;757.938;251.0115;3067.745
55.43114;755.6417;251.0079;3074.487
55.56739;756.888;251.0067;3083.621
55.42422;758.7646;251.0065;3081.098
55.68943;757.0745;251.006;3085.205
55.50865;758.6302;251.0052;3077.945
55.46917;756.1698;251.0023;3075.901
55.60844;757.1188;251.001;3086.771
55.22354;755.2531;250.9992;3080.302
55.55729;756.5714;250.999;3080.988
55.3812;755.588;250.9981;3076.693
55.48906;757.8859;250.9969;3079.512
55.69021;755.2505;250.994;3095.583
55.37604;757.5292;250.9933;3073.511
55.39;757.475;250.991;3085.696
55.56229;755.0073;250.9904;3090.6
55.54818;753.7521;250.9896;3082.495
55.21479;758.3386;250.9854;3082.587
55.4588;756.874;250.9835;3079
55.58916;754.6755;250.9819;3087.798
55.69307;755.5349;250.9812;3075.815
55.52964;755.5068;250.9806;3083.264
55.31688;755.3094;250.9798;3065.074
55.59557;756.5917;250.9762;3082.862
55.21792;753.0432;250.975;3074.802
55.48302;756.5541;250.9738;3087.102
55.40213;757.7516;250.9723;3086.204
55.45922;760.5573;250.9696;3109.363
55.46766;756.0797;250.9692;3079.81
55.39495;755.2338;250.964;3079.43
55.57953;756.674;250.9633;3087.743
55.45599;755.9833;250.9633;3081.189
55.44917;756.264;250.9619;3080.773
55.8725;760.2714;250.9581;3082.877
55.54083;756.5432;250.9579;3081.509
55.44896;754.0276;250.9565;3082.438
55.41026;759.4036;250.9544;3077.024
55.57724;758.5099;250.951;3074.267
55.59031;756.8854;250.9467;3076.588
55.46614;756.8792;250.9381;3071.334
55.58172;756.788;250.935;3085.941
55.79083;753.7193;250.9344;3078.581
55.33755;754.988;250.9342;3071.83
55.45458;754.7427;250.9333;3082.315
55.59589;754.8688;250.9288;3081.343
55.45839;757.7932;250.9285;3087.174
55.58042;751.7344;250.9238;3068.778
55.68193;755.8568;250.9229;3074.295
55.57833;755.126;250.9227;3081.558
55.73875;758.913;250.9223;3076.225
55.43636;758.9068;250.9219;3078.39
55.36323;757.3677;250.9181;3085.367
55.38036;755.262;250.9177;3076.303
55.67026;757.0115;250.9165;3079.16
55.31511;754.3495;250.9148;3078.595
55.55969;755.3964;250.9142;3092.23
55.41047;756.2521;250.9092;3078.899
55.46786;756.5193;250.9058;3083.148
55.34167;755.687;250.9033;3069.865
55.48115;756.1099;250.9019;3069.168
55.10729;753.4042;250.9017;3093.37
55.51609;755.8031;250.9015;3080.769
55.3887;757.8021;250.9006;3089.915
54.07667;753.35;250.9004;3038.602
55.34167;756.737;250.8994;3086.318
55.30693;754.9849;250.8958;3083.656
55.55516;754.6713;250.8952;3076.449
55.20083;756.3682;250.8938;3081.447
55.35021;755.4969;250.8865;3082.892
55.54521;756.6271;250.8852;3075.279
55.36422;758.1713;250.8846;3084.264
55.38672;754.4078;250.8833;3073.874
55.61917;753.9693;250.8831;3067.718
55.37318;757.8927;250.8794;3091.555
55.20406;755.6453;250.8773;3087.323
55.36068;758.5547;250.8771;3083.101
55.26094;754.4432;250.8662;3072.865
55.32484;754.6745;250.8583;3078.376
55.44677;755.6354;250.856;3070.333
55.43328;757.1396;250.8554;3076.71
55.40818;758.0162;250.8498;3076.976
55.38245;757.6453;250.846;3086.18
55.45401;759.1229;250.8454;3090.002
55.38515;751.2391;250.8454;3071.438
55.56443;760.313;250.8438;3101.577
55.57854;757.6755;250.8392;3070.38
55.30099;758.9281;250.8385;3081.433
55.3539;750.4114;250.8321;3070.759
55.35781;755.476;250.83;3078.516
55.5913;754.5302;250.8285;3074.615
55.59896;757.2615;250.8246;3086.351
55.54724;758.3349;250.824;3081.454
55.72313;757.7885;250.8233;3081.135
55.55792;759.1016;250.8227;3086.185
55.5825;755.6213;250.8198;3080.995
55.25901;758.3292;250.8148;3082.011
55.56292;754.9724;250.8142;3081.204
55.22255;753.187;250.8125;3075.078
55.58302;753.7714;250.8121;3085.264
55.69427;754.4797;250.8115;3077.313
55.25734;754.2557;250.8112;3070.084
55.54719;756.9526;250.8092;3090.631
55.37959;756.9276;250.8087;3073.082
55.47458;756.3229;250.8062;3087.701
55.35677;756.5989;250.8038;3090.017
55.7249;755.6755;250.8033;3078.545
55.50089;757.687;250.8002;3087.439
55.63448;756.1297;250.7998;3074.687
55.53125;760.0839;250.7967;3086.137
55.57964;756.6547;250.7946;3081.259
55.32354;755.2015;250.7944;3080.547
55.27146;755.3073;250.794;3068.242
55.35729;756.4479;250.7892;3083.471
55.6186;754.0458;250.7881;3079.162
55.38427;756.9537;250.7863;3081.536
55.56953;753.9432;250.7821;3079.222
55.49729;755.6896;250.7814;3083.691
55.79109;755.3958;250.7781;3068.479
55.58505;757.0062;250.7752;3076.3
55.43292;757.6682;250.7744;3072.648
55.48646;758.8088;250.7673;3075.258
55.49057;755.7203;250.7667;3079.088
55.4164;756.326;250.7652;3077.862
55.52156;755.0094;250.7646;3079.069
55.55141;752.0443;250.7644;3085.921
55.16354;756.1479;250.7637;3079.689
55.28073;754.7495;250.7608;3072.275
55.52141;756.3729;250.76;3080.558
55.7163;760.8531;250.7592;3084.398
55.35844;757.5568;250.7583;3070.349
55.43323;753.5557;250.7583;3063.896
55.52422;758.7365;250.7573;3086.317
55.43489;757.6057;250.7554;3087.3
55.43057;753.4338;250.7504;3081.457
55.55443;757.0917;250.7475;3078.66
55.625;755.4443;250.7467;3080.642
55.55906;758.6104;250.7452;3064.31
55.63307;757.0541;250.745;3074.958
55.34094;752.8792;250.7433;3067.03
55.20521;753.287;250.7433;3066.091
55.48167;757.3489;250.7394;3086.275
55.37073;754.913;250.7385;3073.411
55.46375;754.7391;250.735;3076.912
55.52245;758.3615;250.7346;3084.456
55.67719;758.8922;250.7342;3083.295
55.43932;756.5938;250.7317;3073.821
54.16412;754.0385;250.731;3031.144
55.61021;754.6505;250.7306;3075.973
55.71011;758.6682;250.7302;3090.205
55.47359;756.2125;250.7283;3082.516
55.6326;757.138;250.7242;3079.429
55.54047;755.8677;250.7235;3076.028
55.10245;754.4063;250.721;3076.747
55.23104;755.8333;250.7208;3079.817
55.36302;754.9026;250.7202;3070.267
55.53005;758.5656;250.7192;3080.524
55.51729;754.1849;250.7171;3078.075
55.58229;756.0062;250.7148;3083.229
55.4662;755.4693;250.7081;3088.516
55.67641;758.6474;250.7079;3081.967
55.21349;756.1557;250.7073;3083.129
55.80297;755.9755;250.7073;3073.26
55.32589;755.2823;250.7071;3074.827
55.57802;759.1396;250.7038;3090.88
55.39995;755.6969;250.7038;3081.935
55.52141;759.2495;250.7012;3080.16
55.30984;754.8896;250.7006;3082.094
55.44224;758.7219;250.6973;3074.303
55.50182;757.5276;250.6952;3088.528
55.49089;755.9896;250.6938;3084.617
55.46391;755.7089;250.6875;3084.601
55.72818;757.7203;250.6854;3078.629
55.52666;754.1536;250.6798;3112.217
55.52;760.3729;250.6785;3088.919
55.53838;756.2229;250.6767;3082.279
55.52271;758.6281;250.6752;3078.227
55.39245;754.9235;250.6744;3074.28
55.13906;755.5104;250.6735;3079.76
55.43495;758.2141;250.6727;3078.8
55.61422;755.9245;250.6694;3081.986
55.4301;756.8615;250.6685;3065.499
55.80698;758.9531;250.6679;3086.8
55.35167;751.5823;250.6679;3079.453
55.59969;754.3406;250.6656;3086.096
55.77422;754.6964;250.6588;3078.622
55.48167;752.7047;250.6575;3072.297
55.14755;756.9453;250.6573;3076.414
55.39781;752.7698;250.6571;3079.014
55.27172;754.9838;250.6569;3071.278
55.57031;756.7292;250.656;3072.122
55.64099;756.0724;250.6554;3041.516
55.64974;757.9656;250.6521;3083.288
55.38562;753.637;250.6512;3062.752
55.6;758.9625;250.6487;3077.371
55.46542;759.3672;250.6477;3093.184
55.64797;758.7443;250.6444;3082.338
55.6112;756.299;250.6442;3077.709
55.43568;753.8666;250.6421;3074.072
55.35417;756.5224;250.6413;3084.425
55.1811;749.6672;250.6408;3065.026
55.69552;757.6974;250.635;3078.794
55.6375;757.7422;250.6344;3084.572
55.29734;755.6604;250.6335;3085.541
55.57755;758.1729;250.6319;3092.728
55.49229;756.5709;250.6306;3080.609
55.5724;760.3682;250.63;3075.166
55.59005;757.5234;250.6285;3084.212
55.65182;756.4099;250.6277;3075.124
55.79708;756.6974;250.6263;3082.697
55.27781;755.0573;250.6252;3083.444
55.73453;754.324;250.621;3086.844
55.55536;758.9219;250.6192;3074.882
55.38073;757.9021;250.6144;3079.442
55.56036;755.0485;250.6125;3081.537
55.34771;755.4656;250.6119;3079.744
55.60219;757.7333;250.6119;3077.87
55.5574;756.576;250.6108;3080.108
53.99943;751.8255;250.6052;3030.435
55.39682;756.7656;250.6029;3090.876
55.32245;757.2578;250.6027;3079.423
55.49177;756.1401;250.5998;3088.25
55.37078;756.2422;250.5977;3078.925
55.87047;756.9995;250.596;3083.469
55.65047;757.4005;250.5952;3088.189
55.35266;755.8052;250.5942;3077.607
55.6163;757.6229;250.5939;3068.295
55.62943;757.3682;250.5925;3080.118
55.49005;756.626;250.5904;3075.828
55.3387;756.8573;250.5819;3066.124
55.51948;754.2682;250.57;3069.359
55.49599;757.1099;250.5692;3081.155
55.07443;753.8052;250.5683;3077.75
55.57255;758.5057;250.5663;3080.649
55.46401;757.9823;250.5625;3072.98
55.42427;753.6057;250.5592;3084.558
55.60365;757.163;250.5579;3082.38
55.55995;756.5839;250.5579;3078.413
55.91302;758.1729;250.5558;3082.029
55.18641;754.1823;250.5552;3080.95
55.3774;757.9302;250.549;3082.113
55.64724;751.4771;250.5485;3073.733
55.40536;754.0135;250.5483;3078.653
55.52636;759.2073;250.5471;3076.525
55.4076;756.4646;250.5448;3079.636
55.46271;756.0068;250.541;3083.676
55.55964;753.7495;250.5408;3072.787
55.44323;756.2797;250.539;3077.2
55.57057;753.1094;250.5371;3079.387
55.51109;754.5886;250.5369;3083.433
55.51667;754.0271;250.5356;3078.211
55.6912;760.5943;250.5317;3091.085
55.42615;753.8438;250.529;3069.764
55.52167;755.0656;250.5277;3072.16
55.47443;754.2432;250.5256;3076.992
55.36958;756.6339;250.5235;3081.501
55.47479;759.9255;250.5231;3076.625
55.57224;755.4052;250.5073;3084.118
55.71094;757.0787;250.5056;3079.018
55.475;756.1807;250.5042;3075.375
55.26458;753.8203;250.5033;3061.282
55.42136;753.6182;250.4954;3085.746
55.36042;755.0062;250.4856;3067.072
55.37057;756.6667;250.4763;3085.461
55.43073;759.6302;250.4731;3084.24
55.40469;756.2584;250.4725;3079.364
55.6013;754.7537;250.4723;3075.877
55.37083;755.4599;250.4652;3077.374
55.52208;755.8271;250.4579;3078.093
55.51313;757.4734;250.4573;3083.897
55.50604;757.0474;250.4558;3079.791
55.16792;754.7015;250.4525;3076.462
55.14672;754.9005;250.4467;3088.572
55.25844;753.7562;250.4448;3084.249
55.44453;758.7037;250.4446;3085.834
55.42193;757.4401;250.4423;3067.971
55.49792;753.6557;250.4404;3081.548
54.12594;754.9266;250.4396;3030.32
55.30927;755.5709;250.439;3083.55
53.3137;759.2266;250.4381;3073.951
53.10688;758.1713;250.4302;3065.786
55.21922;753.1823;250.4235;3075.225
55.51208;757.051;250.4177;3088.166
55.30047;750.4515;250.4142;3081.438
55.34328;754.1427;250.4133;3071.135
55.57828;755.9276;250.4127;3076.617
55.71365;755.525;250.4092;3084.814
55.09875;755.388;250.4088;3070.181
55.35151;757.2985;250.4085;3088.336
55.44807;757.4568;250.4077;3076.149
55.45797;752.5922;250.3975;3083.454
53.13042;759.3896;250.3975;3065.866
52.58776;740.2255;250.3952;2876.666
55.31359;754.9297;250.3944;3082.078
55.98208;762.3859;250.3927;3159.176
55.64552;757.2141;250.3921;3082.931
55.36656;756.986;250.3846;3077.486
55.755;756.5594;250.3779;3076.112
55.47005;758.4114;250.3777;3077.177
55.45089;754.0823;250.3744;3083.208
55.74703;757.012;250.3744;3082.865
55.63005;757.1516;250.3729;3079.902
55.52417;756.5964;250.3648;3088.925
55.78318;759.5021;250.3615;3078.302
55.60812;758.6135;250.356;3080.53
55.61438;754.8818;250.35;3079.958
55.09807;755.5162;250.3429;3068.23
55.51333;752.6396;250.3427;3085.886
55.49776;755.376;250.3402;3079.475
55.57005;757.0859;250.34;3082.597
55.57312;751.1365;250.3394;3082.636
54.13276;752.2391;250.3377;3028.353
52.5187;745.3834;250.3377;2906.974
53.00042;758.662;250.3306;3065.405
55.50547;755.7188;250.33;3078.769
55.65115;756.7214;250.3275;3079.241
55.44177;756.575;250.3275;3075.265
55.4826;756.2552;250.3179;3081.563
55.40531;755.4786;250.3177;3075.573
55.20031;754.7698;250.3165;3044.663
55.4574;758.2109;250.315;3080.699
55.4439;756.7172;250.3125;3087.784
53.18469;758.1906;250.309;3073.384
55.46328;756.1891;250.3073;3077.848
55.24203;757.2021;250.296;3063.746
55.28495;756.5037;250.295;3071.738
55.61625;756.1172;250.2937;3087.802
55.60724;757.4604;250.2933;3074.273
55.60693;757.6198;250.2829;3086.555
55.37135;754.6573;250.2746;3077.983
55.57729;756.9948;250.2742;3080.766
55.33511;754.3287;250.2692;3080.802
52.99854;757.624;250.2679;3071.071
55.29802;754.9906;250.2625;3081.683
55.35495;756.3974;250.2592;3071.012
55.73037;757.8234;250.2525;3085.371
55.3326;754.0682;250.2496;3080.679
53.12927;755.6229;250.2494;3062.968
55.81604;756.1;250.2475;3084.619
55.4862;756.8474;250.244;3077.884
55.71479;756.1646;250.2381;3087.141
55.53896;757.9297;250.2327;3080.257
53.95505;752.4515;250.2225;3026.112
55.56266;756.0146;250.2223;3080.794
55.7599;758.9865;250.2188;3081.638
53.13411;759.7391;250.2154;3063.764
55.47953;755.0615;250.2098;3085.309
53.2026;757.8505;250.1983;3062.413
55.15662;754.7104;250.1879;3069.342
55.22245;755.0021;250.1871;3077.373
55.60552;756.2828;250.1821;3079.485
55.17641;752.7854;250.1806;3079.738
55.48094;756.351;250.1769;3073.63
55.27417;753.6437;250.1742;3072.093
55.63443;756.7255;250.1731;3060.906
55.41359;756.5146;250.1727;3090.325
53.15906;759.7453;250.1679;3057.633
55.48672;755.7599;250.166;3071.258
55.34114;754.3047;250.1627;3067.454
55.62151;758.049;250.1519;3078.286
55.50807;754.5583;250.1496;3072.933
55.5837;755.3292;250.1469;3078.847
55.35005;755.2333;250.1392;3064.505
55.46526;754.4797;250.1354;3082.363
54.11323;754.9052;250.1335;3037.728
55.43443;754.6057;250.1329;3075.73
53.19141;760.675;250.1304;3061.732
53.1974;757.7708;250.1279;3069.982
53.2438;757.7875;250.1227;3066.34
55.39104;756.111;250.0542;3057.236
53.26932;761.1912;250.0375;3069.632
53.24505;757.9698;250.025;3073.004
55.2599;753.5448;249.9994;3074.19
55.4924;752.2974;249.9715;3054.783
53.15641;758.7271;249.97;3070.91
55.53765;753.8292;249.9631;3054.174
54.06953;752.6791;249.9433;3032.691
53.10005;758.013;249.9342;3061.801
53.0899;758.2078;249.9321;3072.154
52.95557;756.6448;249.9267;3061.102
53.2187;757.5646;249.9215;3072.147
55.48573;756.7219;249.9142;3080.987
53.11474;756.8958;249.9127;3066.155
55.4749;757.9109;249.9004;3080.77
53.05219;757.6547;249.8967;3069.52
55.50365;752.3302;249.889;3043.653
53.17453;758.2849;249.8831;3070.998
53.03672;755.7906;249.8825;3068.032
53.14375;757.8588;249.8737;3058.616
55.26839;756.7338;249.871;3070.661
55.52365;757.113;249.8671;3081.301
55.32292;756.176;249.8404;3084.619
55.73146;759.8214;249.8204;3080.258
55.17109;754.2266;249.8127;3045.841
52.63536;743.6437;249.794;2911.803
54.00297;755.1094;249.7931;3031.461
55.42224;755.601;249.7908;3084.341
55.24443;755.1646;249.7825;3067.849
55.72562;754.4755;249.7823;3082.092
55.60146;759.2584;249.7733;3088.268
53.10313;760.0172;249.7683;3066.996
55.50005;758.4891;249.755;3082.008
55.48265;755.0109;249.716;3087.704
55.57568;758.1448;249.715;3079.117
53.14162;757.2995;249.7148;3067.67
52.64854;755.3276;249.7135;3055.945
53.0638;755.8172;249.7112;3064.288
55.18568;752.7667;249.709;3071.069
55.63547;754.2521;249.7073;3079.977
53.23859;760.9667;249.7012;3070.174
54.98755;751.1172;249.7012;3054.268
55.31667;754.1469;249.6958;3082.602
52.60771;758.6146;249.6923;3077.161
53.18411;756.1193;249.6842;3063.941
55.49927;754.6885;249.6687;3054.263
53.22823;760.3474;249.661;3071.004
55.43594;751.913;249.6556;3060.471
55.37099;754.3417;249.6483;3063.088
53.05375;757.4807;249.6438;3065.998
55.46307;751.4323;249.6421;3071.757
52.82495;757.1104;249.6373;3066.393
55.53578;752.8917;249.6252;3061.79
53.13693;756.0833;249.6208;3070.804
53.18068;758.624;249.619;3064.923
55.49995;754.1198;249.6185;3065.467
53.10271;757.9057;249.5933;3062.665
53.01437;758.2776;249.5904;3069.86
55.33651;755.2906;249.5877;3058.811
52.50281;739.6083;249.5829;2844.924
55.52255;756.9526;249.5825;3082.05
55.61177;758.6724;249.5771;3075.614
52.7324;754.9354;249.5706;3053.055
55.80875;758.9906;249.5648;3068.028
52.73375;756.9151;249.5648;3054.802
52.73672;760.0563;249.5621;3046.419
55.73265;755.3568;249.555;3089.529
53.28;760.9979;249.5513;3071.241
53.13375;757.6099;249.5481;3066.216
52.99026;755.9786;249.5444;3059.276
52.90162;760.7589;249.5406;3064.963
