K5LCV1I.PV;K5F5.PV
44.44;32.34788
45.6075;32.34791
45.01031;32.34836
45.30719;32.34837
45.99375;32.34881
43.64687;32.34958
45.62094;32.34958
45.61125;32.34995
45.12;32.35014
45.83562;32.35039
46.53156;32.35061
43.96;32.35084
44.61969;32.35107
45.11281;32.35128
45.65688;32.35173
46.34219;32.35174
44.8225;32.35194
45.35812;32.35196
44.445;32.35218
45.41969;32.35299
44.68937;32.35368
44.20531;32.3539
45.08156;32.35396
44.93844;32.35399
46.33594;32.35461
45.63562;32.35486
45.83344;32.35489
45.48563;32.35511
45.74812;32.3553
45.99406;32.35532
44.93531;32.35578
45.87969;32.35622
44.47656;32.35623
45.46969;32.35623
45.28687;32.35645
45.73438;32.35733
44.59438;32.35757
45.61219;32.35799
43.96094;32.35823
44.32438;32.3587
45.27813;32.35938
45.53188;32.35961
45.22406;32.35988
45.60563;32.36005
46.7325;32.36025
46.68344;32.36116
44.10938;32.36176
44.26313;32.36246
45.44437;32.36251
43.84656;32.36321
45.61969;32.36341
44.95438;32.36364
44.71781;32.36451
46.11406;32.36486
45.09406;32.36566
45.24781;32.36612
43.78938;32.36656
45.28875;32.3668
45.79562;32.36701
45.13656;32.3677
45.425;32.36852
43.74969;32.36877
44.6075;32.36882
44.94219;32.36901
45.04281;32.36905
44.61844;32.36946
45.81313;32.36971
44.6325;32.37016
45.07813;32.37104
45.29562;32.37128
45.77687;32.37128
45.49688;32.37173
44.95094;32.37241
43.85813;32.37323
45.61031;32.37354
45.46469;32.37375
45.85812;32.37418
44.69094;32.37444
45.04;32.37459
46.67344;32.37576
45.08187;32.37579
46.48625;32.37592
45.39031;32.37645
45.56344;32.37659
45.11219;32.37757
44.40125;32.3798
44.62656;32.37982
45.49281;32.38005
45.80031;32.38027
46.48875;32.3805
44.72219;32.38094
45.49031;32.38096
44.75281;32.38208
45.12531;32.38231
45.46688;32.38272
45.07531;32.38275
46.34469;32.38275
44.15156;32.38381
44.64031;32.38402
44.77406;32.38404
47.50813;32.38432
43.70937;32.38498
44.6125;32.38499
45.51094;32.38544
46.73906;32.38584
45.085;32.38656
43.55719;32.387
44.64719;32.38701
43.18531;32.38723
44.98125;32.38724
45.33812;32.38725
44.62656;32.38768
46.67844;32.38769
45.77813;32.38812
44.95;32.3886
44.67906;32.38924
45.84969;32.38972
46.49875;32.39058
44.62531;32.39083
44.695;32.39127
46.89531;32.3917
46.23938;32.39217
46.26469;32.39285
43.02375;32.39308
44.39375;32.3935
44.78437;32.39352
45.29906;32.39352
45.79406;32.39353
46.10688;32.39398
43.66406;32.3942
45.61406;32.39433
45.47156;32.39464
45.2275;32.39555
45.84375;32.39577
45.66625;32.3962
45.58437;32.39638
46.88781;32.39688
44.62969;32.39735
45.44969;32.39735
44.60156;32.39777
45.80969;32.3978
43.92125;32.39825
45.85656;32.39833
44.62031;32.39847
46.09938;32.39869
45.8425;32.39959
46.02344;32.40025
46.66687;32.40071
46.09531;32.40089
44.78687;32.40139
45.03281;32.4015
46.13781;32.40184
43.58656;32.40203
43.8525;32.40226
44.8425;32.40228
45.44688;32.40228
46.09937;32.40229
45.70562;32.40335
44.08031;32.4036
44.25031;32.4036
45.57188;32.40361
44.79344;32.40398
44.69;32.40453
45.51062;32.40453
46.1975;32.40474
44.68187;32.40516
45.52562;32.40565
45.57719;32.40604
44.29125;32.40691
46.88906;32.40696
44.92719;32.40807
45.6975;32.40809
45.64531;32.40922
45.57813;32.40947
46.20625;32.40968
46.89656;32.40969
46.26875;32.41037
44.64063;32.41126
46.90344;32.41129
45.28031;32.41148
46.06625;32.41193
45.86531;32.41235
44.44563;32.41259
45.22219;32.41261
45.79531;32.41283
44.75719;32.41351
46.76625;32.41372
45.98906;32.41408
45.03688;32.41418
46.07875;32.41462
44.61625;32.41531
46.82719;32.41551
45.69781;32.41598
45.95781;32.41617
44.83344;32.41657
46.45156;32.41794
46.92;32.418
46.76625;32.41861
46.73875;32.41867
45.82031;32.41932
44.81969;32.41979
45.95187;32.41985
45.51937;32.42091
45.88031;32.42113
45.69219;32.42134
45.82906;32.42159
45.51469;32.42226
45.94719;32.42284
44.69531;32.42402
44.3375;32.42502
44.9675;32.42517
46.59219;32.42567
44.46219;32.42607
45.04781;32.42714
44.89844;32.42735
45.2625;32.42808
45.50781;32.42809
45.47281;32.42875
43.95937;32.42944
44.52906;32.42944
45.26281;32.42964
45.80031;32.43033
45.36438;32.43119
45.03875;32.43169
45.4925;32.43277
44.38406;32.43325
45.82094;32.43393
46.55563;32.43437
43.8625;32.43571
45.33937;32.43592
45.18531;32.43593
43.71219;32.4366
45.25844;32.43668
45.51344;32.43682
44.71625;32.43725
45.78375;32.43745
44.5225;32.43771
45.81187;32.4379
45.80719;32.43858
44.05719;32.43864
45.235;32.43908
45.82906;32.43921
44.81125;32.4393
44.96688;32.43975
44.38625;32.44064
46.8925;32.44065
44.92344;32.44178
46.8875;32.4422
44.50468;32.44355
43.42625;32.44392
44.79062;32.44399
45.79156;32.44422
46.89594;32.44467
44.66469;32.44578
46.26375;32.44624
43.54656;32.44715
45.36969;32.44736
46.88062;32.44738
45.28906;32.4478
44.62563;32.44827
45.7925;32.44894
44.65344;32.4496
45.29344;32.44985
46.87844;32.45007
44.35313;32.45117
45.95;32.45229
45.51031;32.4523
45.04875;32.45252
44.31656;32.45292
44.79906;32.45297
44.86125;32.45319
45.57312;32.45366
44.44656;32.45407
43.70469;32.45428
45.52813;32.4543
45.06562;32.45454
45.14188;32.45455
45.20406;32.45476
45.8575;32.45477
46.20375;32.45478
45.34031;32.45543
46.765;32.45591
45.56812;32.45612
44.64063;32.45656
45.99375;32.45699
43.89094;32.45745
45.30281;32.45809
45.98094;32.4581
44.90688;32.45814
46.11531;32.4583
44.91188;32.45859
45.47594;32.45879
45.69563;32.45901
45.25156;32.45947
43.68375;32.45966
45.52657;32.45971
46.005;32.45993
46.52063;32.46083
45.14906;32.46147
46.50875;32.46189
46.89625;32.46195
44.95719;32.46302
46.76219;32.46306
44.75594;32.4635
44.79844;32.46395
44.74313;32.46437
44.91406;32.46442
45.84063;32.46463
45.23312;32.46519
45.14563;32.46531
45.36375;32.46613
44.90313;32.46685
45.24;32.46732
46.51438;32.46733
44.49187;32.46808
44.91344;32.46822
44.48687;32.46865
46.55938;32.46871
43.44406;32.46957
44.34187;32.46967
44.37812;32.47023
45.00312;32.47043
45.49219;32.4709
43.87906;32.47135
45.70406;32.47157
46.19781;32.47157
45.00563;32.47179
45.14625;32.47202
46.7575;32.47247
44.91438;32.47268
45.34875;32.47303
44.90812;32.47337
45.81437;32.47338
46.05312;32.47382
44.68125;32.47494
46.51469;32.47516
44.56469;32.47539
45.33156;32.47671
45.42594;32.47673
44.98031;32.47821
45.69812;32.4783
45.06562;32.47905
45.78625;32.47964
44.50031;32.48007
44.81219;32.48051
45.10281;32.48054
44.37344;32.48122
43.9875;32.48188
45.80656;32.48207
45.52531;32.48222
45.61531;32.48254
45.705;32.48317
44.90531;32.48322
45.35844;32.48367
45.82406;32.48388
46.88969;32.48412
45.82344;32.48412
45.235;32.48457
44.35594;32.48545
45.57125;32.48629
46.57781;32.48658
45.57844;32.4887
45.69906;32.48882
44.23844;32.48905
45.42531;32.48972
45.61813;32.49015
43.77813;32.49036
43.805;32.49038
45.62469;32.49058
46.05625;32.49106
46.26719;32.49128
46.76594;32.49166
44.76437;32.49196
43.90937;32.49241
45.82719;32.49284
46.20469;32.49353
44.04875;32.49484
44.69406;32.49506
45.30375;32.49553
46.59625;32.49598
45.37812;32.49643
45.99437;32.49687
44.34938;32.49732
45.26937;32.49778
44.46781;32.49867
45.14375;32.49935
45.72625;32.5
46.58937;32.50024
45.34656;32.5011
44.18594;32.50202
44.945;32.50247
46.03969;32.50292
46.13313;32.50312
45.82781;32.50357
47.27219;32.50375
46.13437;32.50471
46.33656;32.50503
44.31625;32.50515
44.79281;32.50551
45.16406;32.50625
46.80969;32.50737
44.51875;32.50829
44.89781;32.50829
45.35875;32.5085
45.93469;32.50895
46.12469;32.50919
44.65125;32.51053
45.38125;32.51075
46.205;32.51086
44.81125;32.51187
44.80594;32.51233
46.33594;32.51254
44.68531;32.51271
44.46938;32.51313
45.33313;32.5134
45.40688;32.51389
46.54031;32.51434
44.62625;32.51521
45.50187;32.51588
45.17812;32.51608
45.99844;32.51655
44.36813;32.51744
45.8225;32.51746
45.57969;32.51814
45.47375;32.51832
44.69344;32.51878
44.7875;32.51902
45.71031;32.51924
44.86;32.52035
45.60938;32.52059
45.70625;32.52168
45.13562;32.52259
45.99562;32.52281
46.79531;32.52284
45.49062;32.52369
46.515;32.52372
46.13156;32.52396
44.37656;32.52416
45.60656;32.52418
45.72625;32.5244
44.49687;32.52485
45.83156;32.52504
44.70031;32.52575
44.81469;32.52596
44.77281;32.52618
44.96062;32.52619
45.80281;32.52662
45.36813;32.52665
43.97719;32.52788
44.05719;32.52794
44.50969;32.52796
46.015;32.52821
46.02281;32.5284
44.30219;32.52887
45.82031;32.52931
45.4925;32.52953
44.8025;32.53111
44.79094;32.53156
45.18375;32.5324
45.99688;32.53266
46.06875;32.53268
45.82844;32.53335
44.64219;32.53378
45.17531;32.53384
45.83125;32.53419
44.955;32.53424
45.53719;32.53489
45.56344;32.53511
45.66312;32.53532
46.81594;32.53533
44.37625;32.53579
44.38062;32.5358
46.05812;32.5367
44.07875;32.53735
44.65875;32.53757
45.72813;32.53804
44.79719;32.53915
45.41;32.53956
46.02438;32.53959
46.02219;32.54068
44.8975;32.54116
43.9175;32.54162
46.26031;32.54178
46.33469;32.54192
45.30906;32.54207
44.58625;32.54271
45.49219;32.54296
46.01687;32.54317
44.37312;32.54361
44.81469;32.54361
45.33062;32.54385
46.13094;32.54417
45.82094;32.54442
44.89938;32.54474
45.50875;32.54475
43.70313;32.54604
44.37563;32.54698
45.07531;32.54699
46.02813;32.5476
45.1125;32.54808
44.10906;32.54832
44.29313;32.54853
46.12968;32.54877
44.58781;32.54895
45.69688;32.54899
46.01594;32.549
46.12031;32.54942
46.74937;32.54969
45.22094;32.55047
45.05656;32.55106
45.95812;32.55151
46.0125;32.55278
46.33187;32.55279
45.19219;32.55324
46.76906;32.55367
46.80782;32.55389
44.80625;32.55457
44.82406;32.55478
45.62218;32.55481
46.06781;32.55547
45.47125;32.55636
44.83906;32.55748
46.025;32.55791
45.35781;32.55838
44.37188;32.55882
46.66813;32.55911
44.74781;32.56035
46.13969;32.56129
46.13156;32.56172
43.63656;32.5637
46.01563;32.56372
44.08688;32.56396
46.23188;32.56421
46.80656;32.56462
46.02187;32.56487
45.14594;32.56555
45.46781;32.56589
43.96125;32.56597
44.16093;32.56638
44.83688;32.56684
44.59406;32.56707
45.34531;32.56709
44.54625;32.56754
45.99219;32.56821
44.11531;32.56886
44.5925;32.56887
45.26906;32.56887
44.80531;32.56975
45.05844;32.57043
43.75282;32.57132
46.02219;32.57155
44.68656;32.57177
45.06156;32.57178
46.06625;32.57242
46.50906;32.57243
45.29281;32.5729
45.69812;32.57312
44.81094;32.57333
46.02469;32.57357
44.70375;32.57401
44.53094;32.57491
45.99062;32.57597
45.39063;32.57622
44.14;32.57803
44.68344;32.57824
44.16531;32.57932
46.02594;32.57937
45.61875;32.5798
45.06532;32.58004
44.59687;32.5816
46.02063;32.5816
46.0275;32.58161
44.69531;32.58228
44.8475;32.58273
45.57563;32.58294
45.66406;32.58352
44.05344;32.58382
45.8575;32.58384
45.48125;32.58516
44.42219;32.58598
47.04625;32.58652
43.91063;32.58917
46.04531;32.58942
45.79063;32.58982
45.47125;32.59115
45.48875;32.59118
44.82375;32.59159
44.90375;32.59163
44.59063;32.5923
44.9475;32.59246
43.91375;32.59254
46.02531;32.59254
45.78594;32.59261
45.77031;32.59399
46.01;32.59433
43.88813;32.59499
45.29625;32.59499
46.3275;32.59541
45.73438;32.59611
46.97281;32.59614
46.08281;32.59659
47.325;32.59723
45.08375;32.59763
44.69406;32.59768
45.27031;32.59834
45.61281;32.59835
44.69719;32.5988
43.62031;32.59924
43.71062;32.59958
43.91063;32.59984
46.02031;32.60058
43.90969;32.60102
46.23031;32.60125
44.58937;32.60214
44.89344;32.60214
44.775;32.60279
43.79719;32.60298
45.61281;32.60322
45.62125;32.60325
45.82125;32.60326
46.04562;32.6039
43.99;32.60429
45.61813;32.60475
43.71531;32.605
45.40313;32.60547
46.01781;32.60549
44.54969;32.60593
45.37812;32.60593
44.92031;32.60636
46.71;32.60637
45.39125;32.60682
45.58437;32.60727
44.53281;32.60748
44.90406;32.6075
46.34125;32.60789
44.88125;32.60838
45.2875;32.60884
43.88156;32.60948
45.31406;32.60949
46.40094;32.61009
44.67406;32.61082
43.87406;32.61084
45.28125;32.61102
45.72906;32.61129
47.355;32.61133
43.70781;32.61151
45.48563;32.61173
44.88969;32.61195
44.81313;32.61235
46.33625;32.61238
46.50563;32.6128
45.72656;32.613
43.91031;32.61416
43.91875;32.61416
44.57188;32.61441
44.975;32.61441
45.27844;32.61551
45.33625;32.61663
46.66156;32.61701
45.615;32.61728
44.69156;32.6175
46.09843;32.6177
45.90844;32.61858
45.37344;32.61906
47.32938;32.6193
44.42344;32.61954
45.28219;32.61996
44.045;32.62064
45.47344;32.62065
45.30969;32.62088
45.61187;32.62088
43.86156;32.62127
46.20125;32.62131
46.50875;32.6217
45.24781;32.62222
45.48281;32.62266
46.045;32.62353
45.28344;32.62355
46.67406;32.62377
45.3975;32.62465
46.0125;32.62534
44.81187;32.62601
45.98344;32.62617
46.51125;32.62622
46.51219;32.62662
44.07125;32.62712
44.525;32.62773
44.645;32.62798
45.50438;32.62801
45.38531;32.62846
45.45813;32.62888
45.09156;32.62912
45.10625;32.62913
45.61625;32.6293
47.34156;32.62958
44.68438;32.63047
44.81781;32.63091
45.30469;32.63135
45.36719;32.63195
45.98938;32.63202
46.71062;32.63268
46.71188;32.63282
46.7125;32.63313
43.70625;32.63445
44.67656;32.63446
46.66125;32.63447
45.49688;32.63467
46.36562;32.63467
45.14188;32.63491
46.015;32.63515
44.33594;32.6358
45.06313;32.63603
45.20969;32.63603
45.39406;32.63623
45.14844;32.6367
45.79781;32.63727
46.23;32.63759
45.28375;32.63777
44.78219;32.63848
45.0525;32.63871
46.77906;32.63877
45.23812;32.63893
46.04031;32.63914
45.11281;32.6396
44.33406;32.63982
44.15406;32.64003
46.52156;32.64027
44.7875;32.64071
43.85688;32.64094
45.30531;32.64114
44.9575;32.64161
44.42812;32.64182
45.36375;32.64183
44.67313;32.64265
44.96344;32.64295
45.82219;32.64338
46.44188;32.64375
45.78563;32.64418
45.475;32.64489
46.47219;32.64493
46.03687;32.64512
46.16219;32.64537
47.33125;32.64561
45.3025;32.64669
44.64094;32.64712
45.04844;32.64714
45.50344;32.64739
45.83844;32.64784
45.80344;32.64807
45.36562;32.64851
45.4875;32.64873
46.20594;32.64917
44.91156;32.64963
43.8825;32.65069
44.69594;32.65074
45.32656;32.65096
45.30156;32.65115
45.29781;32.65184
44.78938;32.65207
44.89563;32.65207
46.22562;32.6525
47.33625;32.65253
46.35156;32.65274
47.33812;32.65385
44.27657;32.65495
45.89375;32.65564
46.63313;32.65564
45.34594;32.65631
46.52781;32.6566
46.72406;32.65715
44.80437;32.65764
45.45969;32.65806
44.78125;32.65875
44.29906;32.65918
44.38062;32.6592
44.90375;32.65943
46.22438;32.65965
44.46125;32.65987
45.00406;32.65987
46.34594;32.66007
44.88469;32.66095
45.79969;32.66097
46.12312;32.66099
45.00344;32.66142
46.35406;32.66142
46.65781;32.66151
45.79;32.66187
46.04906;32.66205
45.29313;32.66225
45.94437;32.66253
45.68469;32.66365
45.37812;32.66408
46.05406;32.66432
46.71;32.66497
45.515;32.66521
45.40812;32.66633
44.97094;32.66699
44.92906;32.667
45.59531;32.66743
45.33313;32.66767
44.7375;32.66848
45.25;32.66945
45.98375;32.66962
44.77406;32.66965
44.38937;32.66967
44.91875;32.66967
45.37563;32.6705
45.00281;32.67114
45.9825;32.67182
46.51469;32.6719
44.80219;32.6721
45.52969;32.67256
45.9025;32.6734
46.21406;32.67387
44.74875;32.6739
43.88063;32.6741
45.16625;32.67412
44.36781;32.67434
44.55312;32.67519
45.47813;32.67522
44.40469;32.67565
44.9975;32.67567
44.89968;32.67606
45.48188;32.67629
45.61875;32.67633
46.7125;32.6768
46.60156;32.67744
46.32406;32.67768
45.475;32.67962
46.17812;32.6808
44.57563;32.681
45.14437;32.681
45.80344;32.68129
44.88375;32.6821
45.49844;32.68227
45.66625;32.68235
46.76906;32.68303
45.12844;32.68316
44.65781;32.68369
44.15562;32.68414
46.54219;32.68458
44.4625;32.68521
45.04813;32.68522
45.05625;32.68526
46.42219;32.68544
44.18562;32.68634
44.36031;32.68651
45.05531;32.68655
44.01125;32.68703
44.92313;32.68704
45.24187;32.68724
45.3175;32.68791
44.37188;32.68834
45.62469;32.68835
46.52156;32.68858
45.06406;32.68903
45.4575;32.68921
46.0425;32.6897
46.26375;32.68982
46.02594;32.69014
45.58937;32.69078
44.85719;32.69125
44.6025;32.69146
45.80313;32.69189
44.25063;32.69302
45.59063;32.69317
44.8875;32.69326
45.03563;32.69347
45.31937;32.69371
44.69125;32.6941
46.04906;32.69416
46.81094;32.6946
44.005;32.69543
45.02375;32.69548
45.39375;32.69569
45.62313;32.69594
45.21156;32.69704
45.32406;32.69738
45.31344;32.69794
46.77031;32.69929
45.29469;32.70016
45.74844;32.70032
45.47375;32.70061
45.6125;32.70082
44.88969;32.70146
45.83375;32.70171
44.47937;32.70305
46.26563;32.70306
46.3475;32.7037
46.80062;32.70416
46.26125;32.70436
45.3425;32.70443
45.56688;32.70506
44.27094;32.70528
45.30531;32.70528
45.83313;32.70528
45.30062;32.70551
45.34312;32.70572
45.81688;32.70639
46.66063;32.70657
47.33594;32.70715
45.87969;32.70747
46.05344;32.70749
47.14531;32.7075
45.29219;32.7084
44.06437;32.70884
44.99313;32.70902
45.04281;32.70923
46.65125;32.70949
45.11656;32.70995
45.74656;32.71016
45.76062;32.71082
46.355;32.71106
46.48719;32.71191
46.76313;32.71217
46.32281;32.71217
45.01281;32.71239
46.60188;32.71239
45.9475;32.71394
46.14125;32.71412
45.58719;32.71417
45.46375;32.71453
44.77562;32.71529
46.3625;32.71529
46.925;32.71571
46.33375;32.71594
44.27094;32.71634
46.14594;32.71648
46.225;32.71659
45.31781;32.71724
45.07656;32.71748
45.58375;32.71774
46.10531;32.71794
45.46906;32.71816
47.24625;32.71906
44.36531;32.7197
46.26844;32.71972
46.38438;32.7203
46.07156;32.72084
45.40406;32.72195
46.06937;32.72258
46.32969;32.72262
46.47813;32.72281
46.275;32.72303
46.27219;32.72329
47.21594;32.7235
45.23563;32.72396
47.19437;32.72429
46.26812;32.72439
46.01281;32.72482
46.29187;32.72517
44.47781;32.72617
46.78281;32.72634
46.47781;32.72676
45.47031;32.72726
45.41344;32.72751
45.79156;32.72784
46.60938;32.72806
47.16938;32.72834
45.30781;32.7288
46.02063;32.72905
46.80437;32.72971
46.32781;32.73017
45.63;32.7304
45.65031;32.73056
46.37812;32.73061
46.65469;32.73084
45.45906;32.73129
44.51937;32.73169
45.75;32.73171
45.18156;32.73192
46.31875;32.73232
45.32906;32.73262
45.39875;32.73351
46.48438;32.73365
47.33031;32.73373
44.60625;32.73398
46.39219;32.73439
46.5425;32.73442
44.02094;32.73529
46.79375;32.73573
46.87969;32.73637
46.66156;32.73658
44.36719;32.73703
46.25188;32.73729
46.77813;32.73751
44.93219;32.73771
46.64375;32.73817
45.44719;32.73861
44.65781;32.73862
45.01563;32.739
45.77438;32.73949
46.35313;32.73951
47.07531;32.74023
43.70875;32.74084
45.31281;32.74103
46.38813;32.74104
44.61156;32.74144
44.79063;32.74149
45.0875;32.74194
43.96625;32.74274
44.49532;32.743
46.07781;32.74315
44.15063;32.74394
44.54688;32.74417
46.43031;32.74437
46.26937;32.74461
46.80406;32.74529
44.90062;32.7455
44.675;32.74573
46.26281;32.74595
44.29469;32.74657
43.86781;32.74727
44.12625;32.74751
44.49375;32.7477
47.20438;32.74838
44.28094;32.74905
46.26469;32.74927
44.55782;32.74973
44.90063;32.74995
44.19719;32.75084
47.16906;32.75125
46.27875;32.75149
45.69844;32.75193
45.03781;32.75238
47.33719;32.75281
45.30125;32.75324
46.31062;32.75414
46.2575;32.75417
46.93094;32.75418
46.09344;32.75462
46.59312;32.75483
45.78625;32.75546
47.16875;32.7555
47.18375;32.75589
45.27187;32.75639
46.46656;32.7569
45.4025;32.75748
46.03062;32.75758
44.32719;32.75812
45.21188;32.75813
43.87219;32.75882
46.48063;32.75906
46.435;32.75989
44.68813;32.76014
45.38719;32.76078
45.63031;32.76103
46.46312;32.76209
46.33219;32.76237
47.34062;32.76305
44.23656;32.76347
44.67812;32.76365
45.4125;32.76392
44.38437;32.76436
45.93406;32.76505
45.63438;32.76572
46.26688;32.76572
46.65562;32.76638
45.54094;32.76683
44.11219;32.76767
44.79906;32.76816
45.42313;32.76881
46.26281;32.76883
47.235;32.769
45.23312;32.76994
46.10062;32.77034
46.26594;32.7706
46.03719;32.77104
44.03156;32.77127
45.70687;32.77189
44.93469;32.77211
46.48125;32.7722
46.51688;32.77238
47.25781;32.77326
47.0425;32.77393
45.62594;32.7752
46.97813;32.77522
46.14281;32.77592
45.70281;32.77637
45.63813;32.77658
46.93563;32.77704
45.98719;32.77748
46.00406;32.77811
46.43906;32.77837
46.24656;32.77992
46.615;32.78036
46.25625;32.7808
46.0625;32.78101
46.2625;32.78113
46.4375;32.78145
46.92031;32.78168
44.5025;32.78258
46.2325;32.78302
46.29688;32.78389
45.17844;32.78502
45.62344;32.78525
45.75938;32.78565
46.5175;32.78576
46.9875;32.78745
45.5475;32.78768
45.9825;32.78787
47.20313;32.78813
45.07563;32.78902
46.63656;32.79035
47.25781;32.79115
45.35625;32.79145
45.44906;32.79168
45.22906;32.79212
47.12812;32.79234
45.0825;32.79279
45.94563;32.79298
45.28188;32.79342
46.56875;32.79383
45.74594;32.79411
46.26;32.79412
45.84937;32.7952
46.63656;32.79545
45.64031;32.79588
46.73375;32.79588
47.01625;32.79632
46.44531;32.7964
46.96031;32.79655
46.63594;32.79758
46.26688;32.79851
46.52562;32.79854
45.92469;32.799
45.95781;32.79917
46.42281;32.79921
44.58594;32.79988
46.81281;32.80009
45.33219;32.80033
45.74031;32.80054
46.30031;32.80097
47.56875;32.80111
46.4375;32.80161
45.62062;32.80188
44.69687;32.80229
45.4875;32.8023
46.20062;32.80248
46.24156;32.80278
46.2625;32.80388
46.99813;32.80405
46.60656;32.80411
45.63125;32.80516
46.21469;32.80521
45.89375;32.80606
45.82938;32.80632
44.43094;32.80693
45.84187;32.80741
46.61281;32.80742
47.07;32.80809
47.07156;32.80826
46.46594;32.80829
43.99719;32.80875
46.90281;32.80896
45.70781;32.80956
45.99844;32.80961
47.13625;32.80986
46.23875;32.81035
47.06656;32.81074
44.4025;32.81185
44.95375;32.81269
46.6125;32.81272
44.75156;32.81317
45.54406;32.81377
45.74063;32.81408
47.35219;32.81424
46.6125;32.81448
44.5;32.81512
45.84687;32.8154
45.87656;32.81606
46.10313;32.81607
45.33437;32.8163
46.83125;32.81652
46.22719;32.81696
45.71094;32.81717
46.36156;32.81738
45.98594;32.81807
45.36844;32.81829
47.16906;32.81869
45.16844;32.81912
45.54906;32.81939
44.325;32.82002
46.48438;32.82067
45.01969;32.82116
47.06531;32.82116
45.74094;32.82206
45.65781;32.82243
46.29375;32.82249
46.53219;32.82306
44.58125;32.82315
45.17656;32.82317
45.74906;32.82358
46.26469;32.82427
44.2825;32.8247
46.19563;32.8247
44.23438;32.82492
44.26531;32.82512
46.61125;32.82514
45.74812;32.82603
45.12125;32.82605
45.26563;32.82667
45.54781;32.82715
45.31531;32.82735
47.07188;32.82758
46.265;32.82802
46.36656;32.82802
44.41219;32.82869
47.295;32.82874
44.78938;32.8292
45.06969;32.82958
45.64938;32.82981
45.48594;32.83023
44.30094;32.83088
44.89031;32.83113
46.41813;32.83114
46.79563;32.83133
44.63531;32.83157
44.63313;32.83203
45.08594;32.83225
45.16906;32.83262
44.4375;32.8329
45.68906;32.83332
45.72844;32.83356
46.92344;32.83401
47.07094;32.83402
47.28094;32.83473
44.27906;32.836
44.9125;32.83607
47.16438;32.83624
45.46844;32.83685
46.81625;32.83691
47.18438;32.83712
45.90157;32.83713
45.36156;32.83797
46.53437;32.83867
44.34781;32.83888
46.8225;32.83934
45.83344;32.83955
45.67562;32.83979
46.60625;32.84044
45.92906;32.84088
45.75719;32.84155
47.12719;32.84198
46.03469;32.842
46.09219;32.84222
47.42125;32.84241
45.56094;32.84375
45.63;32.84376
45.7475;32.84397
46.59063;32.84418
46.42406;32.84457
44.39781;32.84466
44.50156;32.84487
45.66469;32.84508
47.06094;32.84527
45.24875;32.8464
46.83219;32.84652
46.91093;32.84686
46.92656;32.84753
46.47344;32.84798
45.3075;32.84841
46.5425;32.84873
46.61031;32.84907
45.67594;32.85062
46.54594;32.85064
46.81812;32.8508
46.25625;32.8524
46.91781;32.85284
47.34375;32.85371
44.49688;32.85418
45.86;32.85438
45.31781;32.85458
44.78031;32.85506
46.10875;32.85523
44.64656;32.85573
45.50656;32.85612
45.62969;32.85615
46.165;32.85631
45.36687;32.85639
45.66156;32.85661
46.47719;32.85704
46.51594;32.85789
45.56813;32.85792
45.74812;32.85813
46.37031;32.85837
44.43282;32.8586
44.54719;32.85929
45.7675;32.85946
45.11437;32.86038
45.86938;32.86038
44.8975;32.86059
46.3225;32.86077
46.56156;32.861
46.85688;32.86104
47.17188;32.86162
45.83437;32.86245
46.53156;32.86258
46.05375;32.86369
46.26188;32.86369
46.95344;32.86389
46.17844;32.86411
46.20813;32.86435
46.80531;32.86454
46.80062;32.86457
46.82188;32.86544
46.86094;32.86589
46.27094;32.86613
46.97562;32.8672
45.88937;32.8679
46.76437;32.86857
44.66656;32.86901
46.52281;32.86921
45.47437;32.86966
45.6325;32.87141
46.5725;32.87193
45.58719;32.8723
46.97625;32.87293
46.7925;32.8732
46.115;32.87343
46.79406;32.87387
46.84687;32.87496
45.75344;32.87563
46.91719;32.87608
46.91969;32.87647
45.46688;32.87674
45.8575;32.87685
46.98781;32.87719
46.79219;32.87742
46.805;32.87828
46.55313;32.87852
45.54875;32.87875
45.74562;32.87891
46.02563;32.87918
46.80156;32.87961
46.91969;32.88091
46.9175;32.88093
46.7775;32.88095
46.36687;32.88136
46.81906;32.88158
46.52875;32.88161
44.54031;32.88205
45.63469;32.88246
45.23594;32.8825
45.95562;32.88251
46.32344;32.8831
46.85563;32.88317
46.22937;32.88361
46.615;32.88449
45.44938;32.88471
46.34906;32.8849
44.89719;32.88514
45.78969;32.88535
46.97562;32.88604
44.60437;32.8867
45.88375;32.88686
45.85156;32.8869
45.87719;32.88714
44.7725;32.88714
46.39563;32.88759
45.8375;32.88781
45.365;32.88847
46.075;32.88867
47.03344;32.8889
46.94125;32.88931
46.61875;32.88936
46.77094;32.88954
45.47437;32.89043
45.73906;32.89135
46.63937;32.89154
44.87094;32.8924
45.83812;32.8929
45.92594;32.89309
46.14906;32.89309
46.06719;32.89333
46.32406;32.89356
46.92094;32.89398
45.06906;32.89399
45.12625;32.89464
45.74031;32.89482
44.27125;32.89528
46.81125;32.89554
46.66;32.89577
47.065;32.89621
45.06031;32.89643
45.46656;32.89643
45.86969;32.89666
47.1275;32.89696
46.30406;32.89709
47.67531;32.8971
45.33156;32.89776
46.49031;32.8982
45.58187;32.89865
46.03875;32.89975
45.97969;32.9004
45.79969;32.90041
45.84;32.90106
44.28437;32.90128
47.34563;32.90164
44.59875;32.90345
45.27625;32.90349
45.0825;32.90374
46.78812;32.90378
46.98656;32.9044
45.06094;32.90546
45.4475;32.90569
45.64313;32.90585
