K5P5_2.PV;K5BSB_2.PV;K5Q3.PV
-38.51797;55.79438;1.555938
-40.42292;56.18042;1.556026
-39.39323;55.48208;1.556115
-39.61666;56.27901;1.556135
-38.96992;56.13964;1.556151
-38.19479;55.68323;1.556161
-39.87552;55.28989;1.556208
-39.56198;56.00224;1.556313
-39.48841;55.46563;1.556318
-38.54766;56.46766;1.556391
-36.62825;55.91948;1.556417
-39.79479;56.90458;1.556495
-39.74193;57.01719;1.556495
-38.70573;56.11974;1.5565
-37.73164;55.97948;1.556547
-37.7;56.1125;1.556599
-40.03386;56.82604;1.556615
-39.6388;56.21724;1.556667
-37.0082;56.05729;1.556687
-39.42487;55.8574;1.556807
-39.16549;56.45583;1.556828
-38.07057;57.04187;1.556844
-39.65508;56.96812;1.556906
-39.01146;56.11787;1.556927
-39.96784;55.41859;1.557031
-38.02578;55.85062;1.557057
-38.55547;55.99234;1.557063
-39.37096;57.06932;1.557193
-37.87734;55.81693;1.557214
-39.55625;56.8562;1.55724
-39.73268;56.16864;1.55726
-39.96601;56.57693;1.55726
-40.4069;56.57781;1.557266
-39.08255;56.61047;1.557339
-39.23919;56.18693;1.55738
-35.61875;56.58693;1.557432
-37.26107;56.00161;1.557557
-40.47747;56.44401;1.55762
-40.1819;56.64078;1.557693
-39.21289;56.83922;1.557865
-39.26107;55.34479;1.557885
-39.12734;56.15771;1.557927
-38.61133;56.02052;1.557953
-38.50078;55.48344;1.557995
-37.53906;56.41307;1.558099
-39.25885;55.79203;1.558109
-39.55521;55.87292;1.558115
-39.50365;55.54932;1.558214
-40.0763;57.60162;1.558224
-40.24362;55.57448;1.558245
-38.56927;55.72146;1.55825
-40.03906;57.07052;1.558266
-41.23997;57.0263;1.558349
-39.81419;56.37984;1.558453
-39.81771;56.84031;1.55851
-40.08411;56.66172;1.558563
-40.61576;55.64703;1.558583
-40.35885;56.62896;1.558646
-40.5362;56.56672;1.558687
-40.35065;56.82495;1.558698
-39.54896;55.60594;1.55874
-38.40521;56.07985;1.558781
-38.77578;56.05047;1.558786
-40.27656;57.29542;1.558906
-39.34557;56.62016;1.558937
-40.15377;55.8962;1.55899
-39.1461;56.22766;1.558995
-40.55247;56.62422;1.559005
-37.86185;56.42146;1.559073
-38.04753;55.73521;1.559078
-39.41172;56.18958;1.559141
-40.32774;55.90745;1.559172
-38.35313;55.72588;1.559172
-40.23476;56.29349;1.559188
-39.78581;56.4387;1.559401
-39.68711;55.50542;1.559443
-39.45182;55.99526;1.559479
-38.75924;56.67651;1.559495
-39.43841;56.45891;1.559516
-39.49049;56.23359;1.559562
-39.66771;56.38885;1.55974
-39.27135;55.67922;1.559906
-40.77734;55.82193;1.559948
-38.80912;55.63365;1.559953
-39.70404;56.45073;1.56001
-39.35195;56.02562;1.560047
-40.75182;56.33984;1.560214
-38.33099;56.10292;1.560234
-40.9599;56.83552;1.560286
-40.10443;56.22177;1.560307
-37.93047;56.50864;1.560328
-40.23476;56.84938;1.560359
-37.42643;56.04245;1.560437
-40.25312;55.66276;1.560495
-40.39622;55.37479;1.5605
-36.01015;56.67458;1.560812
-39.99245;57.24083;1.560865
-39.08125;56.69464;1.56088
-40.32096;56.44687;1.560901
-40.44909;56.90057;1.560901
-39.33984;55.99396;1.561021
-40.24466;56.28432;1.561036
-39.44792;55.92849;1.561062
-39.93177;57.1101;1.561073
-39.47956;56.00156;1.561188
-38.68164;56.1075;1.561234
-38.47695;55.40797;1.561245
-41.57825;56.69448;1.56126
-40.32344;55.8863;1.561333
-40.13229;56.57589;1.561375
-37.06471;56.74073;1.56138
-37.81068;56.34063;1.56138
-38.13255;56.21469;1.561411
-37.58945;56.8988;1.561448
-36.3599;55.95797;1.561578
-37.60742;56.51937;1.561589
-38.19844;55.66031;1.561625
-39.64245;56.11177;1.561635
-39.48177;57.04797;1.561651
-38.06393;56.29203;1.561672
-38.54036;55.9187;1.561703
-38.89232;56.74792;1.561719
-39.85156;56.00318;1.561807
-40.96198;56.4176;1.561818
-38.77669;55.82953;1.561839
-39.12018;56.36161;1.561865
-40.35156;56.9612;1.561927
-40.66862;56.04641;1.562193
-39.61458;56.33213;1.562276
-40.12513;56.71974;1.562307
-39.42135;55.52771;1.562307
-38.5832;56.04302;1.562359
-39.71953;56.84;1.562359
-39.32057;55.55781;1.562438
-39.27161;55.91208;1.562443
-39.83346;56.33062;1.562495
-39.7832;56.26786;1.5625
-40.40482;56.14536;1.562505
-39.54675;56.90865;1.562516
-40.18919;55.86937;1.562547
-39.94505;56.60609;1.562625
-39.56784;56.8812;1.562672
-39.71901;55.92739;1.562745
-40.5237;56.21016;1.562776
-39.17383;56.27359;1.562912
-39.44987;56.31062;1.562943
-38.96875;56.30787;1.563005
-39.52839;56.77776;1.563042
-41.04023;56.67193;1.563078
-39.29662;57.15193;1.563182
-39.68125;55.36979;1.56325
-34.7724;56.36693;1.563302
-40.16549;56.58844;1.563318
-39.26042;56.44432;1.563323
-39.19128;55.69672;1.563354
-40.87344;55.77198;1.563359
-39.00495;56.60802;1.563385
-38.44727;55.55838;1.563385
-38.37122;55.6163;1.563401
-40.33477;56.27302;1.563427
-40.57096;55.89505;1.563443
-39.35404;56.45411;1.563453
-38.58021;56.35443;1.563536
-40.21029;56.33599;1.563563
-38.04961;56.715;1.563573
-40.5043;56.47224;1.56362
-38.8875;56.065;1.563651
-40.90495;56.40156;1.563766
-41.15391;57.00854;1.563849
-38.99401;55.75714;1.563854
-38.95404;56.3487;1.563896
-37.25807;55.9162;1.563906
-39.70338;55.93406;1.563927
-38.23607;56.50985;1.563927
-38.29948;56.25203;1.563958
-38.88451;55.31115;1.564031
-41.18516;57.11797;1.564099
-38.47109;55.86312;1.564214
-38.6056;55.67891;1.564276
-40.26563;56.28047;1.564312
-39.08828;56.73432;1.564328
-39.65807;55.80412;1.56437
-40.00599;55.91083;1.56437
-36.73125;56.66682;1.564375
-39.92943;56.34901;1.564458
-40.07656;57.19958;1.564463
-38.94414;55.74766;1.564516
-39.42253;54.99901;1.564526
-39.9625;57.35614;1.564609
-41.59596;56.80156;1.564662
-38.52201;56.69583;1.564672
-38.60807;56.19255;1.564703
-41.15182;56.50146;1.564703
-40.20313;55.61813;1.564745
-41.61315;56.36312;1.56475
-39.37825;55.89687;1.564833
-39.20026;56.14526;1.564906
-38.60625;56.16261;1.564964
-39.25156;56.54833;1.564964
-38.68359;55.70786;1.564974
-38.13737;56.54396;1.56501
-40.07943;56.32094;1.565161
-40.04883;56.85188;1.565203
-38.67578;55.81625;1.56526
-39.35807;55.99364;1.56538
-39.0082;55.56005;1.565391
-39.78373;55.82088;1.565406
-38.42266;56.55521;1.565474
-37.54076;56.54724;1.565542
-39.02669;55.55625;1.565677
-38.5957;56.6576;1.565802
-39.6125;55.61839;1.565807
-39.47422;55.92198;1.565844
-40.12474;56.06932;1.56599
-38.38216;56.00286;1.566073
-40.42162;56.59568;1.566125
-39.02161;56.20708;1.566151
-39.91497;56.09687;1.566156
-39.25469;55.37182;1.566177
-38.4263;55.7776;1.566213
-39.58633;55.84834;1.566292
-39.33815;56.04739;1.566302
-37.48646;56.34375;1.566323
-39.37096;55.94688;1.566349
-40.49974;56.77828;1.566391
-39.56094;55.84703;1.566396
-39.84375;55.79802;1.56649
-40.26914;56.58511;1.566667
-40.05742;56.41625;1.566672
-38.91484;56.38229;1.566745
-40.51029;56.16787;1.566859
-40.04414;55.82896;1.566859
-39.84922;55.82792;1.566922
-37.83242;56.17661;1.56712
-36.94349;56.2924;1.56712
-40.12435;55.62167;1.567156
-38.3612;56.77958;1.567276
-39.05912;56.15578;1.567302
-40.03463;56.98526;1.567354
-38.53919;55.60573;1.567427
-38.98073;56.01318;1.567458
-40.29713;56.25151;1.567495
-38.37904;56.19464;1.567526
-38.30352;55.8787;1.567562
-40.01263;56.32427;1.567625
-39.54349;56.99755;1.567786
-39.6543;55.84776;1.567823
-39.66406;56.35313;1.567917
-41.08151;56.15813;1.568057
-39.30208;56.3437;1.568177
-40.87279;56.06193;1.568214
-40.09713;56.51901;1.568271
-39.5487;55.90557;1.568276
-38.60703;56.70182;1.568323
-39.8125;55.70005;1.568328
-39.72709;55.55677;1.568333
-40.52305;57.09604;1.568406
-39.45443;55.54333;1.568422
-37.93542;55.95984;1.568661
-39.82995;55.90162;1.568776
-41.19414;57.61906;1.568787
-40.43346;56.73672;1.568792
-39.42083;56.29349;1.568823
-40.04935;56.45422;1.568984
-40.13151;55.67609;1.569104
-39.86693;56.31703;1.569115
-38.68646;55.76672;1.569115
-39.14024;55.87677;1.569245
-38.79974;55.29766;1.56925
-40.55143;57.08396;1.569333
-40.36914;56.82896;1.569365
-40.33802;56.31979;1.569391
-38.73138;56.65927;1.569443
-38.10768;55.70562;1.569484
-39.37891;56.3814;1.56951
-40.62591;56.65375;1.569536
-39.2332;55.805;1.569573
-39.75729;56.25286;1.56962
-39.86029;55.72479;1.569677
-38.21146;56.07078;1.569734
-39.78242;56.11703;1.56976
-40.09271;56.2374;1.569823
-39.48568;56.15672;1.569969
-38.17213;56.48156;1.570047
-38.8;56.38656;1.570073
-39.21354;56.47166;1.570089
-39.44635;55.41328;1.570089
-41.46068;56.93391;1.570109
-37.68489;56.10963;1.57013
-36.4099;56.36797;1.570219
-37.99505;55.02943;1.570245
-36.76289;56.27969;1.570313
-39.87201;55.73193;1.570328
-40.79089;56.26708;1.570333
-39.2;55.69203;1.570396
-39.94831;55.8913;1.570479
-36.55195;55.45485;1.570484
-38.08815;55.575;1.570542
-39.96094;55.56745;1.570552
-39.90391;56.2538;1.570609
-37.41836;56.41729;1.570703
-37.98099;56.13026;1.570776
-39.72123;56.65469;1.570818
-39.14323;55.35479;1.570885
-39.35299;56.64156;1.570932
-40.60313;55.89838;1.570953
-37.02747;55.75114;1.571219
-39.7832;56.79187;1.571297
-39.27839;57.3526;1.571349
-40.58581;56.52031;1.571359
-39.6151;56.24766;1.571365
-39.48607;56.72531;1.571531
-39.84766;55.82646;1.571776
-38.89492;55.85635;1.571802
-39.17213;57.02568;1.571844
-38.21393;55.99099;1.571943
-36.95586;55.88411;1.572005
-40.4582;56.3412;1.572068
-39.31511;57.14771;1.572219
-37.95404;56.53828;1.57226
-39.65326;56.10641;1.572286
-38.18438;55.85588;1.572359
-39.75834;55.93161;1.572385
-40.58607;56.1074;1.572406
-39.50951;56.41943;1.572406
-38.69974;56.28735;1.572417
-39.73333;56.67458;1.572427
-37.68412;56.25677;1.572453
-38.50013;57.01495;1.572464
-39.58711;56.70958;1.57249
-40.06823;55.62604;1.5725
-38.58008;56.56307;1.5725
-39.43659;56.3274;1.572719
-39.06237;56.92448;1.57274
-39.93919;57.48255;1.57274
-39.99909;55.82005;1.57275
-39.31836;56.26411;1.572776
-40.47826;56.52005;1.572844
-38.8681;57.13771;1.57288
-39.72279;56.44885;1.572906
-40.29857;56.28599;1.572984
-37.87513;56.26437;1.573005
-40.48385;56.33516;1.573021
-39.16719;55.87583;1.573089
-39.25716;56.99313;1.573161
-40.04336;56.31115;1.573177
-38.92904;56.69714;1.573297
-40.2793;56.2162;1.573318
-39.42135;56.16359;1.573349
-40.10469;55.77135;1.573453
-41.29753;55.8875;1.573464
-38.27826;56.56599;1.57349
-38.2987;56.40495;1.57349
-38.34818;55.5775;1.57351
-39.7345;56.0512;1.573557
-40.73685;56.67099;1.573578
-39.81081;56.41698;1.573823
-39.21601;55.82781;1.573912
-39.63464;55.8376;1.574036
-39.61029;56.12766;1.574089
-39.37865;56.39026;1.574234
-39.36432;56.15724;1.574344
-39.87917;56.05599;1.574354
-38.83633;56.29984;1.574422
-39.21029;55.84245;1.574437
-40.49961;56.28214;1.574495
-37.94557;56.14406;1.574609
-38.39544;55.81109;1.574646
-37.14284;56.33594;1.574656
-39.44492;55.27562;1.574693
-38.38685;55.85213;1.574719
-39.84713;57.09005;1.57476
-38.51185;56.09547;1.574786
-39.42852;56.97385;1.574818
-37.15443;56.30818;1.57488
-38.29948;55.29;1.574927
-39.12748;56.82938;1.574979
-41.05117;57.31417;1.575036
-36.87487;55.96583;1.575052
-39.38099;55.26995;1.575135
-38.83333;56.04839;1.575141
-40.13841;56.23458;1.575292
-37.99232;55.28922;1.575359
-39.44427;56.32344;1.575385
-37.17747;55.69484;1.575385
-38.08893;55.78026;1.575401
-39.12669;56.60167;1.575411
-38.59297;55.86708;1.575479
-39.10286;56.115;1.57549
-39.88398;56.27135;1.575495
-39.90625;56.64979;1.575562
-38.56979;56.50547;1.575672
-39.71198;55.85109;1.575844
-40.50104;56.33;1.575969
-39.31745;56.72448;1.575974
-37.39831;55.84943;1.576083
-39.92995;56.12682;1.576286
-39.47682;56.2887;1.576292
-39.4181;56.49891;1.576437
-38.6862;55.79948;1.576547
-39.78581;56.17969;1.576594
-39.46159;55.92823;1.57663
-39.64948;57.18536;1.576672
-39.08398;56.94354;1.576687
-40.15339;56.05589;1.576708
-41.10781;56.49677;1.576875
-40.35365;55.63698;1.576932
-38.8931;56.22057;1.576964
-39.5918;56.965;1.576984
-37.76575;56.05307;1.577036
-39.26263;56.66385;1.577219
-40.75026;56.12161;1.577229
-39.63659;55.72438;1.577234
-40.19088;56.63292;1.577302
-39.31042;56.50286;1.577318
-39.62734;55.38432;1.577323
-39.30885;56.89547;1.577339
-40.8569;56.5087;1.577401
-39.5905;56.07375;1.577542
-39.85052;56.60989;1.577688
-38.56498;55.61469;1.577693
-40.2362;56.06839;1.57787
-40.9724;56.83917;1.577901
-38.92916;55.78886;1.577943
-39.66745;56.31709;1.578047
-39.03776;55.28563;1.578047
-40.8375;56.54005;1.578406
-40.09792;56.51948;1.578422
-37.97786;55.35505;1.578448
-39.68698;56.13302;1.578464
-37.81823;56.34734;1.57849
-38.87943;55.8837;1.578552
-39.70247;56.22615;1.578599
-38.38398;55.85557;1.578641
-38.62708;55.73297;1.578677
-37.74909;56.08599;1.578776
-41.54948;56.41885;1.578786
-40.47461;56.78406;1.578854
-39.4931;56.42661;1.578891
-41.67604;56.37542;1.578969
-40.00039;56.46781;1.579083
-38.75365;56.41687;1.579167
-40.06198;56.11979;1.579297
-40.07982;56.03974;1.579365
-38.64896;56.45823;1.579505
-39.48867;56.21844;1.57951
-39.70338;55.24062;1.579516
-40.9789;55.53156;1.579604
-36.47878;55.38177;1.57963
-38.86146;55.95401;1.579641
-40.14297;56.29651;1.579677
-39.9513;56.26062;1.579693
-39.11719;55.87885;1.579714
-39.29232;55.46563;1.579792
-40.38177;56.55432;1.579797
-39.40625;57.09615;1.579818
-39.4207;56.12432;1.57988
-39.12708;55.885;1.579974
-39.65599;56.20385;1.579979
-39.89883;56.32214;1.580088
-41.20078;57.13922;1.580089
-38.61055;56.2312;1.58013
-39.78893;56.22562;1.580135
-40.00742;55.22562;1.580172
-40.13919;56.06234;1.580307
-40.31055;56.93927;1.580344
-39.24479;57.1462;1.58037
-38.39232;56.26604;1.580422
-37.84037;56.21724;1.580453
-40.87005;55.81964;1.580495
-36.38906;56.44896;1.580599
-40.02227;56.1676;1.580641
-38.63242;55.56552;1.580641
-40.29076;56.39542;1.580667
-39.15625;55.97604;1.580677
-37.92695;56.57771;1.580714
-38.0569;56.8899;1.580714
-39.30013;56.02849;1.580724
-39.9082;55.59234;1.580844
-39.69375;56.25016;1.58087
-40.14961;56.16823;1.58087
-39.40677;55.84568;1.580901
-40.46315;56.29448;1.580922
-39.19115;56.55552;1.58099
-39.32865;56.23755;1.581115
-40.87266;56.20099;1.58126
-39.98659;56.82391;1.581281
-38.43268;55.87265;1.581328
-39.44323;56.68323;1.581349
-38.90521;56.13364;1.581432
-40.29675;56.45313;1.581479
-38.99492;56.71245;1.581833
-39.06549;56.58;1.581917
-40.04232;56.60984;1.581974
-39.87162;55.78162;1.581995
-40.63945;56.79089;1.58201
-39.11003;56.35995;1.582021
-39.28737;57.12781;1.582068
-37.23802;55.84432;1.582083
-39.51641;55.49167;1.582099
-40.00261;56.36995;1.582177
-39.1888;55.92463;1.582307
-39.61289;56.54344;1.582333
-38.7556;55.92958;1.582396
-40.29726;55.55276;1.582401
-40.14518;56.48729;1.582432
-38.62461;55.89078;1.582479
-38.41367;56.83375;1.582573
-39.07122;55.7599;1.582594
-37.60664;55.53339;1.582635
-39.81524;56.41604;1.582766
-38.55391;55.77396;1.582859
-38.44453;55.6186;1.582875
-39.61029;55.4824;1.582964
-39.54518;56.06083;1.583047
-39.09466;55.60286;1.583125
-38.84948;56.09307;1.583182
-39.70456;56.69349;1.583203
-38.61602;56.45313;1.583208
-39.42695;55.56453;1.58324
-38.27995;56.07594;1.583391
-39.69141;57.04474;1.583401
-37.5944;56.19005;1.583479
-40.21614;57.00713;1.583573
-38.96953;55.48016;1.583578
-39.1401;56.64057;1.583604
-40.32331;57.02568;1.583651
-39.47982;55.70219;1.583802
-39.68984;56.95677;1.583807
-39.84883;55.65109;1.583823
-38.56484;56.58156;1.583859
-38.49258;55.38495;1.583865
-39.48151;56.56323;1.583891
-39.01524;56.51474;1.583927
-39.92617;56.705;1.584115
-39.63281;56.46057;1.58412
-38.17188;56.81458;1.58424
-39.51068;56.89979;1.584302
-38.28437;55.92162;1.584323
-40.125;56.33682;1.584323
-38.54232;55.89844;1.584385
-39.42096;56.58552;1.584422
-40.06172;56.21422;1.584479
-39.23021;55.7912;1.584505
-39.25638;56.24927;1.584526
-40.38216;55.99984;1.584526
-40.35521;56.365;1.58462
-40.74414;56.73698;1.584625
-39.43646;56.69453;1.58463
-38.97005;55.86453;1.584635
-39.36133;56.50646;1.584693
-36.96484;55.56479;1.584776
-40.30768;56.07229;1.584786
-38.89063;55.73328;1.584911
-38.94115;56.11594;1.584958
-37.49023;55.72953;1.585021
-39.39896;55.72005;1.585042
-37.51185;56.37427;1.585214
-39.74271;56.60365;1.585219
-38.0806;56.61864;1.58525
-41.05143;56.08974;1.585453
-39.6349;56.10209;1.585469
-37.94088;56.1237;1.585505
-39.94362;56.26484;1.585531
-37.85234;55.68052;1.585562
-39.82174;56.18583;1.585745
-39.11354;55.90068;1.58576
-39.04713;56.4338;1.585906
-38.57201;55.49068;1.585922
-40.24987;56.09646;1.586141
-39.08047;56.51224;1.586156
-38.35052;56.21224;1.586208
-36.50456;55.84521;1.586255
-39.61315;56.90115;1.586359
-38.8026;56.29688;1.586479
-38.84193;55.0476;1.58651
-40.23021;57.06443;1.586542
-38.55951;56.18906;1.586547
-39.66276;55.33219;1.586589
-40.16602;55.93349;1.586594
-39.87799;55.72604;1.586594
-38.52787;56.05901;1.586797
-39.20143;56.34729;1.586818
-40.32578;55.75838;1.586917
-41.03932;57.01672;1.586974
-39.93021;56.61474;1.58699
-39.24115;56.03714;1.587026
-39.23034;56.39417;1.587177
-38.88151;55.61938;1.5875
-39.54284;57.11042;1.58751
-39.57943;56.19719;1.587521
-38.50078;55.68927;1.587552
-39.51927;56.94375;1.587708
-40.39857;56.41349;1.587995
-40.75221;56.59417;1.588026
-41.7638;56.3363;1.588182
-39.19232;56.19406;1.588193
-39.05495;56.97104;1.588203
-40.10612;56.42531;1.588245
-38.91484;57.24339;1.588443
-40.16211;55.93318;1.588474
-39.98763;56.41406;1.588495
-39.96484;56.41708;1.588641
-39.4832;55.96614;1.588745
-39.32734;57.08682;1.588766
-39.21497;55.89604;1.588885
-40.50104;55.36542;1.588896
-39.14154;55.34307;1.589073
-39.8832;56.80594;1.589109
-40.11784;56.3499;1.589141
-39.86289;56.04411;1.589141
-39.93737;57.52417;1.589188
-39.0388;56.9763;1.589339
-38.6944;56.06458;1.589349
-38.40247;55.85177;1.589573
-40.27083;56.68328;1.589656
-39.33971;56.77203;1.589682
-38.08763;55.67057;1.589724
-38.04193;56.21005;1.589807
-39.23333;56.55328;1.589823
-38.84544;56.32651;1.589885
-37.79076;55.79297;1.589885
-39.59349;55.76453;1.590036
-39.8194;56.3688;1.590094
-41.59883;56.66708;1.590109
-40.51341;56.58307;1.590167
-40.13164;57.28469;1.590281
-39.57135;56.44807;1.590307
-38.6138;55.93089;1.590339
-39.22227;55.88109;1.590339
-39.23294;56.18156;1.590443
-39.58177;56.71594;1.590495
-39.45417;56.77438;1.590578
-39.39115;57.01349;1.590661
-40.4556;57.11666;1.590693
-39.77891;56.57599;1.590714
-38.80872;55.86526;1.590734
-38.02708;56.69;1.590734
-40.50078;56.59114;1.590896
-39.17956;56.52344;1.590927
-39.98932;56.35323;1.590995
-39.60781;56.20552;1.591052
-40.00794;56.2513;1.591057
-38.0638;56.42724;1.591109
-37.31042;56.0676;1.591156
-38.92786;56.42547;1.591286
-40.25052;55.64906;1.591391
-39.64271;56.52302;1.591401
-38.12838;55.75489;1.591448
-39.01797;56.30542;1.591531
-39.5319;55.7312;1.591818
-39.12513;55.79042;1.592125
-39.00052;56.1075;1.592214
-38.69661;57.08224;1.592354
-37.79896;55.62281;1.592401
-39.42461;56.25802;1.592484
-38.64661;56.95427;1.592563
-39.40013;55.9799;1.592589
-38.54232;56.58125;1.592693
-38.37162;56.11099;1.59276
-37.60938;56.06849;1.592984
-38.41992;55.73385;1.593099
-38.99622;56.96239;1.593172
-38.34206;56.76661;1.593198
-38.82201;55.79005;1.593219
-39.12617;55.09068;1.593375
-38.80755;56.37922;1.593464
-39.29622;56.96495;1.593594
-39.74739;57.14537;1.59362
-38.73216;56.43224;1.593625
-38.93711;56.02005;1.593641
-40.60482;56.02427;1.593646
-39.9112;55.73104;1.593698
-40.09609;56.27568;1.593776
-40.15794;55.95156;1.593974
-38.48815;55.86448;1.594031
-39.14075;56.86333;1.594083
-38.81029;55.95453;1.594115
-40.27201;56.78484;1.59413
-37.99206;56.39214;1.594182
-40.13424;55.73177;1.594219
-39.175;56.39833;1.594224
-39.08541;56.92135;1.594234
-38.83672;56.03115;1.594234
-38.96523;55.33661;1.594276
-39.31185;56.06505;1.594411
-39.44323;56.54724;1.594521
-41.03867;55.88625;1.594573
-39.26198;56.24588;1.594594
-39.5276;56.05443;1.594672
-39.4069;55.74464;1.594818
-40.55547;56.56693;1.594854
-38.8332;56.38094;1.59488
-40.11485;56.73911;1.594979
-40.51055;56.78078;1.595057
-39.72956;56.43078;1.595125
-39.5862;57.11833;1.595302
-39.44635;55.72813;1.595417
-39.95924;55.78328;1.595443
-37.04063;55.8061;1.5955
-40.29258;56.86958;1.595573
-38.03959;55.7849;1.595609
-39.34883;56.69234;1.595615
-37.12122;55.63813;1.59562
-39.76979;56.05828;1.595656
-39.69102;56.3176;1.595713
-40.77708;56.29979;1.595802
-38.38294;56.75255;1.595875
-39.11159;56.0087;1.595984
-39.98581;56.86057;1.596068
-39.47786;55.93245;1.596135
-38.20404;56.36203;1.596193
-38.82396;55.76646;1.596281
-38.89596;56.51344;1.596344
-39.40599;56.40234;1.596354
-41.23997;55.88385;1.59638
-38.74128;55.77208;1.596385
-38.33711;56.07391;1.596734
-40.75261;56.80182;1.59676
-39.23529;56.43344;1.59688
-38.83437;56.25417;1.597016
-39.82669;57.12896;1.597021
-37.4707;56.00817;1.597141
-40.26081;56.56052;1.597167
-39.07448;55.46989;1.597214
-39.10833;56.10656;1.597286
-38.78255;56.92385;1.597292
-39.87435;56.50891;1.597344
-35.65599;56.55766;1.597412
-39.09284;56.28516;1.5975
-39.03112;56.82599;1.597505
-40.67461;55.48255;1.597521
-38.26015;55.37021;1.597536
-40.93685;55.55568;1.59813
-38.05416;56.70854;1.598182
-39.56224;57.1599;1.598219
-39.73932;56.13901;1.598245
-40.42513;55.36151;1.59838
-38.76471;56.18328;1.598385
-39.71198;56.64286;1.598396
-38.49752;56.47104;1.598464
-39.50312;56.11172;1.598656
-38.99544;56.98401;1.598755
-37.83437;56.55698;1.598766
-40.05352;56.22318;1.598797
-38.79883;55.62229;1.598802
-40.0901;56.46912;1.598828
-40.16979;56.65115;1.598922
-38.76003;55.82719;1.598922
-37.25248;56.32031;1.598953
-39.45547;56.19005;1.599005
-37.66576;55.38536;1.599063
-39.87917;55.595;1.59926
-39.09388;55.93911;1.599359
-38.83711;56.09625;1.599391
-39.04635;56.70615;1.599526
-39.44154;56.16583;1.599573
-37.90351;56.00984;1.59963
-40.04206;56.32354;1.599807
-40.34349;57.11229;1.59987
-38.81146;55.17739;1.59999
-39.88255;56.50354;1.59999
-39.58294;56.15604;1.600037
-39.56875;56.6838;1.600057
-39.82084;56.13328;1.600073
-38.29922;55.96833;1.600146
-37.85807;56.83948;1.600286
-37.78073;55.64484;1.600354
-39.70378;56.235;1.600396
-39.48529;55.58802;1.600417
-38.63177;56.41401;1.600552
-38.62331;55.63739;1.60075
-40.87135;56.61406;1.60076
-38.06992;55.80313;1.600911
-39.2569;55.49537;1.600995
-40.37188;56.73026;1.601146
-40.30378;56.22172;1.601156
-39.10365;56.35661;1.601271
-39.79909;56.19031;1.601307
-40.78672;57.07932;1.601521
-41.1168;56.20917;1.601568
-39.42396;56.02287;1.601911
-39.30846;56.39979;1.601917
-39.24987;56.27344;1.601922
-37.40482;55.98828;1.602057
-39.21198;56.16755;1.602073
-39.92018;56.70615;1.602089
-39.29414;56.19584;1.602167
-38.51497;56.65;1.602188
-39.71927;56.76969;1.602229
-40.87239;56.99849;1.602292
-38.37695;57.15302;1.602339
-39.75859;56.40557;1.602531
-41.47786;56.62;1.602552
-39.97213;56.74937;1.602687
-38.16406;56.72542;1.602698
-38.0306;56.11641;1.602745
-39.80951;56.23995;1.60275
-39.74388;56.14943;1.602771
-37.8125;55.46901;1.602818
-40.58073;56.08839;1.602828
-38.65781;56.75864;1.602875
-40.06081;56.21766;1.603042
-39.05078;56.34438;1.603193
-39.71003;55.85313;1.603312
-39.25599;56.84833;1.603344
-37.44297;55.93495;1.60338
-38.75143;56.41292;1.603391
-38.89024;56.39193;1.603411
-39.63216;56.73682;1.603417
-39.60339;56.36495;1.603615
-40.34961;56.16365;1.603635
-40.01055;56.35938;1.603724
-39.19258;55.49511;1.603859
-39.07982;55.36625;1.603974
-39.76172;56.86896;1.604068
-37.32682;56.1613;1.604109
-38.99076;57.22802;1.604156
-37.81393;56.1237;1.604214
-39.37734;55.81344;1.604271
-41.50065;56.61896;1.604276
-39.69688;56.13984;1.604531
-37.19844;56.3938;1.604568
-39.33424;56.70713;1.604599
-40.0181;56.65635;1.604667
-39.06862;56.66016;1.604693
-37.80508;56.27724;1.604698
-38.93815;54.9013;1.604776
-39.7668;56.04927;1.604786
-39.72552;55.57552;1.604792
-39.93932;55.99656;1.604797
-40.81849;56.55791;1.60487
-39.81094;56.2612;1.60488
-39.74336;56.2113;1.604979
-39.30026;55.42802;1.605193
-40.7293;56.31042;1.605224
-38.78932;55.56109;1.605224
-37.07461;55.68229;1.60526
-39.87578;56.35302;1.605344
-39.68828;56.55422;1.605432
-40.5013;57.1087;1.605484
-39.12331;56.15802;1.605573
-38.7556;56.49672;1.605615
-39.22995;56.10635;1.60563
-39.87226;56.74448;1.605651
-41.32214;56.40609;1.605786
-39.57565;56.39651;1.605901
-39.20586;56.62958;1.60612
-38.42539;55.8301;1.606135
-39.00742;56.51089;1.606302
-37.59544;55.75458;1.606375
-38.4875;55.66713;1.606406
-39.59857;56.07896;1.606411
-39.98476;55.41328;1.606495
-39.30925;56.08385;1.606557
-39.1207;55.4625;1.606557
-39.08099;56.1051;1.606609
-39.26588;55.86156;1.606734
-39.33516;56.11849;1.60675
-38.28503;56.46771;1.60675
-37.54557;55.69177;1.606922
-38.24688;57.17411;1.606958
-38.59961;55.57677;1.606979
-39.55859;55.74224;1.607057
-39.92916;55.8751;1.60737
-39.97461;56.51969;1.607448
-39.95755;55.60885;1.607479
-38.29961;55.52958;1.6075
-38.77135;56.2851;1.607505
-40.1319;55.79552;1.60762
-38.81276;56.61589;1.607625
-38.80299;56.14787;1.607854
-37.93398;55.33688;1.607927
-39.83672;55.80953;1.608021
