K5F5.PV;K5F6X.PV;K5T16.PV;K5T15.PV;K5T17.PV
36.24706;30.72776;96.79;122.3025;132.9006
35.89417;30.54111;96.96375;122.3025;132.6338
36.46314;30.59071;96.73063;122.3025;132.2038
36.98857;30.87145;96.6325;122.3013;132.6419
35.63033;30.95218;96.51312;122.3012;132.3312
35.57153;30.83485;96.52062;122.3;132.335
37.67241;30.26707;96.69187;122.3;132.3469
37.09676;31.08049;96.20687;122.2988;132.8163
37.05479;30.87919;96.20187;122.2988;132.7762
36.41665;30.63479;96.735;122.2988;132.7162
36.2015;30.78786;96.82188;122.2988;132.9288
36.65804;31.23;96.64313;122.2988;132.7819
36.38786;30.63071;96.74062;122.2975;132.7781
35.97232;31.09388;96.97437;122.2975;132.5488
37.54701;30.95214;96.6075;122.2975;132.5313
37.55227;31.07725;96.59438;122.2962;132.5762
37.56795;31.00983;96.67813;122.295;133.6475
37.02649;31.23894;96.24437;122.295;132.8725
35.79149;30.91886;96.80625;122.295;132.7969
35.82946;30.86247;96.785;122.295;132.8206
36.08073;30.88985;96.92313;122.2938;132.8819
36.17295;30.8255;96.8925;122.2925;133.1156
36.81714;30.68525;97.1375;122.2925;133.1781
36.41304;30.91499;96.69437;122.29;132.6919
35.79433;30.76136;96.82125;122.29;132.7875
35.53899;30.9631;96.49313;122.2887;132.3194
37.45858;31.11827;96.11813;122.2887;132.1806
36.33784;31.0624;96.65375;122.2887;132.83
37.60995;31.05746;96.585;122.2887;132.6769
37.08348;31.24262;96.2425;122.2875;132.9319
36.08598;30.81505;96.94688;122.2875;132.8969
37.23321;31.13592;96.66688;122.2863;133.665
36.50224;30.75691;96.665;122.2863;132.6438
37.06446;31.27227;96.23312;122.2862;132.8763
37.50129;30.58228;96.65125;122.2862;132.3969
36.23785;31.06517;96.71375;122.285;132.8188
37.06973;30.99303;96.215;122.2838;132.7375
36.41146;30.61929;96.75063;122.2838;132.7631
36.25742;30.06828;96.64;122.2838;132.1675
37.535;31.14952;96.61313;122.2825;132.6869
37.19581;30.44711;96.7125;122.2825;132.2081
36.79738;31.13385;96.625;122.2813;133.6875
37.21097;31.06658;96.08375;122.28;132.0437
36.15686;30.86401;96.92;122.28;132.9437
36.64482;30.86675;97.08875;122.2788;133.125
36.29261;31.02585;96.71;122.2787;132.8288
36.08337;29.90467;96.6275;122.2787;132.0981
37.42595;30.93794;96.61188;122.2775;132.4581
38.26454;32.72066;96.15562;122.2763;132.0825
35.99536;31.09718;97.00125;122.2763;132.6619
36.06138;29.98901;96.61938;122.2762;132.0988
35.80854;30.93842;96.60938;122.275;133.0056
37.08113;31.13231;96.25562;122.2738;132.855
35.77155;30.97566;96.64875;122.2738;133.0431
35.77218;30.63605;96.845;122.2738;132.7825
36.68055;30.78435;97.09937;122.2725;133.1406
35.86863;31.10983;96.79063;122.2712;132.8469
38.02053;30.46219;96.69937;122.2712;132.2962
36.86486;31.27819;96.66;122.2688;133.7181
35.81993;30.79306;96.79125;122.2687;132.8256
39.43936;33.93541;96.53438;122.2675;133.4569
37.2824;33.46072;96.59375;122.2675;134.3894
35.56762;30.82172;96.49937;122.2675;132.3656
36.28619;30.71658;96.7575;122.2675;132.8138
38.07129;30.28462;96.65688;122.2675;132.35
39.45132;33.74028;96.65437;122.265;133.85
36.91026;31.38134;96.46438;122.2637;132.8494
37.56389;31.06247;96.60438;122.2637;132.5663
36.49766;30.58332;96.7525;122.2637;132.21
33.42204;28.35975;96.69563;122.2637;132.835
36.0763;30.79763;96.44813;122.2625;132.5562
36.78151;30.88932;97.1125;122.2625;133.165
39.359;34.08244;96.56812;122.2612;133.4762
36.67243;30.809;97.10125;122.2612;133.1125
36.02788;29.90618;96.61375;122.26;132.1081
39.47142;33.32858;96.67937;122.2588;133.9238
37.15833;31.1268;96.07375;122.2588;132.1087
36.23703;30.93376;96.725;122.2588;132.8181
36.12376;30.95198;96.9375;122.2588;132.8562
39.69434;34.52615;96.61188;122.2575;133.5894
37.03716;30.70606;96.17375;122.2575;132.5963
40.88482;33.72438;96.5225;122.2562;133.3913
35.59419;30.92127;96.50875;122.2562;132.3306
36.03816;30.91531;96.56062;122.2562;132.8131
35.97936;31.15706;97.01187;122.2562;132.725
33.60564;28.51017;96.7225;122.2562;132.8406
37.4382;30.77437;96.62437;122.255;132.4519
35.50048;29.97896;96.56688;122.255;132.1013
35.96097;31.05239;96.74875;122.2538;132.8319
35.5478;29.78784;96.59125;122.2513;132.1212
33.46313;28.34542;96.7175;122.2513;132.825
36.07629;30.92131;96.44937;122.25;132.6056
35.9808;31.00324;96.53188;122.25;132.7938
35.83003;30.78575;96.59875;122.25;132.9812
35.85524;30.95943;96.76813;122.25;132.8244
40.92182;33.53069;96.47938;122.2487;133.3194
36.44599;30.77834;96.6875;122.2487;132.6831
36.03172;31.12139;97.0125;122.2487;132.8094
36.89705;30.68943;96.61437;122.2475;132.665
36.93015;31.29035;96.42563;122.2463;132.8131
35.89155;30.94139;96.15312;122.2462;132.3394
35.92225;30.95509;96.58188;122.2462;132.9413
35.01899;29.28656;96.87625;122.2462;133.3381
37.89126;30.51112;96.70937;122.245;132.2606
40.34089;33.74514;96.5425;122.2438;133.4244
37.44945;31.07953;96.1025;122.2438;132.1606
37.51155;30.90368;96.59312;122.2438;132.4806
39.62203;34.37781;96.605;122.2437;133.6913
34.23505;28.43005;96.755;122.2425;132.8212
37.33937;33.42455;96.61438;122.2412;134.375
36.31601;30.74883;96.77375;122.24;132.8694
36.75513;31.32835;96.49;122.2388;132.8644
36.03999;30.95817;96.47625;122.2387;132.6606
37.48615;30.57968;96.62375;122.2375;132.4231
36.22443;30.53832;96.81062;122.2375;132.2681
39.52297;33.96164;96.62125;122.2363;133.7781
38.51244;32.59222;96.12563;122.2363;132.0956
36.91245;31.19045;96.16875;122.2363;132.4131
36.28479;31.05915;96.725;122.2363;132.8212
36.08515;30.90049;96.95313;122.2363;132.8581
36.12243;30.81047;96.96249;122.2363;132.8719
33.21396;26.65312;96.71375;122.2363;133.5681
37.35813;30.9016;96.30125;122.235;132.5419
33.64654;27.80422;96.5675;122.235;132.9925
33.23696;26.5357;96.76187;122.235;133.605
36.86597;30.99441;96.13563;122.2337;132.3775
37.41191;30.88513;96.235;122.2325;132.605
36.03469;29.8975;96.61813;122.2325;132.1025
37.51971;30.60877;96.60812;122.2312;132.4231
33.23584;26.48057;96.75313;122.2312;133.5994
39.62739;34.5942;96.6025;122.23;133.6469
37.02891;31.2018;96.2;122.23;132.9375
39.49619;34.28684;96.5975;122.2288;133.5163
38.05811;30.26743;96.70438;122.2288;132.3163
37.31846;33.37266;96.58;122.2275;134.3475
36.10391;30.76535;96.9225;122.2275;132.8262
35.24521;29.11873;96.8925;122.2262;133.4006
39.97663;31.33755;96.74687;122.225;132.2906
37.07699;31.23063;96.2425;122.225;132.9187
36.09101;30.49743;96.82813;122.225;132.3681
33.47553;28.24652;96.63438;122.225;132.8813
36.86134;31.03931;96.07125;122.2238;132.0675
39.53858;34.2928;96.60938;122.2237;133.7506
37.4533;31.15296;96.06875;122.2237;132.1138
40.40864;33.40384;96.425;122.2225;133.1113
35.96908;30.54126;96.8925;122.2225;132.57
40.39962;33.22722;96.43938;122.2213;133.0688
37.32203;30.81321;96.2175;122.2213;132.59
36.90454;31.24718;96.61313;122.2212;133.7094
36.00363;30.6139;96.90375;122.22;132.6663
35.90937;30.91074;96.12938;122.2188;132.3381
37.39581;30.9577;96.18813;122.2188;132.6875
36.84108;30.84174;96.39375;122.2188;132.5506
38.05102;30.3777;96.71;122.2188;132.3025
38.01737;31.03833;96.1575;122.2175;132.7806
36.44412;30.46289;96.78751;122.2175;132.25
37.28527;30.91211;96.23;122.2162;132.5688
34.98596;29.48383;96.86375;122.2162;133.3406
36.77182;30.9775;96.5925;122.215;132.6144
36.37509;30.62794;96.77937;122.215;132.255
37.17417;30.95628;96.05563;122.2137;131.9925
36.0472;30.56322;96.87813;122.2137;132.6269
40.37656;33.28727;96.39687;122.2125;133.0475
38.19863;32.7133;96.13875;122.2125;132.0731
35.72651;29.0819;96.88812;122.2125;133.3925
33.49635;28.3004;96.675;122.2125;132.8512
40.92678;33.63444;96.49313;122.2113;133.3625
33.7733;27.63037;96.54625;122.2113;132.9806
39.50862;33.16343;96.6925;122.21;134.0669
35.99314;30.99504;96.52;122.21;132.6913
35.84632;29.02752;96.90063;122.21;133.3988
38.80326;32.33024;96.31937;122.2087;132.1294
37.51854;31.07365;96.52438;122.2087;132.6406
36.96893;31.08022;96.17438;122.2075;132.4306
35.92577;30.91925;96.16937;122.2075;132.3356
36.91339;30.95605;96.30875;122.2075;132.5363
37.39757;31.01697;96.18562;122.2062;132.6725
36.6756;30.88233;97.0475;122.205;133.1263
36.01476;31.09213;97.00687;122.2038;132.8813
36.04825;30.41558;96.80937;122.2038;132.335
33.70417;27.87886;96.58375;122.2038;133.0075
33.289;26.38526;96.86875;122.2038;133.0825
39.6173;34.44974;96.56313;122.2025;133.5638
33.61623;27.96863;96.61125;122.2025;132.9594
33.22974;26.8801;96.67313;122.2025;133.5338
37.06874;31.24029;96.20187;122.2012;132.925
37.89654;30.95469;96.16875;122.2012;132.8869
37.43412;30.86902;96.29688;122.2012;132.5612
36.10626;30.79986;96.425;122.2012;132.5813
40.41116;33.35675;96.35062;122.2;132.8087
36.99255;30.79061;96.33375;122.2;132.5512
36.01231;31.109;97.03313;122.2;132.9031
35.57252;29.71971;96.57625;122.2;132.1913
33.53218;27.93368;96.62813;122.2;132.9319
37.45917;30.92126;96.3125;122.1987;132.5469
33.70632;27.9698;96.64875;122.1987;132.9337
33.2994;26.40169;96.78125;122.1987;133.5994
40.29958;33.48202;96.3625;122.1975;132.9431
36.25776;30.80276;96.60438;122.1975;132.5988
35.98405;31.01426;96.50687;122.1975;132.7188
36.0406;30.59802;96.86187;122.1975;132.4919
39.43528;33.19364;96.73563;122.1963;134.2369
37.96733;31.03317;96.15312;122.1963;132.8338
36.05203;30.90882;96.9525;122.1963;132.8406
36.9089;31.1679;96.59624;122.195;133.7525
36.79342;30.9737;96.60062;122.195;132.65
39.43105;33.57445;96.665;122.1937;133.9069
36.30233;30.8635;96.60687;122.1937;132.5925
33.76756;27.46249;96.54437;122.1937;133.0319
36.85347;30.84189;96.60313;122.1925;132.6662
36.887;30.96988;96.3375;122.1925;132.5375
36.9382;30.80254;96.63875;122.1913;132.6788
35.52815;29.7237;96.5675;122.1913;132.1669
40.05732;31.0772;96.66875;122.1912;132.0469
36.88661;31.33418;96.6075;122.1912;133.7462
37.24925;30.86499;96.25125;122.1912;132.5744
39.43658;33.17501;96.70187;122.19;133.9756
37.17817;31.20755;96.02375;122.19;131.9831
35.46542;29.7993;96.585;122.19;132.1288
33.6394;27.55286;96.50938;122.19;133.0375
37.60394;30.92802;96.51312;122.1888;132.6588
35.64246;30.72995;96.52125;122.1875;132.4063
36.0412;30.531;96.90562;122.1875;132.6913
40.37476;33.29752;96.36625;122.1862;132.9925
38.14878;32.44118;96.47375;122.1862;132.3494
33.3032;26.37205;96.8575;122.1862;133.2012
36.89785;31.09337;96.60812;122.1837;133.7563
35.97654;31.14662;97.00875;122.1837;132.7644
36.07005;30.57415;96.94062;122.1837;132.7344
40.42391;33.41694;96.4625;122.1825;133.1725
39.86676;31.20764;96.69125;122.1825;132.1894
33.46854;28.27879;96.7025;122.1825;132.8844
36.80232;30.99626;96.59375;122.1813;132.645
37.73905;30.91421;96.11875;122.1813;132.8988
37.94476;31.02856;96.15;122.1813;132.8794
37.67444;30.99727;96.16;122.1813;132.725
32.73391;27.69061;96.5175;122.1813;133.0838
37.81055;32.61254;96.345;122.18;131.9775
36.81841;31.24326;96.56438;122.18;133.73
36.45531;30.96906;96.60313;122.18;132.6087
39.40041;33.1473;96.7275;122.1775;134.1681
40.06005;31.38501;96.715;122.1775;132.3869
36.78032;30.91152;96.53375;122.1775;132.6306
36.97752;30.8272;96.60188;122.1775;132.6575
37.19199;31.01266;96.02625;122.1775;131.985
33.53654;28.12504;96.63125;122.1775;132.9094
33.72083;27.6049;96.50813;122.1775;133.0406
33.20584;26.37861;96.75875;122.1775;133.5769
39.4024;33.30017;96.71563;122.1762;134.1456
36.09949;30.47396;96.82687;122.1762;132.4025
35.61118;29.58983;96.56563;122.1762;132.2538
37.00847;30.72816;96.595;122.175;132.6563
37.17845;33.22453;96.58562;122.1738;134.2619
38.2522;32.39341;96.31;122.1738;132.0856
36.65296;31.3526;96.49187;122.1725;132.8581
35.62116;29.67728;96.55812;122.1725;132.1788
40.22857;33.54945;96.44688;122.1712;133.2056
35.56191;31.11617;96.08875;122.17;132.5375
36.08395;30.74836;96.47;122.1688;132.4187
35.73759;31.24869;96.09937;122.1688;132.4469
36.05695;30.54627;96.85625;122.1687;132.55
40.37221;33.37787;96.37062;122.1675;132.9119
36.84853;31.40695;96.595;122.1675;133.7437
36.94236;31.22967;96.185;122.1675;132.9581
35.76385;31.22105;96.13937;122.1675;132.3844
38.60799;32.33675;96.3725;122.1663;132.1163
37.57744;30.89247;96.50063;122.1663;132.7106
33.21506;26.2951;96.80062;122.1663;133.5619
40.41797;33.34539;96.325;122.1637;132.8631
38.97478;32.55669;96.40312;122.1637;131.9569
36.64921;31.32295;96.49812;122.1637;132.8581
38.68344;32.61777;96.1175;122.1625;132.145
36.81675;30.99578;96.62188;122.1625;132.6275
37.62169;30.98383;96.09375;122.1625;132.9113
33.73118;27.5723;96.5125;122.1625;133.0206
32.82849;27.80263;96.54063;122.1625;133.1575
38.86902;32.46767;96.27688;122.1613;132.0775
37.4879;30.80851;96.52688;122.1613;132.7188
37.53985;30.72075;96.5075;122.1613;132.7031
37.18041;33.20526;96.57375;122.1612;134.2644
37.83228;32.68568;96.35188;122.1612;132.0694
37.04617;30.93249;96.52625;122.1612;132.6187
36.44394;31.08979;96.08;122.1612;132.9075
36.33152;30.73914;97.06375;122.1612;133.0262
35.61118;29.64878;96.58063;122.1612;132.2656
35.00051;29.6851;96.80063;122.1612;133.1288
33.72557;27.5377;96.48125;122.1612;133.0425
39.09943;32.61097;96.4475;122.16;131.95
36.7564;30.95081;96.57938;122.16;132.6081
36.93093;30.84156;96.38;122.16;132.5156
37.18299;33.33403;96.56937;122.1588;134.2188
37.80917;32.64888;96.34625;122.1588;132.0638
36.00337;31.0875;96.43999;122.1588;132.515
34.9649;29.50575;96.8575;122.1588;133.3313
36.34685;31.4266;96.51062;122.1575;132.8712
36.65895;30.88804;97.05187;122.1575;133.0744
36.06012;30.91338;96.44625;122.1563;132.5087
37.49449;30.79519;96.4875;122.1563;132.74
35.78514;31.05535;96.15625;122.1563;132.3387
37.4306;30.91771;96.47375;122.155;132.775
36.80666;31.02427;96.595;122.155;132.6456
36.09;30.50219;96.86188;122.155;132.4538
33.26954;26.99335;96.63563;122.155;133.4656
33.32898;26.26851;96.88875;122.155;132.81
35.98264;30.80132;96.46562;122.1538;132.4937
36.04219;30.78369;96.91688;122.1538;132.7956
40.54757;33.61982;96.46062;122.1537;133.2931
35.73738;31.15587;96.12063;122.1537;132.4094
33.30162;26.3964;96.8375;122.1537;133.4063
40.36577;33.22671;96.32687;122.1525;132.7813
39.95662;31.10009;96.69813;122.1525;132.1306
35.78296;31.21605;96.10375;122.1525;132.4131
36.676;30.78761;97.055;122.1525;133.0475
33.71263;27.64761;96.54125;122.1525;133.035
38.7233;32.5504;96.25875;122.1513;132.0163
36.31345;31.39173;96.5325;122.15;132.875
36.63786;31.50799;96.495;122.15;132.8813
36.9534;31.32774;96.21062;122.15;132.9006
37.42829;30.80412;96.20438;122.15;132.6394
34.96578;29.52301;96.78812;122.15;133.2906
38.76033;32.54669;96.2775;122.1488;132.045
38.11769;32.46278;96.48563;122.1488;132.3681
36.01131;30.74047;96.46313;122.1488;132.4812
36.84045;31.17488;96.03875;122.1475;131.9694
36.88521;31.15917;96.0275;122.1475;131.9706
36.66052;30.7259;97.05875;122.1475;133.1288
38.51296;32.58628;96.4275;122.1462;132.3056
35.63668;31.10855;96.07813;122.1462;132.5431
34.90949;29.52722;96.77937;122.1462;133.1606
38.81731;32.36629;96.265;122.145;132.1313
36.05189;30.79296;96.93125;122.145;132.8169
33.26015;26.27584;96.87625;122.145;132.9588
37.8846;32.58998;96.34625;122.1438;131.965
36.2645;30.93828;96.595;122.1438;132.6237
36.99236;31.26587;96.18625;122.1438;132.9462
37.78976;30.99785;96.12063;122.1438;132.9063
34.96572;29.47624;96.8125;122.1438;133.2875
33.23147;26.78946;96.68437;122.1438;133.5556
36.86925;30.97204;96.60875;122.1437;132.6344
35.84871;31.04544;96.14125;122.1425;132.3288
33.67352;27.71961;96.57;122.1425;132.975
37.20959;31.01285;96.01125;122.1413;132.0062
34.94767;29.48973;96.83312;122.1413;133.2287
32.73661;27.73308;96.50937;122.1413;133.0475
33.29905;26.25481;96.78875;122.1413;133.5
39.54132;33.23791;96.68562;122.14;134.0444
36.24764;30.85695;96.6175;122.14;132.6025
36.88641;31.12544;96.00375;122.14;131.9581
35.62241;29.51659;96.57125;122.14;132.2644
35.54775;29.67371;96.57687;122.14;132.3031
36.13896;31.0591;96.09938;122.1387;132.8181
33.71217;27.70907;96.52125;122.1387;133.0456
33.70005;27.66607;96.50437;122.1387;133.0438
37.29999;33.25378;96.59126;122.1375;134.3156
38.82932;32.3178;96.28938;122.1375;132.13
38.13311;32.4241;96.49375;122.1375;132.3687
39.15512;31.50444;96.72813;122.1375;132.5788
36.10452;30.79403;97.04875;122.1375;133.0031
33.67722;27.48806;96.51875;122.1375;133.0531
33.24713;27.59216;96.51437;122.1375;133.0481
32.69101;27.91311;96.48187;122.1375;133.1531
38.6212;32.48758;96.23187;122.135;131.9812
38.09515;32.45295;96.45687;122.135;132.3525
38.61721;32.31999;96.31375;122.135;132.0625
38.92623;30.88019;96.67313;122.135;131.8812
36.99767;31.28769;96.20625;122.135;132.9625
37.9206;32.80809;96.37125;122.1338;131.9469
39.21468;30.96119;96.67375;122.1338;131.9631
36.08049;30.95398;97.03438;122.1338;132.9163
33.2785;26.60965;96.74187;122.1338;133.5881
38.61423;32.30204;96.38625;122.1325;132.2287
36.72932;30.89964;96.56062;122.1325;132.6175
36.35688;31.46916;96.51625;122.1325;132.89
35.62833;31.27899;96.1125;122.1325;132.4763
33.25512;26.34435;96.84375;122.1325;133.3081
37.82555;32.67654;96.3625;122.1312;132.0137
36.37687;31.39656;96.54;122.1312;132.8806
35.52406;31.18019;96.07813;122.1312;132.5681
38.48026;32.50629;96.09687;122.13;132.155
38.10088;32.37621;96.535;122.13;132.3681
36.37425;31.62608;96.54063;122.13;132.9175
35.98563;30.90684;96.41625;122.1288;132.5469
38.08936;32.39637;96.5125;122.1275;132.3712
36.31495;31.26082;96.17625;122.1275;132.8856
33.27455;27.25712;96.60687;122.1275;133.4125
40.35172;33.2346;96.32562;122.1263;132.7269
38.83549;32.6753;96.095;122.1263;132.1281
37.88857;32.62252;96.35;122.1263;132.0481
38.94958;30.73112;96.64375;122.1263;131.7181
36.13694;31.04895;96.41312;122.125;132.8188
32.74969;27.89457;96.5375;122.125;133.0694
32.78081;27.83177;96.54688;122.125;133.3006
39.10297;32.6452;96.42562;122.1237;131.9688
36.22359;30.90018;96.59812;122.1225;132.5988
33.20035;26.95689;96.63812;122.1213;133.5294
36.94887;31.25364;96.03188;122.1212;131.9444
33.226;26.84634;96.63687;122.1212;133.5006
38.69966;32.50948;96.42562;122.12;132.305
38.6432;32.46759;96.42625;122.12;132.2875
38.56768;32.49086;96.37063;122.1188;132.1731
39.71001;31.37517;96.73312;122.1188;132.4669
37.23361;30.91403;96.45625;122.1188;132.9238
38.5638;32.38707;96.32313;122.1175;132.0963
39.28505;31.43742;96.73937;122.115;132.5331
36.08533;31.04543;96.0875;122.115;132.8675
38.76273;32.42916;96.34438;122.1138;132.1081
39.01842;32.22033;96.61;122.1138;132.3819
38.42878;32.57162;96.0925;122.1125;132.1512
38.64057;32.46725;96.36312;122.1125;132.1212
40.24341;31.27802;96.70937;122.1125;132.3531
37.4828;30.92505;96.44376;122.1125;132.8425
36.10151;30.97773;96.5575;122.1125;132.6269
36.94533;31.16924;96.31875;122.1125;132.1269
33.64589;27.68658;96.49375;122.1125;133.0394
38.60953;32.49462;96.21875;122.1113;131.9781
37.49155;30.98367;96.44687;122.1113;132.8237
37.00572;31.03429;96.00562;122.1113;131.9681
33.70594;27.67473;96.50875;122.1113;133.0594
33.13057;27.43024;96.57625;122.1113;133.3756
34.92291;29.59368;96.74375;122.11;133.0544
34.91999;29.52189;96.80063;122.1087;133.23
33.22274;26.83814;96.66812;122.1087;133.535
38.042;32.38221;96.5575;122.1075;132.3775
32.82604;27.68479;96.5325;122.1075;133.1688
39.19328;32.65038;96.39313;122.1063;131.9413
38.98224;32.25803;96.57125;122.1063;132.4094
39.05832;32.35067;96.61875;122.1062;132.4406
39.03708;30.8614;96.6375;122.1062;131.7444
35.98319;30.99841;96.42375;122.1062;132.5663
36.17839;31.01274;96.40938;122.1062;132.8606
36.1025;30.67247;96.95125;122.1062;132.7938
39.43198;33.27135;96.74;122.105;134.3019
39.11414;32.63385;96.39938;122.105;131.9456
38.67011;32.64686;96.42812;122.105;132.3169
38.62099;32.56036;96.32063;122.105;132.0931
37.25276;33.23347;96.52438;122.1038;134.1969
38.10699;32.44505;96.48438;122.1038;132.385
36.08537;31.21772;96.43938;122.1038;132.7256
34.96266;29.49154;96.76375;122.1037;133.1844
37.48142;31.0585;96.48625;122.1025;132.8438
39.06705;32.35876;96.54875;122.1012;132.2631
36.81575;30.80179;96.63062;122.1012;132.6438
39.62941;32.66163;96.36375;122.1;132.03
36.84518;30.80619;96.60188;122.1;132.6506
36.17614;31.0413;96.57562;122.1;132.6369
35.63892;31.25585;96.08125;122.1;132.4487
35.6026;31.03743;96.07375;122.1;132.5231
36.14801;31.01966;96.55875;122.0988;132.66
37.98386;31.13509;96.32063;122.0988;132.3025
37.94498;32.73106;96.37437;122.0987;131.9312
36.23162;30.89581;96.58;122.0987;132.6075
38.58936;32.35732;96.42;122.0975;132.2587
38.97626;30.8959;96.66063;122.0975;131.8169
33.30931;27.20715;96.56688;122.0975;133.4481
39.69285;32.90995;96.31125;122.0963;132.0456
38.91017;30.66335;96.61813;122.0963;131.6738
37.93616;31.11974;96.31375;122.0962;132.3231
33.29622;26.21495;96.89625;122.0962;132.6656
37.89779;31.17359;96.2825;122.095;132.3694
37.38392;31.28397;96.32188;122.0938;132.2006
36.12606;31.11568;96.0825;122.0938;132.8356
36.14193;31.20387;96.09062;122.0938;132.8813
32.80964;27.84848;96.55625;122.0938;133.2231
