K5PS14_1.PV;K0P102_1.PV
4.101094;4.072069
4.050562;4.072069
4.050375;4.072069
4.055325;4.072069
4.051462;4.072069
4.058156;4.072069
4.058437;4.072069
4.060312;4.072069
4.056581;4.07205
4.059037;4.07205
4.059694;4.07205
4.062694;4.07205
4.152637;4.07205
4.133812;4.07205
4.130025;4.07205
4.160175;4.07205
4.160438;4.07205
4.059038;4.07205
4.062;4.072031
4.097606;4.072031
4.117688;4.072031
4.058887;4.072031
4.052925;4.072012
4.060425;4.072012
4.070831;4.072012
4.127756;4.072012
4.164525;4.072012
4.051331;4.072012
4.054556;4.072012
4.058944;4.072012
4.060219;4.071994
4.070194;4.071994
4.066069;4.071994
4.113413;4.071994
4.123875;4.071994
4.16385;4.071994
4.136531;4.071994
4.054538;4.071994
4.062919;4.071975
4.062525;4.071975
4.063444;4.071975
4.127512;4.071975
4.159575;4.071975
4.053394;4.071975
4.109494;4.071957
4.059937;4.071956
4.060856;4.071956
4.066463;4.071956
4.067869;4.071956
4.124569;4.071956
4.049963;4.071956
4.052569;4.071956
4.050469;4.071956
4.062263;4.071938
4.101844;4.071938
4.050281;4.071938
4.056637;4.071938
4.058925;4.071938
4.059225;4.071938
4.058063;4.071919
4.064531;4.071919
4.062431;4.071919
4.164937;4.071919
4.137769;4.071919
4.056844;4.071919
4.147894;4.071918
4.059338;4.0719
4.060256;4.0719
4.104319;4.0719
4.1367;4.0719
4.137038;4.0719
4.1343;4.0719
4.049888;4.0719
4.0506;4.0719
4.062225;4.071881
4.067456;4.071881
4.066931;4.071881
4.083262;4.071881
4.104338;4.071881
4.16565;4.071881
4.109006;4.071881
4.109081;4.071881
4.04985;4.071881
4.057837;4.071863
4.062881;4.071863
4.070625;4.071863
4.06875;4.071863
4.068394;4.071863
4.069912;4.071863
4.071712;4.071863
4.134188;4.071863
4.168669;4.071863
4.059375;4.071844
4.0668;4.071844
4.06755;4.071844
4.066706;4.071844
4.136569;4.071844
4.052569;4.071844
4.050619;4.071844
4.055944;4.071844
4.067775;4.071825
4.068431;4.071825
4.067231;4.071825
4.06845;4.071825
4.0683;4.071825
4.127044;4.071825
4.125825;4.071825
4.162332;4.071825
4.055438;4.071825
4.051575;4.071825
4.052231;4.071825
4.054556;4.071806
4.059262;4.071806
4.067775;4.071806
4.103269;4.071806
4.049363;4.071806
4.050637;4.071806
4.141894;4.071788
4.057069;4.071788
4.063819;4.071787
4.060762;4.071787
4.063031;4.071787
4.103662;4.071787
4.05765;4.071769
4.060031;4.071769
4.061869;4.071769
4.124981;4.071769
4.136512;4.071769
4.06605;4.07175
4.109981;4.07175
4.1604;4.07175
4.054425;4.07175
4.056356;4.07175
4.058269;4.07175
4.111125;4.071732
4.107937;4.071732
4.052137;4.071732
4.049869;4.071732
4.109119;4.071731
4.048669;4.071731
4.055287;4.071731
4.064719;4.071712
4.070194;4.071712
4.068225;4.071712
4.053319;4.071712
4.056281;4.071712
4.117406;4.071694
4.165707;4.071694
4.055944;4.071694
4.056431;4.071694
4.058681;4.071694
4.047712;4.071675
4.052981;4.071675
4.051538;4.071656
4.062337;4.071656
4.102087;4.071656
4.105856;4.071656
4.163269;4.071656
4.159425;4.071656
4.056881;4.071656
4.065563;4.071656
4.055888;4.071638
4.063238;4.071638
4.061081;4.071638
4.067832;4.071638
4.067306;4.071638
4.050169;4.071638
4.051725;4.071638
4.055512;4.071638
4.064756;4.071619
4.067906;4.071619
4.068337;4.071619
4.139362;4.071619
4.0566;4.0716
4.051575;4.0716
4.057331;4.0716
4.066388;4.0716
4.069575;4.0716
4.103081;4.0716
4.055344;4.0716
4.056094;4.0716
4.059787;4.071581
4.066537;4.071581
4.067513;4.071581
4.067662;4.071581
4.124006;4.071581
4.143431;4.071581
4.163156;4.071581
4.049475;4.071581
4.051556;4.071581
4.069181;4.071563
4.127363;4.071563
4.143;4.071563
4.104694;4.071563
4.049006;4.071563
4.050281;4.071563
4.068563;4.071544
4.101694;4.071544
4.104562;4.071544
4.111218;4.071544
4.049906;4.071544
4.101862;4.071525
4.065375;4.071525
4.062431;4.071507
4.051444;4.071507
4.068412;4.071507
4.068281;4.071507
4.066688;4.071507
4.104638;4.071507
4.139812;4.071507
4.106213;4.071506
4.052213;4.071487
4.058382;4.071487
4.077956;4.071487
4.165237;4.071487
4.049625;4.071487
4.056019;4.071487
4.059038;4.071469
4.050431;4.071469
4.055288;4.071469
4.055381;4.07145
4.061269;4.07145
4.066237;4.07145
4.069762;4.07145
4.102031;4.07145
4.161619;4.07145
4.161206;4.07145
4.051444;4.07145
4.054575;4.071431
4.066181;4.071431
4.051294;4.071431
4.049888;4.071431
4.056675;4.071413
4.059638;4.071413
4.069369;4.071413
4.069875;4.071413
4.067494;4.071413
4.102407;4.071413
4.051725;4.071413
4.059225;4.071413
4.058456;4.071413
4.055719;4.071394
4.1046;4.071394
4.125919;4.071394
4.050112;4.071394
4.056319;4.071394
4.057669;4.071394
4.102481;4.071393
4.055344;4.071393
4.0569;4.071375
4.051594;4.071375
4.059394;4.071375
4.06335;4.071375
4.065732;4.071375
4.06785;4.071375
4.117144;4.071375
4.048687;4.071375
4.070512;4.071356
4.138237;4.071356
4.051144;4.071356
4.057481;4.071356
4.057294;4.071338
4.059113;4.071338
4.063425;4.071338
4.070588;4.071338
4.050694;4.071338
4.055831;4.071338
4.063725;4.071319
4.068506;4.071319
4.1004;4.071319
4.135425;4.071319
4.052719;4.071319
4.051406;4.071319
4.066181;4.0713
4.065469;4.0713
4.067681;4.0713
4.068956;4.0713
4.166456;4.0713
4.049175;4.0713
4.059113;4.0713
4.062;4.071281
4.059862;4.071281
4.06695;4.071281
4.142981;4.071281
4.139325;4.071281
4.049569;4.071281
4.057687;4.071262
4.067644;4.071262
4.067962;4.071262
4.0683;4.071262
4.143188;4.071262
4.135481;4.071244
4.059469;4.071244
4.061138;4.071225
4.061363;4.071225
4.061531;4.071225
4.103325;4.071225
4.164187;4.071225
4.158525;4.071225
4.0506;4.071225
4.0506;4.071225
4.056;4.071225
4.055982;4.071225
4.056525;4.071206
4.123538;4.071206
4.061137;4.071187
4.125525;4.071187
4.135444;4.071187
4.053281;4.071187
4.048537;4.071187
4.056;4.071187
4.059788;4.071169
4.15995;4.071169
4.056825;4.07115
4.056862;4.07115
4.067381;4.07115
4.068112;4.07115
4.049156;4.07115
4.050619;4.07115
4.051481;4.07115
4.059113;4.07115
4.059;4.071131
4.066688;4.071131
4.06605;4.071131
4.118044;4.071131
4.166775;4.071131
4.111612;4.071131
4.0518;4.071131
4.0509;4.071131
4.057894;4.071113
4.118306;4.071113
4.048162;4.071113
4.05555;4.071113
4.0578;4.071113
4.062094;4.071094
4.061512;4.071094
4.077338;4.071094
4.103888;4.071094
4.117875;4.071094
4.143319;4.071094
4.050394;4.071094
4.051294;4.071094
4.056675;4.071075
4.065094;4.071075
4.06995;4.071075
4.141613;4.071075
4.051031;4.071075
4.056525;4.071075
4.068525;4.071056
4.075762;4.071056
4.101806;4.071056
4.102688;4.071056
4.125638;4.071056
4.150931;4.071056
4.055044;4.071038
4.161487;4.071038
4.061213;4.071037
4.134094;4.071037
4.05165;4.071037
4.059656;4.071019
4.061025;4.071019
4.066331;4.071019
4.049756;4.071019
4.053638;4.071
4.065338;4.071
4.068469;4.071
4.068488;4.071
4.053037;4.071
4.05765;4.071
4.065356;4.070982
4.066463;4.070982
4.052119;4.070982
4.059825;4.070981
4.069613;4.070962
4.137131;4.070962
4.049325;4.070962
4.060856;4.070944
4.056675;4.070944
4.060819;4.070944
4.061175;4.070944
4.06425;4.070944
4.06755;4.070944
4.099294;4.070944
4.126444;4.070944
4.148063;4.070944
4.059356;4.070925
4.064381;4.070925
4.076756;4.070925
4.103063;4.070925
4.125431;4.070925
4.148212;4.070925
4.160869;4.070925
4.047712;4.070925
4.057256;4.070925
4.05705;4.070906
4.060744;4.070906
4.070063;4.070906
4.163682;4.070906
4.049812;4.070906
4.068075;4.070888
4.159182;4.070888
4.051725;4.070888
4.054462;4.070869
4.057988;4.070869
4.118963;4.070868
4.049381;4.070868
4.0647;4.07085
4.163756;4.07085
4.047994;4.07085
4.047356;4.07085
4.0485;4.07085
4.049944;4.07085
4.062694;4.070831
4.163643;4.070831
4.051538;4.070831
4.058438;4.070831
4.057312;4.070813
4.103137;4.070813
4.101563;4.070813
4.134431;4.070813
4.16085;4.070813
4.158581;4.070813
4.06785;4.070812
4.062056;4.070794
4.058569;4.070794
4.061625;4.070794
4.067381;4.070794
4.05045;4.070794
4.049775;4.070794
4.057013;4.070775
4.1016;4.070775
4.161956;4.070775
4.052006;4.070775
4.0491;4.070775
4.058231;4.070775
4.06095;4.070756
4.052794;4.070756
4.060144;4.070756
4.058269;4.070756
4.134544;4.070756
4.060312;4.070737
4.069575;4.070737
4.067081;4.070737
4.165012;4.070737
4.051538;4.070737
4.059863;4.070719
4.067344;4.070719
4.074244;4.070719
4.157344;4.070719
4.049981;4.070719
4.047843;4.070719
4.049419;4.070719
4.059919;4.070719
4.057181;4.0707
4.099725;4.0707
4.100644;4.0707
4.1322;4.0707
4.164375;4.070682
4.049681;4.070682
4.050056;4.070682
4.05765;4.070681
4.063913;4.070681
4.066069;4.070681
4.066631;4.070681
4.114406;4.070681
4.163325;4.070681
4.061887;4.070662
4.059881;4.070662
4.163531;4.070662
4.109887;4.070662
4.05;4.070662
4.051538;4.070662
4.056937;4.070662
4.057969;4.070662
4.105125;4.070644
4.108987;4.070644
4.121512;4.070644
4.0485;4.070644
4.057238;4.070643
4.054894;4.070643
4.139156;4.070625
4.107244;4.070625
4.049757;4.070625
4.056262;4.070625
4.062844;4.070606
4.102575;4.070606
4.1247;4.070606
4.166981;4.070606
4.159669;4.070606
4.048875;4.070606
4.052175;4.070606
4.049869;4.070606
4.052531;4.070606
4.092769;4.070588
4.160569;4.070588
4.15935;4.070588
4.050862;4.070588
4.051444;4.070588
4.065206;4.070569
4.04985;4.070569
4.050094;4.070569
4.051106;4.070569
4.056244;4.070569
4.064794;4.070569
4.063575;4.07055
4.067175;4.07055
4.107056;4.07055
4.141219;4.07055
4.164393;4.07055
4.047788;4.07055
4.048462;4.07055
4.06215;4.070531
4.070025;4.070531
4.117106;4.070531
4.132856;4.070531
4.052456;4.070531
4.0494;4.070531
4.050806;4.070531
4.057725;4.070531
4.067156;4.070513
4.066706;4.070513
4.101038;4.070513
4.053244;4.070513
4.055963;4.070512
4.067025;4.070512
4.050431;4.070512
4.057369;4.070494
4.061175;4.070494
4.058962;4.070494
4.066537;4.070494
4.126125;4.070494
4.105613;4.070475
4.133307;4.070475
4.050488;4.070475
4.136081;4.070457
4.050113;4.070457
4.058625;4.070456
4.12395;4.070456
4.164112;4.070456
4.049419;4.070456
4.0671;4.070437
4.067475;4.070437
4.133044;4.070437
4.163456;4.070437
4.157344;4.070437
4.13925;4.070437
4.049737;4.070437
4.056375;4.070419
4.105856;4.070419
4.1007;4.070419
4.133644;4.070418
4.066406;4.0704
4.077844;4.0704
4.10205;4.0704
4.051294;4.0704
4.059919;4.0704
4.058513;4.0704
4.056319;4.070381
4.055419;4.070381
4.063781;4.070363
4.04895;4.070363
4.049831;4.070363
4.059844;4.070363
4.163813;4.070344
4.05;4.070344
4.131956;4.070343
4.059431;4.070325
4.060856;4.070325
4.068844;4.070325
4.065881;4.070325
4.064944;4.070325
4.100268;4.070325
4.103456;4.070325
4.161562;4.070325
4.156594;4.070325
4.048819;4.070325
4.064025;4.070306
4.062694;4.070306
4.134844;4.070306
4.110675;4.070306
4.050019;4.070306
4.049119;4.070306
4.050468;4.070306
4.052006;4.070306
4.064269;4.070288
4.1019;4.070288
4.057594;4.070288
4.058306;4.070288
4.101075;4.070287
4.162706;4.070287
4.053506;4.070269
4.054163;4.070269
4.063331;4.07025
4.065563;4.07025
4.123275;4.07025
4.161243;4.07025
4.049756;4.07025
4.049606;4.07025
4.049906;4.07025
4.05795;4.070231
4.061625;4.070231
4.162519;4.070231
4.057931;4.070212
4.135444;4.070212
4.051687;4.070212
4.05135;4.070212
4.062675;4.070194
4.059694;4.070194
4.061062;4.070194
4.068019;4.070194
4.122506;4.070194
4.047956;4.070194
4.051181;4.070194
4.065375;4.070175
4.069125;4.070175
4.048219;4.070175
4.050713;4.070175
4.054069;4.070175
4.049831;4.070175
4.048762;4.070175
4.095713;4.070156
4.158937;4.070156
4.0503;4.070156
4.049288;4.070138
4.050075;4.070138
4.056056;4.070138
4.062675;4.070119
4.103137;4.070119
4.123875;4.070119
4.068357;4.0701
4.162819;4.0701
4.132537;4.0701
4.049794;4.0701
4.057162;4.070081
4.067606;4.070081
4.0692;4.070081
4.0659;4.070081
4.099331;4.070081
4.131581;4.070081
4.050412;4.070081
4.058288;4.070063
4.137319;4.070063
4.16325;4.070063
4.048762;4.070063
4.047712;4.070063
4.1328;4.070062
4.061719;4.070044
4.065694;4.070044
4.124887;4.070044
4.131863;4.070044
4.13385;4.070044
4.116956;4.070025
4.050731;4.070025
4.048125;4.070025
4.059412;4.070006
4.067531;4.070006
4.065131;4.070006
4.066294;4.070006
4.10175;4.070006
4.140431;4.070006
4.161994;4.070006
4.15995;4.070006
4.164375;4.070006
4.049681;4.070006
4.050768;4.070006
4.05;4.070006
4.0485;4.070006
4.057013;4.070006
4.061794;4.069988
4.055813;4.069987
4.0686;4.069987
4.103343;4.069987
4.134938;4.069987
4.158093;4.069987
4.135763;4.069987
4.059113;4.069987
4.063631;4.069969
4.067325;4.069969
4.164731;4.069969
4.0542;4.069969
4.056113;4.069969
4.061438;4.06995
4.062806;4.06995
4.065469;4.06995
4.099594;4.06995
4.101937;4.06995
4.118062;4.06995
4.157437;4.06995
4.050806;4.06995
4.048425;4.06995
4.054388;4.06995
4.163719;4.069932
4.05735;4.069931
4.123894;4.069931
4.163194;4.069931
4.16505;4.069931
4.158581;4.069931
4.165406;4.069931
4.156031;4.069931
4.054275;4.069931
4.0569;4.069912
4.112606;4.069912
4.133438;4.069912
4.158375;4.069912
4.104656;4.069894
4.130681;4.069894
4.162575;4.069894
4.124269;4.069875
4.125431;4.069875
4.132894;4.069875
4.147856;4.069875
4.156331;4.069875
4.103962;4.069856
4.13385;4.069856
4.159968;4.069856
4.109719;4.069856
4.047338;4.069856
4.050281;4.069856
4.056506;4.069856
4.064081;4.069838
4.064719;4.069838
4.049944;4.069838
4.066406;4.069819
4.065994;4.069819
4.069593;4.069819
4.134225;4.069819
4.065356;4.069818
4.120219;4.069818
4.048931;4.069818
4.0581;4.0698
4.064344;4.0698
4.099088;4.0698
4.101281;4.0698
4.116356;4.0698
4.131113;4.0698
4.048088;4.0698
4.051594;4.0698
4.064344;4.0698
4.123575;4.069781
4.162425;4.069781
4.050938;4.069781
4.057219;4.069781
4.0509;4.069762
4.056975;4.069744
4.058681;4.069744
4.057406;4.069744
4.056956;4.069744
4.065075;4.069744
4.104244;4.069744
4.060838;4.069744
4.058288;4.069725
4.125975;4.069725
4.162125;4.069725
4.049569;4.069725
4.047112;4.069725
4.051444;4.069725
4.057818;4.069706
4.165237;4.069706
4.156275;4.069706
4.046944;4.069706
4.054275;4.069706
4.057725;4.069706
4.059656;4.069687
4.055681;4.069687
4.064363;4.069687
4.064944;4.069687
4.13865;4.069687
4.049794;4.069687
4.063256;4.069669
4.067681;4.069669
4.101712;4.069669
4.15635;4.069669
4.05075;4.069669
4.060594;4.069669
4.059469;4.06965
4.060012;4.06965
4.104731;4.06965
4.11675;4.06965
4.132669;4.06965
4.164225;4.06965
4.163343;4.06965
4.157231;4.06965
4.051631;4.06965
4.04895;4.06965
4.056975;4.069631
4.0473;4.069631
4.049906;4.069631
4.048088;4.069631
4.049025;4.069613
4.049606;4.069613
4.063406;4.069594
4.073719;4.069594
4.051988;4.069575
4.055906;4.069575
4.049775;4.069575
4.053769;4.069575
4.116225;4.069556
4.121981;4.069556
4.132631;4.069556
4.049888;4.069556
4.059262;4.069556
4.104169;4.069538
4.109062;4.069538
4.1244;4.069538
4.130925;4.069538
4.130925;4.069538
4.14705;4.069538
4.166981;4.069538
4.1628;4.069538
4.050581;4.069538
4.108931;4.069519
4.105875;4.069519
4.057856;4.069519
4.096313;4.0695
4.099313;4.0695
4.103306;4.0695
4.102987;4.0695
4.131619;4.0695
4.163062;4.0695
4.047769;4.0695
4.049062;4.0695
4.059131;4.069481
4.061887;4.069481
4.067362;4.069481
4.100906;4.069481
4.102725;4.069481
4.109325;4.069481
4.158;4.069481
4.163063;4.069481
4.050544;4.069481
4.05495;4.069481
4.10475;4.069463
4.047169;4.069463
4.090556;4.069462
4.160193;4.069462
4.15875;4.069462
4.056525;4.069462
4.05555;4.069462
4.057125;4.069444
4.064569;4.069444
4.064813;4.069444
4.160325;4.069444
4.1613;4.069444
4.161187;4.069444
4.048725;4.069444
4.0581;4.069425
4.062431;4.069425
4.068056;4.069425
4.052756;4.069425
4.057069;4.069407
4.096144;4.069407
4.131732;4.069407
4.131825;4.069407
4.155675;4.069407
4.069125;4.069406
4.105012;4.069406
4.048707;4.069406
4.0605;4.069387
4.062656;4.069387
4.081013;4.069387
4.132331;4.069387
4.161881;4.069387
4.158825;4.069387
4.160887;4.069387
4.107412;4.069387
4.052925;4.069387
4.056844;4.069369
4.062319;4.069369
4.062544;4.069369
4.161937;4.069369
4.158262;4.069369
4.059787;4.069369
4.057744;4.06935
4.051744;4.06935
4.068187;4.069331
4.104281;4.069331
4.124381;4.069331
4.131656;4.069331
4.1322;4.069331
4.052981;4.069331
4.065094;4.069313
4.0644;4.069313
4.144912;4.069294
4.105781;4.069294
4.056394;4.069275
4.0647;4.069275
4.112944;4.069275
4.150012;4.069275
4.159669;4.069275
4.061587;4.069256
4.062656;4.069256
4.130437;4.069256
4.161862;4.069256
4.046044;4.069256
4.057856;4.069238
4.055756;4.069238
4.054875;4.069238
4.066294;4.069238
4.106156;4.069238
4.130775;4.069238
4.159519;4.069238
4.047038;4.069238
4.048519;4.069238
4.047;4.069238
4.064231;4.069237
4.161806;4.069237
4.048613;4.069237
4.0608;4.069219
4.061681;4.069219
4.062956;4.069219
4.116262;4.069219
4.124212;4.069219
4.131769;4.069219
4.163831;4.069219
4.055888;4.069219
4.125656;4.0692
4.159481;4.0692
4.047244;4.0692
4.057087;4.069181
4.164787;4.069181
4.161356;4.069181
4.1364;4.069181
4.16175;4.069163
4.055418;4.069162
4.130175;4.069162
4.158844;4.069162
4.161581;4.069162
4.165088;4.069162
4.047037;4.069162
4.063069;4.069144
4.063519;4.069144
4.06365;4.069144
4.132425;4.069144
4.161713;4.069144
4.115906;4.069125
4.120256;4.069125
4.162013;4.069125
4.162706;4.069125
4.159312;4.069125
4.052419;4.069125
4.0518;4.069125
4.067175;4.069106
4.06395;4.069106
4.102687;4.069106
4.049756;4.069106
4.056544;4.069106
4.057013;4.069088
4.066613;4.069088
4.10175;4.069088
4.113975;4.069088
4.131656;4.069088
4.04955;4.069088
4.049212;4.069088
4.057425;4.069088
4.062844;4.069069
4.1034;4.069069
4.136419;4.069069
4.049644;4.069069
4.123556;4.06905
4.1619;4.06905
4.0572;4.069031
4.061363;4.069031
4.063238;4.069031
4.162031;4.069031
4.162838;4.069031
4.047131;4.069031
4.047019;4.069031
4.046137;4.069031
4.046231;4.069031
4.05435;4.069013
4.124963;4.069013
4.138762;4.069013
4.158919;4.069013
4.04745;4.069013
4.059731;4.068994
4.06545;4.068994
4.101975;4.068994
4.101188;4.068994
4.160344;4.068994
4.049944;4.068994
4.164375;4.068975
4.160775;4.068975
4.04835;4.068975
4.055344;4.068975
4.062281;4.068956
4.063631;4.068956
4.109588;4.068956
4.114762;4.068956
4.046981;4.068956
4.049138;4.068938
4.062881;4.068937
4.126931;4.068937
4.162087;4.068937
4.161975;4.068937
4.136119;4.068937
4.059675;4.068919
4.061138;4.068919
4.116225;4.068919
4.136269;4.068919
4.047806;4.068919
4.056506;4.068919
4.061156;4.0689
4.065038;4.0689
4.110113;4.0689
4.125244;4.0689
4.158187;4.0689
4.045481;4.0689
4.047863;4.0689
4.048331;4.0689
4.052569;4.0689
4.055944;4.0689
4.05645;4.0689
4.056282;4.0689
4.067475;4.068882
4.064625;4.068882
4.103813;4.068882
4.161806;4.068882
4.162087;4.068882
4.136756;4.068882
4.062525;4.068881
4.120481;4.068881
4.131525;4.068881
4.053919;4.068862
4.09395;4.068862
4.102107;4.068862
4.101975;4.068862
4.125657;4.068862
4.157231;4.068862
4.049475;4.068862
4.048444;4.068862
4.050768;4.068862
4.056281;4.068862
4.055681;4.068862
4.071844;4.068844
4.12575;4.068844
4.049194;4.068844
4.048969;4.068844
4.046006;4.068844
4.055287;4.068844
4.060256;4.068825
4.06185;4.068825
4.161094;4.068825
4.047431;4.068825
4.0542;4.068825
4.0575;4.068806
4.062037;4.068806
4.115906;4.068806
4.131844;4.068806
4.047863;4.068806
4.052831;4.068806
4.064456;4.068788
4.062919;4.068788
4.066088;4.068788
4.161394;4.068788
4.162819;4.068788
4.16055;4.068788
4.136719;4.068788
4.04955;4.068788
4.050881;4.068788
4.046906;4.068788
4.060256;4.068788
4.065281;4.068769
4.061175;4.068769
4.108763;4.068769
4.124231;4.068769
4.161844;4.068769
4.0494;4.068769
4.065487;4.06875
4.069144;4.06875
4.163625;4.06875
4.056694;4.06875
4.052269;4.068731
4.057931;4.068731
4.05675;4.068731
4.064644;4.068731
4.068506;4.068731
4.049737;4.068731
4.051612;4.068731
4.057032;4.068713
4.063931;4.068713
4.113712;4.068713
4.125263;4.068713
4.162575;4.068713
4.056863;4.068712
4.057688;4.068712
4.102931;4.068694
4.048519;4.068694
4.049681;4.068694
4.050262;4.068694
4.05375;4.068694
4.055906;4.068675
4.064569;4.068675
4.130944;4.068675
4.056675;4.068656
4.063556;4.068656
4.104113;4.068656
4.13205;4.068656
4.16145;4.068656
4.055081;4.068637
4.052325;4.068637
4.063856;4.068637
4.099106;4.068637
4.103962;4.068637
4.1589;4.068637
4.13625;4.068637
4.097625;4.068637
4.055494;4.068619
4.055757;4.068619
4.066406;4.068619
4.0482;4.068619
4.063556;4.0686
4.066913;4.0686
4.160381;4.0686
4.047469;4.0686
4.099819;4.068582
4.099856;4.068582
4.116468;4.068582
4.061512;4.068581
4.161956;4.068581
4.162313;4.068581
4.135125;4.068581
4.065506;4.068563
4.069463;4.068563
4.131844;4.068563
4.1589;4.068563
4.135331;4.068563
4.058794;4.068563
4.053656;4.068563
4.056319;4.068544
4.065863;4.068544
4.116187;4.068544
4.114837;4.068544
4.106025;4.068544
4.049569;4.068544
4.050094;4.068544
4.115719;4.068543
4.062788;4.068525
4.070381;4.068525
4.135875;4.068525
4.050169;4.068525
4.045556;4.068525
4.055156;4.068506
4.061381;4.068506
4.161075;4.068506
4.133363;4.068506
4.0494;4.068506
4.056244;4.068506
4.054388;4.068506
4.16325;4.068488
4.0497;4.068488
4.053131;4.068488
4.102969;4.068469
4.135519;4.068469
4.046813;4.068469
4.055081;4.068469
4.100831;4.06845
4.102369;4.06845
4.161656;4.06845
4.16085;4.06845
4.046644;4.06845
4.062;4.068431
4.158037;4.068431
4.164131;4.068431
4.162162;4.068431
4.048856;4.068431
4.053881;4.068431
4.062694;4.068413
4.068975;4.068413
4.114444;4.068413
4.16325;4.068413
4.047525;4.068413
4.063594;4.068412
4.062713;4.068412
4.099612;4.068412
4.12545;4.068412
4.057819;4.068412
4.055775;4.068412
4.101319;4.068394
4.1157;4.068394
4.132144;4.068394
4.162931;4.068394
4.049681;4.068394
4.04625;4.068394
4.052137;4.068394
4.057688;4.068394
4.058081;4.068375
4.056394;4.068375
4.062356;4.068375
4.062675;4.068375
4.095544;4.068375
4.066163;4.068357
4.066575;4.068357
4.096594;4.068357
4.162612;4.068357
4.133812;4.068357
4.045725;4.068357
4.069013;4.068356
4.115906;4.068356
4.105856;4.068356
4.054237;4.068337
4.0608;4.068337
4.128975;4.068337
4.1367;4.068337
4.130981;4.068337
4.046738;4.068337
4.048106;4.068337
4.057087;4.068337
4.055232;4.068337
4.06725;4.068319
4.066894;4.068319
4.163156;4.068319
4.048069;4.068319
4.053281;4.068319
4.052606;4.0683
4.069931;4.0683
4.121306;4.0683
4.047469;4.0683
4.047806;4.0683
4.057125;4.0683
4.062487;4.068281
4.110919;4.068281
4.123931;4.068281
4.161075;4.068281
4.062788;4.068263
4.115081;4.068263
4.047731;4.068263
4.053356;4.068263
4.056619;4.068244
4.129781;4.068244
4.161525;4.068244
4.046756;4.068244
4.053712;4.068244
4.058775;4.068244
4.064831;4.068225
4.13295;4.068225
4.056413;4.068206
4.0563;4.068206
4.099031;4.068206
4.101169;4.068206
4.128412;4.068206
4.161937;4.068206
4.135013;4.068206
4.133644;4.068206
4.053319;4.068206
4.058756;4.068206
4.062637;4.068188
4.047656;4.068188
4.047675;4.068188
4.057594;4.068188
4.06245;4.068169
4.067063;4.068169
4.07145;4.068169
4.087313;4.068169
4.131019;4.068169
4.161263;4.068169
4.048425;4.068169
4.048331;4.068169
4.065375;4.06815
4.061456;4.06815
4.1595;4.06815
4.160269;4.06815
4.1604;4.06815
4.051256;4.06815
4.050844;4.06815
4.051763;4.06815
4.061325;4.068131
4.062169;4.068131
4.063181;4.068131
4.11525;4.068131
4.161994;4.068131
4.161825;4.068131
4.157981;4.068131
4.135013;4.068131
4.106156;4.068131
4.060069;4.068112
4.064006;4.068112
4.107881;4.068112
4.114012;4.068112
4.113563;4.068112
4.131019;4.068112
4.048931;4.068112
4.049044;4.068112
4.053506;4.068112
4.064662;4.068094
4.08075;4.068094
4.145025;4.068094
4.063388;4.068075
4.050169;4.068075
4.054406;4.068075
4.156931;4.068056
4.161675;4.068056
4.135031;4.068056
4.049269;4.068056
4.056094;4.068038
4.0557;4.068038
4.115756;4.068038
4.115062;4.068038
4.13475;4.068038
4.051519;4.068038
4.053469;4.068038
4.063969;4.068019
4.069294;4.068019
4.128562;4.068019
4.054612;4.068019
4.052962;4.068
4.05675;4.068
4.056112;4.068
4.061625;4.068
4.160644;4.068
4.161019;4.068
4.046062;4.068
4.047375;4.068
4.056112;4.067981
4.059075;4.067963
4.064325;4.067963
4.137731;4.067963
4.048913;4.067963
4.047394;4.067963
4.058269;4.067963
4.164375;4.067962
4.063612;4.067944
4.114631;4.067944
4.158769;4.067944
4.049419;4.067944
4.047188;4.067944
4.051575;4.067944
4.055362;4.067925
4.065075;4.067925
4.100306;4.067925
4.099519;4.067925
4.134619;4.067925
4.123931;4.067925
4.13775;4.067925
4.1592;4.067925
4.161562;4.067925
4.047375;4.067925
4.048144;4.067925
4.052644;4.067925
4.053356;4.067925
4.047187;4.067906
4.057106;4.067887
4.128412;4.067887
4.127906;4.067887
4.1634;4.067887
4.161694;4.067887
4.045256;4.067887
4.128863;4.067869
4.161281;4.067869
4.135107;4.067869
4.049588;4.067869
4.056225;4.067869
4.055906;4.06785
4.048256;4.06785
4.054875;4.06785
4.158469;4.067832
4.04835;4.067832
4.061025;4.067831
4.065337;4.067831
4.131075;4.067831
4.158675;4.067831
4.061831;4.067831
4.068675;4.067812
4.124306;4.067812
4.120556;4.067812
4.04775;4.067812
4.05255;4.067812
4.052362;4.067812
4.053769;4.067794
4.099481;4.067794
4.113844;4.067794
4.121888;4.067794
4.161506;4.067794
4.046756;4.067794
4.045012;4.067794
4.045481;4.067794
4.056225;4.067794
4.161225;4.067793
4.053769;4.067775
4.160963;4.067775
4.043737;4.067775
4.055588;4.067756
4.127906;4.067756
4.130363;4.067756
4.160869;4.067756
4.047525;4.067756
4.048031;4.067756
4.048481;4.067756
4.052531;4.067756
4.053863;4.067756
4.054744;4.067756
4.052269;4.067756
4.058344;4.067738
4.099387;4.067738
4.049719;4.067738
4.046194;4.067738
4.055532;4.067738
4.161862;4.067719
4.048181;4.067719
4.052025;4.067719
4.051332;4.067719
